FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Wild,Finlay,Lochaber AC,M,01:05:19
2,Masson,Alistair,Carnethy,M,01:07:43
3,Espie,James,Deeside Runners,M,01:12:50
4,Thornton,Alistair,Ochil Hill Runners,M,01:13:13
5,Cooling,Harry,Howgill Harriers,M,01:13:32
6,Paterson,Jamie,Carnethy,M,01:13:47
7,Callan,Thomas,Westerlands CCC,M,01:14:13
8,Alexander,Sam,Westerlands CCC,M,01:14:44
9,Fallas,Andrew,Carnethy,M40,01:14:56
10,Pulham,Harry,Shettleston Harriers,M,01:15:09
11,Tosh,Samuel,Carnethy,M,01:16:49
12,Stewart,Gregor,Westerlands CCC,M,01:17:22
13,Lamont,Andrew,Carnethy,M40,01:18:26
14,Pantrey,Chris Grant,Shettleston Harriers,M40,01:18:35
15,Lennon,Eoin,Carnethy,M,01:18:47
16,Crutchfield,Stuart,Westerlands CCC,M,01:18:47
17,Sedman,Eliot,Carnethy,M40,01:18:58
18,Stewart,Iain,Westerlands CCC,M40,01:19:01
19,McKenna,Bryan,Carnethy,M40,01:20:41
20,Bartholomew,Douglas,Unattached,M,01:21:05
21,Molina,Rodrigo Lara,Carnethy,M,01:21:21
22,Gallacher,Craig,Westerlands CCC,M,01:22:10
23,Howie,Robin,Highland Hill Runners,M,01:22:23
24,Dry,Dan,Shettleston Harriers,M,01:22:24
25,Birch-Machin,Sam,Westerlands CCC,M,01:22:47
26,Pender,Iain,Shettleston Harriers,M,01:23:39
27,Otton,Thomas,Carnethy,M,01:24:42
28,Downie,Robin,Ochil Hill Runners,M,01:25:22
29,Davis,Andrew,Ochil Hill Runners,M40,01:25:34
30,Cann,Connaice,Unattached,M,01:25:35
31,Reid,Michael,Carnethy,M40,01:26:51
32,Rigg,William,Carnethy,M,01:26:56
33,Harding,Zoe,Carnethy,F,01:27:17
34,Anthony,Alasdair,Ochil Hill Runners,M40,01:27:18
35,Muir,Jonny,Carnethy,M40,01:27:22
36,Whitlie,Stewart,Carnethy,M60,01:28:57
37,Bryson,Gavin,Highland Hill Runners,M,01:29:37
38,Bunn,Fiona,Edinburgh Uni H&H,F,01:29:50
39,MacInnes,Alasdair,Westerlands CCC,M,01:29:52
40,MacKenzie,Fraser,Lochaber AC,M,01:29:53
41,Reid,Lewis,Unattached,MU23,01:30:37
42,Gilmore,Andrew,Highland Hill Runners,M,01:31:01
43,Henderson,Walter,Shettleston Harriers,M50,01:31:04
44,Sparks,Arron,Highland Hill Runners,M,01:31:11
45,Smith,Alan,Deeside Runners,M60,01:31:21
46,Hamlin,Robert,Westerlands CCC,M,01:32:33
47,Milton,Christian,HBT,M,01:32:35
48,Simon,Javier,Helm Hill Runners,M40,01:32:44
49,Davis,Adrian,Lomonds,M60,01:32:47
50,Ball,Duncan,Penicuik Harriers,M60,01:32:58
51,Beresford,Will,Westerlands CCC,M,01:33:04
52,Embrey,Iain,Highland Hill Runners,M,01:33:14
53,Low,Matthew,Shettleston Harriers,M40,01:33:29
54,Cruickshanks,Ross,Shettleston Harriers,M,01:34:13
55,Clarkson,Alex,Shettleston Harriers,M,01:35:11
56,Murdoch,Calum,Highland Hill Runners,M,01:35:28
57,Downs,Ellen,Westerlands CCC,F,01:35:56
58,Knox,Lizzie,Carnethy,F,01:35:57
59,Maclennan,Iain,Highland Hill Runners,M50,01:36:52
60,Wilson,Stewart,Highland Hill Runners,M55,01:36:58
61,McAlinden,Niall,Westerlands CCC,M,01:37:03
62,Padilla,Monica,Highland Hill Runners,F,01:37:08
63,Maciver,Alasdair,Westerlands CCC,M,01:39:01
64,Cope,David,Howgill Harriers,M,01:39:56
65,Wharton,Flora,Westerlands CCC,F,01:40:05
66,Robson,Scott,Carnethy,M,01:40:53
67,Renville,Alan,Carnethy,M50,01:41:07
68,Prise,Eilidh,Metro Aberdeen ,F,01:42:02
69,Gordon,Neil,Carnethy,M,01:44:17
70,Oldham,Veronique,Cosmics,F55,01:45:10
71,Foreman,Ella,Deeside Runners,F,01:45:17
72,Hyland,Jimmy,Westerlands CCC,M,01:45:23
73,Stephen,Kevin,Insch TRC,M40,01:46:08
74,Hayward,Gemma,Westerlands CCC,F,01:46:37
75,Crowe,Des,Penicuik Harriers,M60,01:47:27
76,Higgins,Fergus,Unattached,MU23,01:47:41
77,Malcolmson,Craig,Hartfell HR,M55,01:47:49
78,Hetherington,Michelle,Carnethy,F55,01:47:49
79,Anderson,Ross,Westerlands CCC,M,01:48:25
80,Mackie,Eugene,Highland Hill Runners,M,01:48:58
81,Gillies,Sam,Carnethy,M,01:49:24
82,Callender,James,Westerlands CCC,M,01:50:00
83,Bakermans,Manouk,Highland Hill Runners,F,01:50:02
84,Campbell,Ross,Unattached,M,01:50:04
85,Lowe,Rob,Westerlands CCC,M,01:51:18
86,Dickson,Stephen,Fife AC,M40,01:52:37
87,Tirbooman,Alice,Westerlands CCC,F,01:52:46
88,Moffat,John,Highland Hill Runners,M60,01:53:36
89,Rendall,Erin,Highland Hill Runners,F,01:54:29
90,Price-Davies,Dan,Insch TRC,M40,01:54:34
91,Robertson,Iona,Highland Hill Runners,F40,01:54:45
92,Cunningham,Kerry,Westerlands CCC,F,01:55:00
93,Ritchie,Hilary,Fife AC,F55,01:55:13
94,Reis,Rodrigo,Shettleston Harriers,M40,01:55:33
95,Philbrick,Sophie,Westerlands CCC,F,01:58:59
96,Paterson,Ewan,Highland Hill Runners,M70,02:00:07
97,Morton,Alastair,Unattached,M,02:00:10
98,Robertson,Hugh,Insch TRC,M40,02:00:15
99,Robertson,Julia,Lochaber AC,F,02:00:35
100,Wilson,Joan,Lomonds,F60,02:01:25
101,Furse,Chris,Westerlands CCC,M50,02:07:48
102,Wastnedge,Lizzie,HBT,F,02:08:45
103,Burt,Louise,Fife AC,F55,02:08:57
104,McClure,Julia,Westerlands CCC,F,02:09:30
105,Macbeth,Gabrielle,Westerlands CCC,F,02:09:31
106,Kelsall,Fiona,Ochil Hill Runners,F50,02:10:10
107,Oliver,David,Deeside Runners,M60,02:12:07
108,Brennan,Brian,Westerlands CCC,M65,02:18:38
109,Till,Dave,Skye & Lochalsh RC,M60,02:20:07
110,Watson,Madeleine,Law and District AAC,F,02:20:54
111,Hamilton,Tilly,Carnethy,F,02:20:55
112,Piper,Claire,Highland Hill Runners,F50,02:26:23
113,Wilson,Alison,Highland Hill Runners,F50,02:27:09
114,Fullwood,Andrew,Westerlands CCC,M55,02:29:22
115,Oliver,Jane,Deeside Runners,F60,02:31:48
116,Beveridge,Rebecca,Westerlands CCC,F,02:32:13
117,Arthur,Jack,Unattached,M,02:34:16
118,Higgins,Ailsa,Campbeltown RC,F,02:34:17
119,Foggo,Iain,Lochaber AC,M,02:42:29
120,Blackley,Lisa,Unattached,F40,03:44:17
