FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Espie,James,Deeside Runners,M,00:57:50
2,Fraser,Callum,Lochaber AC,M,00:59:13
3,Thorburn,Ewan,Lochaber AC,M40,01:02:15
4,Dent,Alex,Lochaber AC,M,01:03:19
5,Forrester,Brendan,Unattached,M,01:04:34
6,MacKay,Ryan,Lochaber AC,M,01:06:05
7,Carter,Justin,Cambuslang Harriers,M50,01:06:48
8,Davidson,Gregor,Lochaber AC,M40,01:07:21
9,Drysdale,Simon,Lochaber AC,M,01:07:44
10,MacDonald,Steve,Lochaber AC,M40,01:10:02
11,Everitt,Esther,Unattached,F,01:10:31
12,Cameron,Angus,Lochaber AC,M,01:10:52
13,Leigh,Helen,Highland Hill Runners,F,01:11:55
14,Brown,Steven,Lochaber AC,M,01:12:29
15,Hodgson,Sarah,Carnethy HRC,F,01:13:01
16,Wilson,Ewan,Lochaber AC,M,01:14:55
17,MacDonald,Sarah,Lochaber AC,F,01:16:02
18,Wilson,Stewart,Highland Hill Runners,M50,01:16:22
19,Warlow,Oli,Lochaber AC,M,01:16:23
20,Smith,Alan,Deeside Runners,M60,01:16:33
21,Treasurer,John,Lochaber AC,M,01:17:16
22,Critchfield,Alexander,Unattached,M,01:17:27
23,Kennedy,Ali,Lochaber AC,M60,01:17:39
24,Spinney,Katrina,Lochaber AC,F,01:18:47
25,Bolton,Tony,Northern Fells RC,M60,01:19:07
26,Walter,Lisette,Lochaber AC,F40,01:19:17
27,Munro,Iain,Cairngorm Runners,M,01:19:25
28,MacRae,Olivia,Lochaber AC,F40,01:19:29
29,MacDonald,Kira,Lochaber AC,F,01:20:35
30,Cameron,Fraser,Lochaber AC,M,01:21:02
31,Gowans,Deborah,Todmorden Harriers,F50,01:21:25
32,Munro,David,Lochaber AC,M50,01:21:56
33,Morrison,Jamie,Lochaber AC,M,01:22:18
34,White,Georgia,Lochaber AC,F,01:22:29
35,Mackenzie,Ruth,Deeside Runners,F50,01:22:42
36,Kennedy,Peter,Lochaber AC,M50,01:22:56
37,Pooleman,Ian,Lochaber AC,M,01:23:14
38,Blackhall,Amanda,Lochaber AC,F50,01:23:27
39,Morrison,Greig,Glasgow FrontRunners,M,01:23:45
40,Mcneil,Padraig,Lochaber AC,M,01:24:34
41,Shaw,Richard,Lochaber AC,M50,01:25:21
42,Potter,Sam,Lochaber AC,F,01:25:25
43,Meldrum,Marie,Lochaber AC,F40,01:25:35
44,Grant,Mark,Lochaber AC,M,01:26:11
45,Maclean,Robert,Lochaber AC,M50,01:26:29
46,Forster,Damian,Lochaber AC,M50,01:27:09
47,Daynes,Ed,Lochaber AC,M50,01:27:54
48,Padilla,Monica,Highland Hill Runners,F,01:29:30
49,Campbell,Brian,Lochaber AC,M60,01:29:45
50,MacBeath,Niall,Lochaber AC,M50,01:29:47
51,Hickey,Brian,Cheshire Hill Racers,M60,01:32:32
52,Forster,Nicola,Lochaber AC,F50,01:32:41
53,Britton,Emma,Lochaber AC,F40,01:32:59
54,Duncan,Mairi,Lochaber AC,F,01:34:48
55,Weeks,Rebecca,Lochaber AC,F,01:35:23
56,Wilson,Joan,Lomonds,F60,01:35:47
57,Wathall,Steve,Unattached,M60,01:35:56
58,Macgillivray,Shelley,Lochaber AC,F,01:36:37
59,Bowman,Angus,Lomonds,M60,01:37:13
60,Pooleman,Ailsa,Lochaber AC,F,01:38:32
61,Lynch,Thomas,Lochaber AC,M40,01:39:00
62,Ross,Susan-Jane,Lochaber AC,F50,01:40:00
63,Currie,Alice,Lochaber AC,F,01:41:04
64,Brightwell,Katherine,Lochaber AC,F,01:42:10
65,Douglas,George,Westerlands CCC,M50,01:44:11
66,Macdonald,Martin,Lochaber AC,M40,01:45:24
67,Tunstall,Denise,Durham Fell Runners,F50,01:47:23
68,Easson,Malcolm,Lochaber AC,M50,01:47:25
69,Kirkdale,Brian,Hastings Runners,M60,01:48:48
70,Morgan,Sharyn,Lochaber AC,F50,01:49:24
71,Morton,Frances,Jog Scotland,F,01:49:40
72,Fullwood,Andrew,Westerlands CCC,M50,01:59:16
73,Ness,Joanna,Lochaber AC,F60,02:00:20
74,Howell,Laura,Lochaber AC,F40,02:02:43
75,MacDonald,Ashley,Lochaber AC,F,02:34:45
