FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Yells,John,Lochaber AC,M,00:55:41
2,Fraser,Callum,Lochaber AC,M,00:56:13
3,Williamson,Clyde,Cosmics,M,00:57:50
4,Gilmore,Andrew,Highland HR,M,01:01:04
5,Mackenzie,Fraser,Lochaber AC,M,01:02:12
6,Davidson,Gregor,Lochaber AC,M40,01:02:25
7,Hill,Alex,Lochaber AC,M,01:02:27
8,Dent,Alex,Lochaber AC,M,01:02:59
9,Drysdale,Simon,Lochaber AC,M,01:03:25
10,Bentley,Alfie,Lochaber AC,M,01:04:28
11,Shaw,Ruairidh,Lochaber AC,M,01:06:55
12,Bradley,Matt,Lochaber AC,M,01:07:03
13,Willson,Peter,Lochaber AC,M,01:07:13
14,Cameron,Angus,Lochaber AC,M,01:08:13
15,MacDonald,Steve,Lochaber AC,M40,01:09:29
16,Smith,Alan,Deeside,M60,01:09:50
17,Dodman,Ben,Lochaber AC,M40,01:11:06
18,Wilson,Stewart,Highland HR,M50,01:11:39
19,Fyfe,James,Unattached,M,01:11:52
20,MacKay,Isla,Lochaber AC,F,01:13:51
21,Lamont,Allan,Lochaber AC,M40,01:15:46
22,MacBeath,Niall,Lochaber AC,M50,01:16:16
23,Blackhall,Amanda,Lochaber AC,F50,01:16:49
24,Reid,Don,Westerlands CCC,M60,01:17:39
25,Mackay,Ryan,Lochaber AC,M,01:17:49
26,Williamson,Jason,Cosmics,M50,01:18:31
27,White,Georgia,Lochaber AC,F,01:18:36
28,Martin,Nathan,Lochaber AC,M40,01:18:40
29,Kennedy,Ali,Lochaber AC,M60,01:18:43
30,Disher,Amy,Lochaber AC,F,01:19:40
31,MacKinnon,Barrie,Lochaber AC,M40,01:22:49
32,Taylor,Gordie,Highland HR,M50,01:23:55
33,Halliday,William,Mid Argyll Tri Club,M60,01:24:27
34,Shaw,Lyndsey,Lochaber AC,F40,01:24:32
35,Campbell,Brian,Lochaber AC,M60,01:26:09
36,Daynes,Ed,Lochaber AC,M50,01:26:41
37,Byrne,Sara,Lochaber AC,F50,01:28:03
38,Acheson,Jessica,Unattached,F,01:28:11
39,Robertson,Julia,Lochaber AC,F,01:28:18
40,Fitzpatrick,Pat,Ochil Hill Runners,M70,01:29:13
41,Ross,Susan-Jane,Lochaber AC,F50,01:34:47
42,MacGillivray,Shelley,Lochaber AC,F,01:34:48
43,Douglas,George,Westerlands CCC,M50,01:37:26
44,Wilson,Alison,Highland HR,F50,01:41:15
45,MacDonald,Willie,Lochaber AC,M60,01:41:36
46,Davidson,Debbie,Lochaber AC,F,01:49:04
47,Evans,Ros,Westerlands CCC,F70,01:50:44
48,Kirkdale,Brian,Hastings Runners,M60,01:51:30
49,Pearce,Emma,Lochaber AC,F50,01:58:45
50,MacDonald,Ashley,Lochaber AC,F,02:32:22
51,Reynolds,Debbie,Lochaber AC,F50,02:32:24
