FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Chepelin,Alexander,Carnethy,M,00:31:31
2,Brown,Ewan,Corstorphine AAC,M,00:31:51
3,Espie,James,Deeside Runners,M,00:32:04
4,Lydon,Finn,Carnethy,M,00:32:20
5,Cooper,Kieran,Cambuslang Harriers,M,00:33:09
6,Thornton,Alistair,Howgill Harriers,M,00:33:38
7,Owens,Tom,Shettleston Harriers,M40,00:35:14
8,Otton,Thomas,Carnethy,M,00:35:18
9,Sedman,Eliot,Carnethy,M40,00:35:25
10,Neilson,Philip,Glasgow Uni H&H,M,00:35:33
11,Davis,Andrew,Ochil Hill Runners,M40,00:35:45
12,Cooling,Harry,Howgill Harriers,M,00:36:21
13,McCall,Andrew,Greenock Glenpark H,M,00:36:42
14,Park,Adam,Hartfell HRC,M,00:37:05
15,Brydon,Kevin,Shettleston Harriers,M,00:37:12
16,Cox,Andrew,Moorfoot Runners,M,00:37:22
17,Young,Del,Westerlands CCC,M,00:37:58
18,Rigg,William,Carnethy,M,00:38:15
19,Fraser,Gary,Ochil Hill Runners,M50,00:38:34
20,Cope,David,Howgill Harriers,M,00:38:42
21,Allsop,David,Kirkintilloch Olympians,M40,00:38:45
22,Gallacher,Craig,Westerlands CCC,M,00:38:48
23,Umpleby,Richard,Carnethy,M,00:38:49
24,McLoone,Michael,Greenock Glenpark H,M,00:38:52
25,Butler,Elsie,Howgill Harriers,F,00:38:53
26,Cooper,Richard,Cambuslang Harriers,M50,00:39:40
27,Gardiner,Michael,Lochtayside,M,00:39:40
28,Hogg,Craig,Carnethy,M,00:40:00
29,Breckenridge,William,Shettleston Harriers,M50,00:40:02
30,Mooney,Edel,Ochil Hill Runners,F40,00:40:15
31,Beard,Nathan,Gala Harriers,M40,00:40:26
32,Walsh,Sam,Carnethy,M,00:40:28
33,Johnston,Fergus,Carnethy,M,00:40:38
34,Bassi,Gianni,Ochil Hill Runners,M40,00:41:02
35,Waters,Allan,Westerlands CCC,M,00:41:06
36,Wight,Ally,Hardrock Hoodlums,M40,00:41:07
37,Ashworth,James,Ochil Hill Runners,M50,00:41:09
38,Dickie,Adam,Dumfries RC,M40,00:41:13
39,Wallace,Cameron,Ochil Hill Runners,M,00:41:20
40,Dakin,Pippa,Carnethy,F,00:41:23
41,Normand,Will,Carnethy,M,00:41:39
42,Gilmore,Iain,Carnethy,M,00:41:44
43,Busby,Christopher,Carnethy,M40,00:41:51
44,Smith,Scott,Biggar Cycling Club,M40,00:42:10
45,Duncan,Eric,Highland Hill Runners,M40,00:42:26
46,Henderson,Scott,Westerlands CCC,M40,00:42:35
47,Thomas,Haydn,Carnethy,M,00:42:40
48,Booth,Phil,Unattached,M,00:42:50
49,Glencorse,Colin,Kilmarnock Harriers,M40,00:43:00
50,Gilmore,Neil,Carnethy,M50,00:43:15
