FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Chepelin,Alexander,Carnethy,M,01:16:05
2,Masson,Alistair,Carnethy,M,01:17:13
3,McInally,Ralph,Strathearn Harriers,M,01:25:31
4,Hukins,Ben,PH Racing Club,M40,01:35:29
5,Wright,Andrew,PH Racing Club,M40,01:36:00
6,Wainwright,Sam,Ochil Hill Runners,M,01:36:24
7,Davis,Andrew,Ochil Hill Runners,M40,01:40:58
8,Strachan,Scott,Kinross Road Runners,M40,01:43:09
9,Reily,Alex,Kinross Road Runners,M,01:43:44
10,Anderson,Heather,Fife AC,F40,01:45:46
11,Davis,Adrian,Lomond Hill Runners,M60,01:46:59
12,Mitchell,Rory,Carnethy,M40,01:48:27
13,Ashworth,James,Ochil Hill Runners,M50,01:48:33
14,Shaw,Ruairidh,Lochaber AC,M,01:48:54
15,Allsop,David,Kirkintilloch Olympians,M50,01:48:57
16,MacDonald,Catriona,Bellahouston Road Runners,F,01:49:12
17,Wilson,Craig,Unattached,M,01:49:26
18,Ross,Freya,Falkirk Victoria Harriers,F,01:49:45
19,Stewart,Munro,Dundee Hawkhill ,M,01:49:55
20,Leggate,Bill,Cirencester AC,M40,01:50:00
21,McFadden,Erin,Highland Hill Runners,F,01:50:05
22,Shepherd,Rozy,Carnethy,F,01:50:54
23,Young,Del,Westerlands CCC,M,01:51:15
24,Gillies,Sam,Carnethy,M,01:52:13
25,Roberts,Grant,EK Fitness,M,01:52:40
26,Laycock,Andy,Kinross Road Runners,M50,01:52:49
27,Kerr,Gifford,Tri-Bridges,M60,01:53:56
28,Murray,Chris,Unattached,M50,01:58:27
29,Smith,Bruce,Lomond Hill Runners,M50,01:58:42
30,White,Georgia,Lochaber AC,F,01:59:11
31,Donnelly,John,Ochil Hill Runners,M50,02:00:16
32,Ledingham,Georgia,Corstorphine AAC,F,02:01:20
33,Pryde,Gordon,Lomond Hill Runners,M60,02:01:58
34,Simpson,Iain,Lomond Hill Runners,M40,02:02:08
35,Wilson,Richard,Carnethy,M,02:02:52
36,Kinninmonth,Andrew,PH Racing Club,M40,02:03:13
37,Turner,Dave,Lomond Hill Runners,M50,02:04:44
38,Brown,Paige,Perth Road Runners,F,02:05:30
39,Wilkinson,Owen,Carnethy,M,02:06:14
40,Davie,Kevin,Carnegie Harriers,M40,02:06:33
41,Ward,Ausrine,Kirkintilloch Olympians,F40,02:06:50
42,Callaghan,Garreth,Carnethy,M,02:09:14
43,Garside,Richard,Ochil Hill Runners,M40,02:21:48
44,Farmer,Katherine,Unattached,F40,02:21:48
45,Kennedy,Rachel,Carnethy,F,02:22:22
46,Bartlett,Pat,Interlopers,M50,02:23:33
47,Ritchie,Karen,Kinross Road Runners,F,02:30:35
48,Reynolds,Lesley,Carnegie Harriers,F50,02:31:07
49,Dixon,Chloe,Unattached,F,02:31:47
50,Dunn,Sandy,EK Fitness,M60,02:32:38
51,Kirkpatrick,Elspeth,EK Fitness,F50,02:32:39
52,Murdoch,Mike,Falkland Trail Runners,M40,02:35:57
53,Murray,Kevin,Falkland Trail Runners,M50,02:35:58
54,Munro,Frazer,Kinross Road Runners,M50,02:42:32
55,Rumfeldt,Jessica,Unattached,F50,02:48:45
56,Mailman,Aaron,Unattached,M40,02:50:33
57,Smithard,Phil,Carnegie Harriers,M70,02:53:05
58,Bryson,Sarah,Unattached,F50,03:20:30
