FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Coupar,Alasdair,East Sutherland AC,M,00:30:02
2,Molloy,Stephen,Grammar RC,M,00:30:19
3,Knight,Paul,Metro Aberdeen RC,M40,00:30:27
4,Brookes,Rob,Cosmics,M40,00:31:49
5,Young,Neil,Unattached,M40,00:32:46
6,Morris,Gavin,Newburgh Dunes RC,M,00:35:16
7,Aitken,Graham,Insch TRC,M,00:35:19
8,Omand,Elaine,Cosmics,F,00:35:36
9,Langan,David,Unattached,M40,00:36:13
10,Davidson,Daniel,Unattached,M,00:36:54
11,Wallace,Rod,Forres Harriers,M50,00:37:50
12,Aitken,Joe,Insch TRC,M,00:38:01
13,Lang,Richard,Cosmics,M50,00:38:12
14,Heath,Kevin,Cosmics,M60,00:38:23
15,Cook,Chelsea,Unattached,F,00:38:28
16,Macpherson,Rory,Cosmics,M,00:38:49
17,Hodgkinson,Sarah,Metro Aberdeen RC,F,00:38:51
18,Larmour,Colin,Cosmics,M50,00:38:52
19,Cruickshank,Greig,JSK Running Club,M60,00:39:03
20,McLelland,Drew,JSK Running Club,M40,00:39:42
21,Ingram,Richard,Garioch Roadrunners,M50,00:40:03
22,Kirk,David,Cosmics,M50,00:40:05
23,Ross,Alan,Unattached,M40,00:40:30
24,Lang,John,Unattached,M50,00:41:23
25,Robertson,Hugh,Insch TRC,M40,00:42:19
26,Lornie,Graeme,Cosmics,M50,00:42:34
27,Duncan,David,Ochil Hill Runners,M60,00:42:54
28,Davidson,Mark,Unattached,M50,00:43:09
29,Hamilton,Ian,Cosmics,M60,00:43:12
30,Morren,Brian,Unattached,M50,00:43:20
31,Meghezzi,Stella,Unattached,F,00:43:28
32,Thompson,Laura,Garioch Roadrunners,F,00:43:32
33,Myles,Mark,Cosmics,M40,00:44:28
34,Dick,Alan,Cosmics,M50,00:45:22
35,Oliver,David,Deeside Runners,M60,00:45:40
36,Irvine,Rob,Cosmics,M50,00:45:57
37,Chapman,Andrew,Cosmics,M40,00:46:07
38,Wallace,Donna,Unattached,F50,00:46:12
39,Crawford,Samantha,Garioch Roadrunners,F40,00:46:18
40,Reid,Colin,Unattached,M50,00:47:21
41,Milne,Kevin,JSK Running Club,M40,00:47:24
42,Cormack,Alan,Cosmics,M50,00:48:04
43,Paterson,Rachel,JSK Running Club,F50,00:48:35
44,Anderson,Kerry,JSK Running Club,F40,00:48:36
45,Walker,Angela,Insch TRC,F50,00:50:07
46,Scott,Leanne,Unattached,F,00:50:09
47,Dent,Darlene,Insch TRC,F,00:50:38
48,Oakley,Michele,Jog Scotland Methlick,F40,00:50:55
49,Edward,Nicola,Fit Like Joggers,F,00:51:02
50,Oliver,Jane,Deeside Runners,F60,00:51:13
51,McArthur,Logan,Unattached,M,00:51:48
52,Fyfe,Hannah,Unattached,F,00:52:19
53,Millar,Jan,Insch TRC,F50,00:53:09
54,Taylor,Sue,Cosmics,F60,00:58:04
55,Bryan,Elaine,Insch TRC,F40,01:06:25
56,Collie,Carol,Unattached,F60,01:12:40
