FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Taylor,Lewis,Carnethy,M,00:32:04
2,Barrable,Julian,Corstorphine AAC,M,00:32:20
3,Fraser,Scott,HBT,M,00:32:46
4,Forrester,Brendan,Unattached,M,00:33:58
5,Ferrington,Tom,Corstorphine AAC,M40,00:34:22
6,MacPherson,Chris,Green Runners,M,00:34:38
7,Smith,Aidan,Carnethy,M,00:35:17
8,Bannister,Charlton,Unattached,M,00:35:54
9,Nicholson,James,Carnethy,M,00:36:04
10,Wheeler,Gareth,Carnethy,M,00:36:16
11,McKenna,Bryan,Carnethy,M40,00:36:28
12,Thomas,Haydn,Carnethy,M,00:36:49
13,O'Brien,Christopher,Corstorphine AAC,M40,00:37:30
14,Galpin,Oliver,Cambridge Harriers (NZ),M,00:37:50
15,Menu,Sebastien,Carnethy,M,00:38:04
16,Acheson,Graeme,Unattached,M,00:38:17
17,Stevens,David,Carnethy,M,00:38:33
18,Martin,Kendon,Carnethy,M,00:39:36
19,Valters,Declan,Carnethy,M,00:39:48
20,Priestner,Tom,Carnethy,M,00:40:00
21,Sherman,Ronan,Carnethy,M,00:40:12
22,Thin,Jamie,HBT,M50,00:40:19
23,Skillcorn,Sam,Unattached,M,00:40:22
24,Wilson,David,Carnethy,M40,00:40:32
25,Dakin,Pippa,Carnethy,F,00:40:37
26,Stead,Sam,Carnethy,M,00:40:54
27,Cameron,Gordon,Carnethy,M60,00:41:25
28,MacQueen,Douglas,Carnethy,M40,00:42:58
29,Mills,Isaac,Unattached,M,00:43:14
30,Wright,Cat,Carnethy,F,00:43:48
31,Wilson,Rob,Penicuik Harriers,M50,00:44:00
32,McKiddie,Christopher,Westerlands CCC,M40,00:44:35
33,Wise,Helen,Carnethy,F40,00:44:40
34,Hansen,Max,Carnethy,M,00:44:47
35,Donoghue,James,Unattached,M,00:46:19
36,Johnstone,Terry,ESOC,M50,00:46:32
37,Armstrong,Claire,Unattached,F,00:46:46
38,Sanders,Ross,Unattached,M,00:46:46
39,Weil,Esther,Carnethy,F,00:47:05
40,Smith,Britton,Carnethy,M40,00:47:22
41,Wright,Calum,Unattached,M,00:47:39
42,Bishop,Lee,Unattached,M,00:47:45
43,Tayler,Emyr,Edinburgh Frontrunners,M,00:47:56
44,Whitwell,Martyn,Edinburgh Frontrunners,M40,00:47:59
45,Droop,Stephanie,Carnethy,F,00:50:12
46,Crawford,Sarah,HBT,F,00:50:54
47,Fortune,Carole,Carnethy,F60,00:51:50
48,Chandler,Richard,Carnethy,M60,00:56:26
49,Wain,Oliver,Carnethy,NB,00:57:01
50,Moncrieff,Stuart,Unattached,M,00:57:16
51,Crane,Calvin,Unattached,M60,00:57:48
52,Spenceley,Hilary,Carnethy,F60,00:58:05
53,Thin,Joanne,Carnethy,F50,01:04:14
