FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Pagett,Harris,Strathearn Harriers,MU20,00:25:21
2,Taylor,Rowan,Lasswade AC,MU17,00:25:27
3,Slimon,James,Highland Hill Runners,M,00:26:18
4,Gilmore,Andrew,Highland Hill Runners,M,00:26:33
5,Rollo,Euan,Highland Hill Runners,MU20,00:27:26
6,Baird,Andrew,Ross County AC,MU15,00:27:42
7,Gatherer,Struan,Perth Strathtay Harriers,MU17,00:27:55
8,Anthony,Al,Ochil Hill Runners,M40,00:29:18
9,Grant,Andrew,Strathearn Harriers,MU15,00:29:54
10,Duffy,Callum,Ross County AC,MU15,00:29:59
11,Malcolm,Stuart,Highland Hill Runners,M50,00:30:01
12,Gatherer,Graeme,Highland Hill Runners,M40,00:30:27
13,Adams,Neil,Kingussie,M40,00:30:37
14,Smith,Alan,Deeside Runners,M60,00:31:07
15,Hopkins,Claire,Carnethy,F40,00:31:04
16,Wilson,Stewart,Highland Hill Runners,M50,00:31:53
17,Baille,Ariane,Pitreavie AAC,FU17,00:31:55
18,Mowbray,Freya,Lasswade AC,FU15,00:32:31
19,Meek,Katie,Inverness Harriers,FU17,00:32:47
20,Currie,Alice,Lochaber AC,F,00:32:59
21,MacBeath,Niall,Lochaber AC,M50,00:34:51
22,Oakes,Emily,Kingussie,F,00:34:51
23,McIntyre,Kenny,Lochaber AC,M60,00:35:11
24,Matthewson,Alastair,Highland Hill Runners,M50,00:36:08
25,Slimon,Katie,Highland Hill Runners,FU20,00:36:09
26,Bell,Patrick,Kingussie,M40,00:37:09
27,Gatherer,Lynn,Highland Hill Runners,F40,00:37:04
28,Duncan,David,Ochil Hill Runners,M60,00:38:22
29,Walmsley,Dan,Highland Hill Runners,M40,00:39:17
30,Watson,Helen,Drumguish TT,F40,00:39:32
31,Donghi,Enrico,Newtonmore,M,00:39:36
32,Bell,Sharon,Highland Hill Runners,F50,00:39:55
33,Ali,Shahjahan,Drumguish TT,M40,00:40:47
34,Gatherer,Mairi,Perth Strathtay Harriers,FU15,00:40:48
35,Wilson,Alison,Highland Hill Runners,F50,00:41:18
36,MacGillivray,Shelley,Lochaber AC,F,00:41:04
37,Walker,Tom,Drumguish TT,M40,00:43:57
38,Stewart,Helen,Newtonmore,F,00:45:37
39,Stewart,Kirsty,Bellahouston Harriers,F40,00:47:46
40,Mitchell,Hannah,Drumguish TT,F,00:49:49
