FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Slimon,James,Highland HR,M19,00:26:42
2,Pagett,Harris,Strathearn Harriers,M16,00:26:48
3,Anthony,Alasdair,Ochils,M40,00:26:53
4,Taylor,Rowan,Lasswade AC,J14,00:27:45
5,Rollo,Evan,Inverness Harriers,J14,00:28:12
6,Oates,Calum,Shettleston Harriers,M32,00:28:18
7,Field,Zico,Gala Harriers,J14,00:29:07
8,Thelier,Chris,Highland HR,M27,00:29:42
9,Baird,Andrew,Ross County ,J13,00:31:05
10,Thom,Caiden,Metro Aberdeen,J16,00:31:10
11,Malcolm,Stuart,Highland HR,M53,00:31:22
12,Gardner,Peter,HBT,M36,00:31:24
13,Bentley,Alfie,Lochaber AC,M27,00:31:28
14,Griffiths,Bruce,Unattached,M29,00:32:39
15,Quirke,Martin,HBT,M43,00:32:47
16,Wilson,Stuart,Highland HR,M54,00:32:57
17,Slimon,Katy,Highland HR,J16,00:33:22
18,Jennings,Richard,Unattached,M46,00:35:00
19,McIntyre,Kenny,Lochaber AC,M59,00:35:11
20,Jamieson,Alex,Cuillin Dubh RC,M16,00:35:22
21,Matthewson,Alastair,Highland HR,M56,00:36:16
22,Baille,Ariane,Pitreavie AAC,F14,00:36:20
23,Tomaszewski,Rafal,Unattached,M42,00:36:50
24,Irvine,Hamish,Highland HR,M57,00:37:40
25,Jamieson,David,Cuillin Dubh RC,M56,00:37:45
26,Anderson,Laurie,Lomonds,M62,00:38:02
27,Walmsley,Harris,Inverness Harriers,M14,00:38:24
28,Dunlop,Alex,Central AC,M14,00:40:44
29,Webster,Rod,Highland HR,M59,00:42:11
30,Bell,Patrick,Unattached,M45,00:43:10
31,Donghi,Enrico,Unattached,M38,00:43:32
32,Wilson,Alison,Highland HR,F50,00:44:36
33,Chestnutt,Emma,Unattached,F24,00:46:28
34,Robson,John,Hartfell HR,M65,00:52:57
