FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Wilkinson,Marc,Lauderdale Limpers,M  ,00:46:22
2,Wright,Andrew,PH Racing,M40,00:46:51
3,Donnelly,Colin,Unattached,M60,00:49:39
4,Cox,Andrew,Moorfoot,M40,00:49:57
5,Stewart,Iain,Gala Harriers,M40,00:50:43
6,Painting,Andy,Gala Harriers,M  ,00:53:19
7,Chisholm,Martin,Unattached,M  ,00:54:06
8,Coombs,Kirsty,Deeside Runners,F  ,00:55:43
9,Wilson,Rob,Penicuik,M50,00:55:44
10,Murray,Keith,Teviotdale,M50,00:56:02
11,Bethune,Iain,Unattached,M  ,00:56:11
12,McCall,Tim,Norham,M60,00:56:38
13,Connor,Richy,Unattached,M40,00:57:05
14,Goodson,Laura,Belgrave Harriers,F  ,00:57:53
15,Ridley,Susan,Edinburgh AC,F50,00:58:05
16,Moss,Carol,Moorfoot,F50,00:59:17
17,Irving,Roger,Hartfell H R,M60,01:00:37
18,Marshall,Marie,Queensberry RC,F40,01:00:41
19,Holland,Lee,Carnegie Harriers,M50,01:01:02
20,Lackenby,Holly,Norham,F  ,01:01:13
21,Baxter,Angus,Lauderdale Limpers,M40,01:01:53
22,Yeomans,Tommy,Unattached,M50,01:02:18
23,Haines,Chloe ,Corstorphine,F  ,01:02:31
24,Turnbull,Neil,Norham,M50,01:02:59
25,Lackenby,Scott,Norham,M  ,01:03:02
26,Wright,Jade,Edinburgh Tri,F  ,01:04:15
27,Summerfield,Chloe,Lauderdale Limpers,F  ,01:04:41
28,Dilasser,Grant,Gala Harriers,M  ,01:05:37
29,Duncan,David ,Ochil Hill Runners,M60,01:07:30
30,Holt,Martin,Moorfoot,M50,01:08:07
31,Sutherland,Graeme,Lauderdale Limpers,M60,01:09:30
32,Wilson,Daniel,Unattached,M  ,01:10:22
33,Bethune,Julie,Unattached,F40,01:11:01
34,Munro,Ian,Moorfoot,M60,01:11:05
35,Donald,Calum,Unattached,M40,01:11:05
36,Lockie,Paul,Teviotdale,M50,01:11:23
37,Mcaleese,Rachel,Lauderdale Limpers,F  ,01:11:35
38,Richard,Jocelyn,Gala Harriers,F60,01:11:56
39,Grant,Dawn,Gala Harriers,F50,01:12:46
40,Black,Stuart,Queensberry RC,M  ,01:13:23
41,Miller,James ,Unattached,M50,01:14:28
42,Godfrey,Kevin,Lothian RC,M50,01:16:26
43,Creighton,Alan,Queensberry RC,M60,01:17:19
44,Kyle,Lorraine,Unattached,F40,01:18:09
45,Coltman,Alan,Teviotdale,M50,01:19:14
46,Macewen,Alex,Edinburgh AC,M60,01:20:30
47,Hopper,Louise ,Queensberry RC,F60,01:22:28
48,Hanlon,Lynsey,Queensberry RC,F40,01:22:28
49,Cunningham,Ray,Galavanters,M70,01:29:03
50,Hastings,Ron,Teviotdale,M60,01:29:52
51,Jackson,Katy,Selkirk Striders,F50,01:30:33
52,Gass,Wendy,Queensberry RC,F50,01:33:10
53,Cameron,Alan,Queensberry RC,M50,01:34:17
54,Cameron,Linda,Queensberry RC,F50,01:34:17
