FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Cox,Andrew,Moorfoot Runners,M,00:22:18
2,Marshall,Brian,Haddington Running Club,M50,00:23:01
3,Lavin,Daniel,Moorfoot Runners,M,00:23:08
4,Davidson,Gregor,Lochaber Athletic Club,M40,00:24:44
5,Karpowicz,Marcin,Portobello Running Club,M,00:25:56
6,Wilson,Malcolm,Westerlands CCC,M,00:25:57
7,Ball,Duncan,Penicuik Harriers,M60,00:26:16
8,Wilson,Rob,Penicuik Harriers,M50,00:26:40
9,Brodie,Stuart,Ochil Hill Runners,M40,00:27:08
10,Weir,Jonathon,Unattached,M40,00:28:36
11,Wheeler,Mark,Hamilton Harriers,M40,00:28:45
12,Reid,Don,Westerlands CCC,M60,00:28:47
13,Jenkins,Kate,Gala Harriers,F40,00:28:51
14,Gorgas,Steffen,Westerlands CCC,M50,00:30:15
15,MacLeod,Murdo,Westerlands CCC,M70,00:31:19
16,Myatt,Rona,Westerlands CCC,F,00:31:55
17,Pryde,Gordon,Lomond Hill Runners,M60,00:32:53
18,Blackley,Lisa,Unattached,F40,00:33:05
19,Howie,Brian,Carnethy HRC,M70,00:35:33
20,Mulholland,Arthur,East Kilbride AC,M50,00:36:33
21,Wall,Dick,HBT,A60,00:52:54
22,McPherson,Hugh,Tinto Hill Runners,M70,00:56:25
