FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Douglas,Andrew,Inverclyde AC,M,00:36:30
2,Abernethy,Rory,Ochil Hill Runners,M,00:37:29
3,Wright,Angus,Team East Lothian AC,MU20,00:39:48
4,Freshwater,Craig,HBT,M40,00:45:05
5,Bonnyman,Brian,Westerlands CCC,M50,00:45:40
6,Stewart,Munro,Dundee Hawkhill ,M,00:46:18
7,Duncan,Eric,Highland Hill Runners,M50,00:46:57
8,Wheeler,Mark,Hamilton Harriers,M40,00:47:35
9,McInally,Hanna,Strathern Harriers,F,00:50:19
10,Worsley,Steven,Highland Hill Runners,M60,00:52:59
11,Wright,Megan,HBT,F40,00:53:00
12,Gibson,Innes,Edinburgh RC,M60,00:55:19
13,Matthews,Catherine,Dundee Hawkhill ,F50,00:55:46
14,Clark,Lesley,Unattached,F40,00:56:16
15,Janowski,Krzysztof,Unattached,M,00:57:08
16,Clark,David,Unattached,M50,00:57:38
17,Dales,Mike,Perth RR,M60,00:59:12
18,Blain,Benjamin,Unattached,M50,01:00:49
19,Macdonald,Martin,Lochaber AC,M40,01:02:04
20,Arthur,Derek,Dundee RR,M40,01:02:53
21,Duncan,David,Ochil Hill Runners,M60,01:03:33
22,Manson,Fiona,Perth RR,F50,01:04:07
23,Irving,John,Dundee RR,M50,01:06:45
24,Fraser,Ronald,Dundee RR,M60,01:11:45
