FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Hastings,Alex,Lauderdale Limpers,M,00:33:55
2,McKinnon,Douglas,Corstorphine AAC,M,00:35:17
3,Welsh,Irvine,Gala Harriers,M,00:35:25
4,Ronaldson,Bruce,Spark RC,M,00:35:47
5,Donnelly,Colin,Cambuslang Harriers,M,00:36:03
6,Kerr,Gregor,Lauderdale Limpers,M,00:36:07
7,Harradine,Greg,Unattached,M,00:36:19
8,Stewart,Iain,Gala Harriers,M,00:36:24
9,Paterson,Isla,Gala Harriers,F,00:37:25
10,Marshall,Brian,Haddington RC,M,00:37:49
11,Cox,Andrew,Moorfoot Runners,M,00:37:55
12,Andy,Painting,Gala Harriers,M,00:38:09
13,Williams,Pavi,Unattached,M,00:38:51
14,Williams,Colin,Moorfoot Runners,M,00:39:17
15,Barden,Katy,Gala Harriers,F,00:39:45
16,Parry,Leahn,Lauderdale Limpers,M,00:40:56
17,Dick,Iain,Lauderdale Limpers,M,00:41:22
18,Munro,Cameron,Unattached,M,00:41:31
19,Rowe,Dan,Unattached,M,00:42:00
20,Scott,Darren,Gala Harriers,M,00:42:18
21,McKiddie,Christopher,Westerlands CCC,M,00:43:03
22,Yeomans,Tommy,Unattached,M,00:43:18
23,Gunn,David,Unattached,M,00:44:02
24,Dijkman,Naomi,Lauderdale Limpers,F,00:44:54
25,Murton,Rosie,Portobello RC,F,00:45:15
26,Baxter,Angus,Jogearlston,M,00:45:25
27,Murray,Craig,Unattached,M,00:45:27
28,Runciman,Ronan,Lauderdale Limpers,M,00:45:46
29,McPartland,Frank,Haddington RC,M,00:46:02
30,Polock,Gareth,Unattached,M,00:46:25
31,Laydon,Samuel,Moorfoot Runners,M,00:46:29
32,Thomson,Jill,Lauderdale Limpers,F,00:46:52
33,Plint,Sarah,Lauderdale Limpers,F,00:47:18
34,Purves,James,Gala Harriers,M,00:47:39
35,Lunn,Gillian,Gala Harriers,F,00:47:50
36,Pate,Lori,Unattached,F,00:47:55
37,Hunter,David,Gala Harriers,M,00:47:59
38,Nightingale,David,Gala Harriers,M,00:49:07
39,Comins,Kate,Unattached,F,00:49:58
40,Runciman,George,Lauderdale Limpers,M,00:50:18
41,Sutherland,Graeme,Lauderdale Limpers,M,00:50:20
42,Mullen,Daniel,Unattached,M,00:50:29
43,Farquhar,Peter,Unattached,M,00:50:54
44,Munro,Ian,Unattached,M,00:51:02
45,Keefe,Caroline,Unattached,F,00:51:26
46,Bain,Kerry,Jogearlston,F,00:51:29
47,Nelson,Katie,Jogearlston,F,00:52:04
48,Nicol,Eileen,Gala Harriers,F,00:52:27
49,Lothian,Sarah,Unattached,F,00:53:17
50,Aitchison,Steve,Lauderdale Limpers,M,00:53:36
51,McGregor,Paul,Unattached,M,00:54:41
52,Hendry,Charlotte,Gala Harriers,F,00:55:09
53,Oliver,Dylan,Unattached,M,00:55:42
54,Wilson,Alison,Lauderdale Limpers,F,00:57:08
55,Jackson,Andrew,Gala Harriers,M,00:57:27
56,Bain,Lynne,Sharp Shufflers,F,00:59:47
57,Donald,Calum,Lauderdale Limpers,M,01:00:39
58,Lillico,Anne,Lauderdale Limpers,F,01:00:58
59,Graham,Jillyan,Lauderdale Limpers,F,01:01:21
60,Donald,Neilsen,Unattached,M,01:01:39
61,Archibald,Gillian,Gala Harriers,F,01:01:58
62,Scott,Sarah,Gala Harriers,F,01:03:58
63,King,Shelagh,Gala Harriers,F,01:04:18
64,Ponton,Louise,Gala Harriers,F,01:04:40
65,McAleese,Rachel,Gala Harriers,F,01:08:36
66,Purves,Anne,Gala Harriers,F,01:11:15
67,Biggar,Andrew,Unattached,M,01:18:41
