FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Waldie,James,Perth Road Runners,M,00:30:02
2,Pringle,Stuart,Deeside,M40,00:33:10
3,Andrew,Stephen,Perth Road Runners,M,00:34:55
4,Harris,Mark,Fife AC,M50,00:35:24
5,Matthews,Steve,Dundee Hawkhill,M50,00:35:33
6,Collins,Elliot,Perth Road Runners,M,00:36:17
7,Thurlbeck,David,Unattahced,M,00:36:42
8,Gough,Nick,Strathearn Harriers,M,00:36:55
9,Clarke,Dave,Falkland TR,M40,00:37:25
10,Wheeler,Mark,Hamilton,M40,00:37:40
11,Davis,Adrian,Lomond HR,M50,00:37:42
12,Dickson,Stephen,Fife AC,M40,00:37:52
13,Sheridan,Bob,Deeside,M50,00:38:32
14,Cowan,David,Fife AC,M50,00:38:47
15,Murray,Kevin,Falkland TR,M50,00:39:07
16,Treasure,Tom,Mercia,M,00:39:23
17,Thurlbeck,Ian,Westerlands CCC,M50,00:39:52
18,Templeman,Simon,Ochil HR,M50,00:40:08
19,Stewart,Craig,Forfar RR,M50,00:41:02
20,Gathere,Lynn,Perth Road Runners,F40,00:41:08
21,Thompson,Fabienne,Perth Road Runners,F50,00:41:12
22,Simpson,Iain,Lomond HR,M50,00:41:25
23,Hamilton,Erin,Perth Road Runners,F50,00:42:07
24,Aikman,Lisa,Perth Road Runners,F,00:42:11
25,Gallagher,Andy,Strathearn Harriers,M60,00:42:14
26,Duncan,David,Ochil HR,M60,00:42:33
27,Glen,Ronnie,Perth Road Runners,M50,00:42:41
28,Woodhead,Charles,Perth Road Runners,M50,00:42:49
29,Cessford,Lee,Falkland TR,M40,00:42:55
30,Entwistle,Marie,Deeside,F40,00:43:02
31,Mason,Liam,Falkland TR,M,00:44:28
32,Funnell,Kevin,Falkland TR,M40,00:44:42
33,Ritchie,Hilary,Fife AC,F50,00:44:47
34,Watson,Nicola,Strathearn Harriers,F50,00:45:04
35,Keenan,Jimmy,Forfar RR,M60,00:45:53
36,Haddow,Carolyn,Falkland TR,F50,00:46:15
37,Neillands,Stuart,Strathearn Harriers,M50,00:46:20
38,Watson,Graeme,Forfar RR,M60,00:46:56
39,Dales,Mike,Perth Road Runners,M60,00:47:01
40,Creechan,Michael,Falkland TR,M60,00:48:46
41,Manson,Fiona,Perth Road Runners,F50,00:49:03
42,Scott,Jocelyn,Fife AC,F60,00:51:21
43,Milne,Elizabeth,Forfar RR,F50,00:51:28
44,Milne,Rob,Forfar RR,M60,00:52:46
45,Alcock,Jude,Falkland TR,F60,01:01:20
46,Jones,Sve,Perth Road Runners,F50,01:02:29
47,Smitham,Phil,Carnegie Harriers,M60,01:02:53
48,Spence,Karen,Falkland TR,F50,01:04:58
49,Gardener,Sandra,Falkland TR,F50,01:05:18
