FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Crowe,Jamie,Central AC,M,00:26:59
2,Elder,David,Unattached,M,00:30:15
3,Gatherer,Struan,Perth Strathtay Harriers,M,00:32:04
4,Gavine,Donald,Dundee Hawkhill,M40,00:32:54
5,Brown,Graeme,Highland Hill Runners,M40,00:34:03
6,Clarke,Daniel,Ochill Hill Runners,M40,00:37:14
7,Jameson,Joel,Unattached,M40,00:38:11
8,Roberts,Morris,Strathearn Harriers,M,00:38:50
9,Farmer,Greig,Perth Road Runners,M40,00:38:52
10,Cairns,Kenny,Perth Road Runners,M40,00:39:17
11,Cowan,David,Lomond Hill Runners,M60,00:39:28
12,Murray,Kevin,Falkland TR ,M50,00:39:58
13,Bowman,Clive,Perth Road Runners,M50,00:40:16
14,Brown,Paige,Perth Road Runners,F,00:40:29
15,Jarvis,James,HBT,M50,00:41:19
16,Young,George,Falkland TR ,M40,00:41:24
17,Johnson,Mark,Metro Aberdeen,M60,00:41:28
18,Gallagher,Andy,Strathearn Harriers,M60,00:41:44
19,Crawford,Mark,Perth Road Runners,M50,00:41:48
20,Stevenson,Tyler,Lomond Hill Runners,M,00:43:13
21,McCunnell,Jim,Strathearn Harriers,M60,00:43:23
22,Ritchie,Hilary,Fife AC,F60,00:43:42
23,Woodhead,Charles,Perth Road Runners,M50,00:43:51
24,Miller,Andy,Lomond Hill Runners,M40,00:43:58
25,McConnell,Michael,Perth Road Runners,M,00:44:37
26,Watson,Nicola,Strathearn Harriers,F50,00:44:46
27,Gallacher,Rachel,Strathearn Harriers,F50,00:46:01
28,Mason,Liam,Falkland TR ,M40,00:46:59
29,Dales,Mike,Perth Road Runners,M60,00:46:59
30,Manson,Fiona,Perth Road Runners,F50,00:47:47
31,Pease,David,Falkland TR ,M50,00:48:11
32,McClelland,Tony,Strathearn Harriers,M50,00:48:17
33,Fraser,Ron,Dundee RR,M60,00:49:25
34,Clark,Sarah,Forfar Road Runners,F40,00:49:50
35,Milne,Liz,Forfar Road Runners,F50,00:52:05
36,Mcadam,Pauline,Falkland TR ,F60,00:54:55
37,Davidson,Stewart,Fife AC,M70,01:05:05
