FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Cooper,Kieran,Carnethy HRC,M,01:14:31
2,Dry,Dan,Shettleston Harriers,M,01:18:26
3,Campbell,Alasdair,Cambuslang Harriers,M,01:19:35
4,Pulham,Harry,Shettleston Harriers,M,01:19:37
5,Symonds,Joe,Shettleston Harriers,M40,01:21:41
6,Wilkinson,Marc,Lauderdale Limpers ,M,01:22:49
7,Halsall,Steve,Shettleston Harriers,M,01:23:14
8,Malcolm,Gregor,Ochil Hill Runners,M,01:23:48
9,Quinn,Adam,Westerlands CCC,M,01:23:51
10,Phillips,George,Westerlands CCC,M,01:25:21
11,Feltbower,Steve,Ochil Hill Runners,M40,01:27:16
12,Pender,Iain,Shettleston Harriers,M,01:27:20
13,Park,Luke,Hartfell HRC,M,01:27:42
14,Chebbout,Ryad,Shettleston Harriers,M,01:30:40
15,Carter,Justin,Cambuslang Harriers,M50,01:32:53
16,Hepburn,David,Unattached,M,01:33:00
17,Horne,Arran,Westerlands CCC,M,01:33:52
18,Hurst,Kyle,Bearbrook Running & Tri Club,M,01:37:27
19,Foreman,Ella,Westerlands CCC,F,01:37:37
20,Shields,Andrew,Shettleston Harriers,M,01:37:42
21,Macphail,CJ,Shettleston Harriers,F,01:38:18
22,Cruickshanks,Ross,Shettleston Harriers,M,01:38:22
23,Hodgson,Sarah,Carnethy HRC,F,01:38:43
24,McCloskey,Terry,Dumfries RC,M,01:39:21
25,Downs,Ellen,Westerlands CCC,F,01:39:28
26,Cooper,Richard,Cambuslang Harriers,M50,01:39:31
27,O'neill,Owen,Westerlands CCC,M40,01:40:45
28,Anderson,Adam,Hartfell HRC,M55,01:41:22
29,Davis,Adrian,Lomonds,M60,01:43:56
30,Wilson,Rob,Penicuik Harriers,M50,01:44:12
31,Ashworth,James,Ochil Hill Runners,M50,01:44:55
32,Williams,Dominic,Dundee RR,M,01:45:05
33,Smith,Alan ,Deeside Runners,M60,01:45:57
34,Ferguson,Craig,Kilmarnock Harriers,M,01:46:03
35,Roper,Marc,Westerlands CCC,M60,01:46:11
36,Wight,Ally,Hartfell HRC,M40,01:48:07
37,Collins,Ian,Westerlands CCC,M40,01:49:15
38,Tullie,John,Teviotdale Harriers,M65,01:49:35
39,Spinks,Nicky,Dark Peak ,F55,01:49:51
40,Thomas,Jamie,Dunbar AC,M40,01:50:06
41,Mayers,James,Musselburgh ,M60,01:50:47
42,McInally,Hanna,Strathearn Harriers,F,01:51:10
43,Murphy,Craig,Girvan Harriers,M55,01:52:25
44,Callender,James,Westerlands CCC,M,01:54:10
45,Reid,Don,Westerlands CCC,M65,01:54:59
46,McCabe,John,Troon Tortoises,M55,01:56:22
47,Templeman,Simon,Ochil Hill Runners,M50,01:57:05
48,Henderson,Scott,Westerlands CCC,M40,01:58:25
49,Malcolmson,Craig,Hartfell HRC,M55,01:58:29
50,Anderson,Micky,Westerlands CCC,M60,01:58:41
51,Turner,Dave,Lomonds,M50,02:00:07
52,Hughes,Dominic,Dundee RR,M,02:02:12
53,Irving,Roger,Hartfell HRC,M60,02:02:28
54,Lord,Richard,Unattached,M40,02:04:53
55,Hellam,Lorna,Hartfell HRC,F,02:05:08
56,Goodger,Michael,Westerlands CCC,M,02:06:03
57,Peters,Ella,Westerlands CCC,F,02:06:04
58,Fraser,Alasdair,Unattached,M,02:06:06
59,Somerville,Misha,Unattached,M40,02:06:41
60,Donnelly,John,Westerlands CCC,M55,02:13:02
61,Ritchie,Hilary,Fife AC,F60,02:13:54
62,Pugh,Roderick,Kilmarnock Harriers,M65,02:14:22
63,Mangan,Clodagh,Westerlands CCC,F,02:16:04
64,Bygrave,Keith,Galloway Harriers,M40,02:17:34
65,Bygrave,Nicole,Galloway Harriers,F40,02:17:35
66,Clark ,Daniel,Ochil Hill Runners,M40,02:19:15
67,Howie,Brian,Carnethy HRC,M70,02:20:10
68,Purves,Denise,Lomonds,F50,02:21:16
69,Park,Archibald,Hartfell HRC,M60,02:21:39
70,Sandhu,Kal,Westerlands CCC,M,02:22:22
71,Ingram,Claire,Hartfell HRC,F40,02:23:16
72,Shelley,Edward,Unattached,M,02:23:17
73,Oliver,David,Deeside Runners,M60,02:28:54
74,Lockie,Paul,Teviotdale Harriers,M55,02:28:55
75,Ross,Gary,Unattached,M,02:30:26
76,Gilligan,Amy,Dundee RR,F,02:30:41
77,Lessells,Tony,Lomonds,M40,02:32:07
78,Till,Dave,Skye and Lochalsh ,M60,02:34:12
79,Paterson,Ian,Cairnsmore Milemunchers,M50,02:35:18
80,Scott,David,Ochil Hill Runners,M65,02:42:49
81,Oliver,Jane,Deeside Runners,F60,02:43:42
82,Richards,Kate,Unattached,F,02:44:26
83,Smith,Harry,Tinto Hill Runners,M60,02:46:31
84,Grainger,Moira,Fife AC,F60,02:50:41
