FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Wilson,Euan,Insch TRC,M,00:45:05
2,Adams,Scott,Metro Aberdeen,M,00:45:45
3,Henry,Peter,Deeside Runners,M,00:46:21
4,Harper,Kev,Deeside Runners,M40,00:46:26
5,Torrance,Peter,Unattached,M40,00:46:43
6,Wallis,Sally,Deeside Runners,F40,00:48:48
7,Barrie,Adam,MAROC,M16,00:49:22
8,Bloomfield,Harry,Unattached,M,00:50:01
9,Cooper,Meryl,Deeside Runners,F,00:50:08
10,Wallis,Dirk,Deeside Runners,M40,00:50:10
11,Irvine,Clara-Jane,Unattached,F,00:50:14
12,McFadzean,Peter,Deeside Runners,M40,00:50:28
13,Soper,Chris,Garioch Roadrunners,M,00:51:26
14,Fulton,David,Unattached,M,00:52:22
15,Junor,Martin,Unattached,M40,00:52:38
16,Sheridan,Bob,Deeside Runners,M50,00:52:47
17,Campbell,Iain,Deeside Runners,M,00:53:05
18,Pritchett,Martin,Deeside Runners,M50,00:53:23
19,Torrance,John,Unattached,M,00:54:09
20,Henderson,Richard,Deeside Runners,M,00:54:28
21,Samphier,Pippa,Metro Aberdeen,F,00:56:08
22,Savege,Jim,Deeside Runners,M50,00:56:12
23,Campbell,Eilidh,Deeside Runners,F,00:56:56
24,Cruickshank,Greig,JSK Running Club,M60,00:58:05
25,Harris,Greg,Unattached,M40,00:58:24
26,Newman,Miles,Deeside Runners,M50,00:58:58
27,Ritchie,Charlie,Deeside Runners,M60,00:59:14
28,Ingram,Richard,Cosmic Hillbashers,M50,00:59:26
29,Robertson,Hugh,Insch TRC,M40,01:00:00
30,Entwistle,Marie,Deeside Runners,F40,01:00:33
31,Hamilton,Ian,Cosmic Hillbashers,M60,01:01:19
32,Whyte,Jo,Garioch Roadrunners,F40,01:02:14
33,Redgwell,Nicola,Garioch Roadrunners,F50,01:05:07
34,Gwynne,Paul,Unattached,M40,01:10:35
35,Oliver,Jane,Deeside Runners,F60,01:10:55
36,Reid,Colin,Unattached,M50,01:11:41
37,Adams,Lewis,Insch TRC,M,01:13:19
38,Barrie,Sue ,MAROC,F50,01:15:55
39,Paterson,Rachel,JSK Running Club,F50,01:16:05
