FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Callan,Thomas,Westerlands CCC,M,00:31:29
2,Stewart,Gregor,Westerlands CCC,M,00:31:39
3,Pulham,Harry,Shettleston Harriers,M,00:31:39
4,van Dijk,Benjamin,Ochil Hill Runners,M,00:32:06
5,Downey,Jonathon,Kilmarnock Harriers,MU18,00:32:49
6,Wainwright,Sam,Ochil Hill Runners,M,00:33:09
7,Feltbower,Steve,Ochil Hill Runners,M40,00:33:58
8,Stables,Alastair,Giffnock North AC,M,00:34:16
9,McCall,Andrew,Greenock Glenpark Harriers,M,00:34:57
10,Fraser,Gary,Ochil Hill Runners,M50,00:35:14
11,Gard-Storry,Bobby,Ochil Hill Runners,M,00:35:18
12,McAlinden,Niall,Westerlands CCC,M,00:35:34
13,Henderson,Scott,Westerlands CCC,M40,00:35:46
14,Anderson,Adam,Hartfell Hill Runners,M50,00:36:33
15,Finch,Tom,Westerlands CCC,M,00:37:02
16,MacInnes,Alasdair,Westerlands CCC,M,00:37:24
17,Ashworth,James,Ochil Hill Runners,M50,00:37:24
18,Lorimer,Ryan,Unattached,M,00:37:24
19,Poulter,Alwyn,Westerlands CCC,M,00:37:27
20,Downs,Ellen,Westerlands CCC,F,00:38:22
21,Butler,Chris,Westerlands CCC,M,00:38:28
22,Harkin,Richie,Unattached,M,00:38:42
23,Wheeler,Mark,Hamilton Harriers,M40,00:38:43
24,Anderson,Micky,Unattached,M55,00:38:48
25,Lorimer,Chris,Unattached,M40,00:38:58
26,Riggans,Liam,Carnethy ,M,00:38:59
27,Hellam,Lorna,Hartfell Hill Runners,F,00:39:16
28,Brodie,Stuart,Ochil Hill Runners,M40,00:39:17
29,Mahoney,Luke,Westerlands CCC,M,00:39:33
30,Williams,Daniel,Westerlands CCC,M,00:39:43
31,shaw,lee,Bellahouston Harriers,M,00:39:43
32,Brown,Jennifer,Unattached,F,00:40:36
33,Theaker,Damien,Westerlands CCC,M60,00:41:22
34,Horodyski,Piotr,TKKF Kolejarz Bydgoszcz,M,00:41:56
35,Anderson,Colin,Kilmarnock Harriers,M,00:42:33
36,McGinn,Jason,Unattached,M,00:42:41
37,Findlay,Scott,Unattached,M,00:42:45
38,Foreman,Ella,Unattached,F,00:42:47
39,Cauldwell,Mark,Ayr Seaforth AC,M50,00:42:55
40,McGreevy,Paul,Unattached,M50,00:43:08
41,Rowan,David,Unattached,M40,00:43:14
42,Connell,Lyle,Unattached,M,00:43:16
43,Stuart,Meg,Westerlands CCC,F,00:43:22
44,Lafferty,Suzanne,Unattached,F40,00:43:22
45,Corson,Michael,Kilmarnock Harriers,M60,00:43:38
46,Pugh,Roderick,Kilmarnock Harriers,M65,00:43:48
47,McCabe,John,Troon Tortoises AC,M55,00:44:02
48,Jones,James,Unattached,M,00:44:11
49,Stewart,Alister,Tinto Hill Runners,M50,00:44:22
50,Nimmo,Jake,Unattached,M,00:44:24
51,Gilmour,Craig,Unattached,M50,00:44:42
52,Brohan,Nathalie,Cambuslang Harriers,F40,00:44:44
53,Mahoney,Lorna,Westerlands CCC,F55,00:44:50
54,Mulholland,Arthur,East Kilbride AC,M55,00:45:13
55,Stewart,Mark,Unattached,M40,00:45:59
56,Dawson,Nicola,Westerlands CCC,F40,00:46:01
57,Furse,Chris,Westerlands CCC,M50,00:46:11
58,Murray,Christopher,Unattached,M,00:46:25
59,Strachan,Graeme,Unattached,M,00:46:28
60,Morrison,Scott,Unattached,M55,00:46:28
61,Wilson,David,Unattached,M,00:46:32
62,Waterston,David,Unattached,M,00:46:33
63,Blackley,Lisa,Unattached,F40,00:46:39
64,Muir,Stuart,Ayrshire Trail Runners,M40,00:46:46
65,Boyer,Alistair,Westerlands CCC,M40,00:47:03
66,Cunningham,Kerry,Westerlands CCC,F,00:47:33
67,von Hof,Emma,Ayrodynamic Tri Club,F,00:47:42
68,McLarnon,Gordon,Unattached,M,00:47:51
69,Rosinski,Michal,UKS TC & Motherwell,M,00:48:32
70,Butler,Thomas,Ochil Hill Runners,M55,00:49:06
71,Ashworth,Collette,Ochil Hill Runners,F40,00:49:19
72,Munro,Lynsey,Westerlands CCC,F40,00:49:54
73,Stevenson,John,Ochil Hill Runners,M60,00:50:07
74,McEwan,Craig,Unattached,M,00:50:13
75,Watson,Kevin,Unattached,M40,00:51:21
76,Brunton,Paul,Unattached,M40,00:51:29
77,Fitzpatrick,Pat,Ochil Hill Runners,M70,00:52:03
78,Gates,Dan,Westerlands CCC,M40,00:52:52
79,Smith,Harry,Tinto Hill Runners,M55,00:54:03
80,Southgate,Claire,Unattached,F,00:54:06
81,McGreevy,Kay,Unattached,F55,00:54:56
82,Findlay,Stewart,Unattached,M,00:55:12
83,Noble,Anne,Troon Tortoises AC,F60,00:57:12
84,Jones,Patrick,Unattached,M50,00:57:35
85,Fullwood,Andrew,Westerlands CCC,M55,00:57:50
86,Williams,Melissa,Westerlands CCC,F,01:02:28
87,Roberson,Destany,Unattached,F,01:04:38
88,Bourne,Robin,Kilmarnock Harriers,M40,01:07:52
89,Baird,Scott,Unattached,M40,01:09:19
