FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Pulham,Harry,Shettleston Harriers,M,03:46:27
2,Ashwood,Dan,Carnethy HRC,M,03:53:41
3,Halsall,Steve,Shettleston Harriers,M,04:00:55
4,Laverick,Ben,Carnethy HRC,M,04:01:15
5,Graves,Catriona,Highland Hill Runners,F,04:16:57
6,Pender,Iain,Shettleston Harriers,M,04:19:33
7,Connaghan,John,Shettleston Harriers,M50,04:37:48
8,Gillespie,Gregor,Unattached,M,04:39:21
9,Masson,Alistair,Carnethy HRC,M,04:41:20
10,Johnstone,Leo,Dumbarton,M,04:43:15
11,Peters,Ella,Westerlands CCC,F,04:44:40
12,MacLeod,Lea,Unattached,M,04:45:50
13,Macphail,CJ,Shettleston Harriers,F,04:45:55
14,Foreman,Ella,Westerlands CCC,F,04:46:00
15,Mudge,Angela,Ochil Hill Runners,F50,04:46:25
16,Spinks,Nicky,Dark Peak,F50,04:46:47
17,Dakin,Pippa,Carnethy HRC,F,04:47:11
18,Cross,Rich,Unattached,M40,04:50:35
19,McCall,Andrew,Greenock Glenpark H,M,04:51:33
20,Riggans,Liam,Carnethy HRC,M,04:51:50
21,Rafael Talavera Gonzalez,Jose,Unattached,M,04:51:58
22,Winter,Stephen,Shettleston Harriers,M40,04:55:07
23,Flockhart,Allen,Carnethy HRC,M40,04:57:10
24,Gray,Andrew,Thame Runners,M50,05:00:25
25,Horne,Arran,Westerlands CCC,M,05:07:52
26,Saunders,Dave,Unattached,M50,05:08:21
27,Robson,Scott,Carnethy HRC,M,05:17:30
28,Sheridan,Sarah,Unattached,F50,05:30:56
29,Macbeth,Gaby,Westerlands CCC,F40,05:33:44
30,Strachan,Andrew,Westerlands CCC,M,05:34:35
31,Findlay-Robinson,Rachel,Westerlands CCC,F,05:37:43
32,Best,Michelle,Ochil Hill Runners,F40,05:38:30
33,Gillies,Sam,Carnethy HRC,M,05:39:56
34,Campbell,Duncan,Westerlands CCC,M,05:42:20
35,Darling,Christopher,Lomond Hill Runners,M40,05:50:15
36,McRonald,Andrew,Unattached,M40,06:20:33
37,Tait Westwell,Amy,Dundee RR,F,06:25:28
38,Brydon,Jessica,Shettleston Harriers,F,06:43:53
39,Lysaczenko,Stephen,Quantock Orienteers,M60,07:00:15
40,Beveridge,Rebecca,Westerlands CCC,F,07:06:34
41,Coward,Ben,Orkney RC,M,07:13:32
42,Lammers,Wiebke,Westerlands CCC,F40,07:33:34
