FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Morgan,Tim,Carnethy,M,03:22:51
2,Thornton,Alistair,Howgill Harriers,M,03:37:15
2,Van Dijk,Ben,Ochil Hill Runners,M,03:37:15
4,Stewart,Gregor,Westerlands CCC,M,03:43:52
5,Callan,Thomas,Westerlands CCC,M,03:52:12
6,Bisset,Alasdair,Edinburgh Uni H&H,M,04:04:13
7,Beresford,Will,Westerlands CCC,M,04:09:19
8,Wilson,Felix,Edinburgh Uni H&H,M,04:09:59
9,Topalian,Stanley,Westerlands CCC,M40,04:11:55
10,Mckeeman,Iain,Unattached,M,04:13:08
11,Gilbert,Dan,Horwich Harriers,M40,04:30:27
12,Dore,Owen,Dunoon Hill Runners,M,04:39:08
13,Lumsdon,Chloe,Ochil Hill Runners,F,04:46:35
14,Peal,Robert,Edinburgh Uni H&H,M,04:49:24
15,Henderson,Walter,Shettleston harriers,M50,05:01:38
16,Kennedy,James,Carnethy,M,05:04:51
17,Johnstone,Leo,Unattached,M,05:06:37
18,Foreman,Ella,Deeside Runners,F,05:16:36
19,Dickie,Adam,Dumfries RC,M40,05:18:04
20,Gillies,Sam,Carnethy,M,05:22:18
21,Szafranska,Anna,Unattached,F40,05:25:47
22,Malcolmson,Craig,Hartfell HR,M50,05:34:51
23,Pryde,Gordon,Lomond HR,M60,05:36:08
24,Crawford,Ross,Unattached,M40,05:49:16
25,Cunningham,Kerry,Westerlands CCC,F,05:50:27
26,Aradi,Adrian,Unattached,M,06:33:29
