FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Crowe,Jamie,Central AC,M,00:22:53
2,Masson,Alistair,Carnethy HRC,M,00:24:03
3,Wright,Angus,Team East Lothian AC,M,00:24:16
4,Vokes,Philip,Howgill Harriers,M,00:24:47
5,Lydon,Finn,Carnethy HRC,M,00:25:39
6,Otton,Thomas,Carnethy HRC,M,00:25:52
7,Luetchford,Alex,HBT,M,00:26:12
8,Moran,Colm,Carnethy HRC,M,00:26:16
9,Laverick,Ben,Carnethy HRC,M,00:26:20
10,Hooper,Sam,Keswick AC,M,00:26:23
11,Smith,Aidan,Carnethy HRC,M,00:26:27
12,Wainwright,Sam,Ochil Hill Runners,M,00:27:05
13,Segger-Staveley,Sebastian,Settle Harriers,M,00:27:27
14,Watts,Kieran,Ochil Hill Runners,M,00:27:53
15,Gray,Adam,Penicuik Harriers,M,00:28:00
16,Bothwell,Alexander,Unattached,M,00:28:26
17,Carter,Justin,Cambuslang Harriers,M50,00:28:31
18,Lavin,Daniel,Moorfoot Runners,M,00:28:47
19,Ockenden,John,HBT,M,00:29:08
20,Wheeler,Gareth,Carnethy HRC,M,00:29:44
21,Crombie,Ellen,Edinburgh Uni H&H,F,00:29:47
22,Stevens,David,Carnethy HRC,M,00:30:20
23,Mccartney,Cameron,Ochil Hill Runners,M,00:30:25
24,Lawson,Gregor,Unattached,M40,00:30:28
25,Anderson,Micky,Westerlands CCC,M60,00:30:40
26,Curnyn,Steve,Unattached,M,00:31:03
27,Lorimer,Hayden,HBT,M50,00:31:10
28,Walsh,Sam,Harmeny AC,M,00:31:25
29,Howard,David,Warrior Fit,M40,00:31:41
30,Gordon,Neil,Carnethy HRC,M,00:32:05
31,Edwards,Polly,Carnethy HRC,F,00:32:06
32,Brodie,Stuart,Ochil Hill Runners,M40,00:32:10
33,Sanderson,Stuart,Unattached,M50,00:32:16
34,Samplonius,Jelmer,HBT,M,00:32:38
35,Fulton,David,HBT,M40,00:32:43
36,Gilmore,Neil,Carnethy HRC,M60,00:33:07
37,Marshall,William,Unattached,M,00:33:13
38,Reid,Don,Westerlands CCC,M60,00:33:17
39,Wilson,Emma,Edinburgh Uni H&H,F,00:33:38
40,Walker,Scott,Penicuik Harriers,M50,00:33:41
41,Knox,Lizzie,Carnethy HRC,F,00:33:50
42,Renville,Alan,Carnethy HRC,M50,00:33:57
43,Murgatroyd,Anna,Carnethy HRC,F,00:34:31
44,Lilley,Roanne,Carnethy HRC,F,00:35:20
45,Shepherd,Rozy,Carnethy HRC,F,00:35:26
46,Mcclelland,Peter,HBT,M40,00:35:35
47,Wilkinson,Owen,Carnethy HRC,M,00:35:47
48,Hetherington,Michelle,Carnethy HRC,F50,00:36:07
49,Normand,Ivor,HBT,M50,00:36:21
50,Easton,Ian,Westerlands CCC,M50,00:37:27
51,Blain,Ben,Unattached,M50,00:37:41
52,Crawford,Sarah,HBT,F,00:37:50
53,Furse,Chris,Westerlands CCC,M50,00:37:54
54,Steen,Anna,Carnethy HRC,F,00:38:15
55,Lawson,Jayne,Unattached,F,00:38:36
56,Browne,Christopher,Unattached,M40,00:38:55
57,Fordyce,Kenneth,Carnethy HRC,M50,00:39:03
58,Stevenson,John,Ochil Hill Runners,M60,00:39:07
59,Lindsay,Susan,Ochil Hill Runners,F50,00:39:13
60,Neillands,Stuart,Ochil Hill Runners,M60,00:39:16
61,Husbands,Jess,HBT,F,00:39:24
62,Aradi,Adrian,Unattached,M,00:39:29
63,Macleod,Murdo,Westerlands CCC,M70,00:39:33
64,Watson,Hamish,Unattached,M40,00:39:41
65,Duncan,David,Ochil Hill Runners,M60,00:40:47
66,Fortune,Carole,Carnethy HRC,F60,00:40:53
67,Gall,Allan,Central AC,M60,00:41:05
68,Howie,Brian,Carnethy HRC,M70,00:41:15
69,Fullwood,Andrew,Westerlands CCC,M50,00:41:54
70,Graham,Kevin,Unattached,M40,00:42:18
71,Fincham,William,Unattached,M,00:42:24
72,Howard,Kirsty,Warrior Fit,F,00:42:33
73,Paul,Alastair,Northumberland FR,M60,00:42:33
74,Brownlee,David,Penicuik Harriers,M60,00:43:22
75,Jamieson,Allan,Penicuik Harriers,M50,00:43:52
76,Aniecko,Jenny,Warrior Fit,F,00:43:54
77,Lammers,Wiebke,Westerlands CCC,F40,00:45:51
78,King,Alex,Ochil Hill Runners,M60,00:54:44
79,Mcpherson,Hugh,Tinto Hill  Runners,M70,00:59:18
