FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Campbell,Alasdair,Unattached,M,00:24:44
2,Espie,James,Deeside Runners,M,00:25:06
3,Thornton,Alistair,Ochil Hill Runners,M,00:26:20
4,Stewart,Gregor,Westerlands CCC,M,00:26:32
5,MacCorquodale,Iain,Cambuslang Harriers,M40,00:27:23
6,Pender,Iain,Shettleston Harriers,M,00:27:49
7,Wilkins,Robin,Ochil Hill Runners,M40,00:27:52
8,Phillips,George,Westerlands CCC,M,00:28:00
9,Grant Pantrey,Chris,Shettleston Harriers,M40,00:28:02
10,Connaghan,John,Shettleston Harriers,M50,00:28:42
11,MacLeod,James,Garscube Harriers,M40,00:28:48
12,Horne,Arran,Westerlands CCC,M,00:29:05
13,Clarkson,Alex,Shettleston Harriers,M,00:29:21
14,Adams,David,Unattached,M40,00:29:25
15,Farrell,Joshua,Lomond Swim & Tri Club,M,00:29:28
16,White,Steven,Unattached,M,00:29:44
17,Downs,Ellen,Westerlands CCC,F,00:30:06
18,Anderson,Ross,Westerlands CCC,M,00:30:23
19,Buglass,Donnie,Shettleston Harriers,M,00:30:27
20,Marshall,Brian,HELP,M50,00:31:03
21,Allsop,David,Kirkintilloch Olympians,M50,00:31:19
22,McConville,Miles,Westerlands CCC,M,00:31:35
23,Fisher,Sam,Howgill Harriers,M,00:31:36
24,Tuck,Ian,Ochil Hill Runners,M40,00:31:39
25,Gainsborough,Francis,Unattached,M,00:31:52
26,Anderson,Micky,Westerlands CCC,M60,00:31:54
27,Brown,Gareth,North Ayrshire AC,M40,00:32:00
28,Lorimer,Hayden,HBT,M50,00:32:08
29,Wilson,Malcolm,Westerlands CCC,M,00:32:30
30,Collins,Ian,Westerlands CCC,M40,00:32:36
31,Goodger,Michael,Westerlands CCC,M,00:32:38
32,McCartney,Cameron,Ochil Hill Runners,M,00:32:42
33,Gray,Alistair,Unattached,M40,00:32:44
34,Auty,Joe,Unattached,M,00:32:45
35,Dickson,Bill,Unattached,M60,00:32:55
36,Brodie,Stuart,Ochil Hill Runners,M40,00:33:01
37,Blaikie,Robert,Westerlands CCC,M,00:33:15
38,McCallum,Alasdair,North Ayrshire AC,M50,00:33:16
39,Cooper,James,Westerlands CCC,M50,00:33:19
40,Shaw,David,Run Rhaw,M,00:33:24
41,Kennedy,Brian,Carnethy,M40,00:33:27
42,Weir,Jonathon,Unattached,M40,00:33:30
43,Woods,Ben,Unattached,M40,00:33:39
44,Foster,Paul,Westerlands CCC,M,00:33:47
45,Garnett,Ian,Unattached,M,00:34:00
46,Burgess,David,Unattached,M,00:34:15
47,McMahon,Dominic,Kirkintilloch Olympians,M,00:34:16
48,Coleman,Denis,Run Rhaw,M40,00:34:18
49,O'Hanlon,Fergus,Unattached,M,00:34:18
50,Normand,Ivor,HBT,M50,00:34:34
51,Crawford,Ross,Unattached,M40,00:34:45
52,Mooney,Edel,Ochil Hill Runners,F40,00:34:49
53,Reid,Don,Westerlands CCC,M60,00:34:52
54,Reid,Fraser,Westerlands CCC,M,00:34:58
55,Little,Graeme,Kirkintilloch Olympians,M40,00:34:59
56,Barwick,Holly,Westerlands CCC,F,00:36:16
57,Dawson,Nicola,Westerlands CCC,F40,00:36:20
58,Le Roux,Stefan,Unattached,M,00:36:24
59,Easton,Ian,Westerlands CCC,M50,00:36:29
60,McCahill,Emma,Westerlands CCC,F,00:36:30
61,Dooner,Creagh,Unattached,M40,00:36:50
62,Napper,Thomas,Unattached,M,00:37:09
63,Ward,Jason,Unattached,M,00:37:09
64,Pemberton,Joanne,Westerlands CCC,F,00:37:12
65,Patel,Karen,Westerlands CCC,F40,00:37:15
66,Findlay-Robinson,Rachel,Westerlands CCC,F,00:37:31
67,Shaw,Trevor,Ochil Hill Runners,M50,00:37:48
68,McGreevy,Paul,Unattached,M50,00:37:52
69,Elliott,Scott,Kirkintilloch Olympians,M60,00:37:52
70,Butler,Chris,Westerlands CCC,M,00:37:53
71,Gates,Dan,Westerlands CCC,M40,00:38:27
72,Piercy,Mark,Unattached,M,00:38:37
73,Boyer,Alistair,Westerlands CCC,M40,00:38:46
74,Kelly,Graham,Westerlands CCC,M50,00:38:47
75,Mchenry,Martin,Kirkintilloch Olympians,M,00:39:04
76,Comrie,Fiona,North Ayrshire AC,F40,00:39:06
77,Ruddick,Jenn,Westerlands CCC,F,00:39:09
78,Ward,Ausrine,Westerlands CCC,F40,00:39:14
79,Bell,Robert,Westerlands CCC,M,00:39:33
80,McCloy,Kane,Unattached,M,00:40:19
81,Finlay,Alayne,Ochil Hill Runners,F40,00:40:23
82,Toolis,Andrew,Unattached,M,00:40:27
83,McArthur,Janis,Unattached,F,00:40:41
84,Blain,Benjamin,Unattached,M50,00:40:50
85,McNeish,Anne-Sophie,Westerlands CCC,F40,00:40:56
86,Devon,Grant,Unattached,M50,00:41:00
87,Ohara,Kieron,Unattached,M,00:41:13
88,Mabon,Iain,Westerlands CCC,M40,00:41:25
89,Kelsall,Fiona,Ochil Hill Runners,F50,00:41:27
90,Peddie,Louise,Unattached,F,00:41:31
91,Macaulay,Calum,Unattached,M40,00:41:36
92,Paterson,Drew,Kirkintilloch Olympians,M50,00:41:46
93,Neillands,Stuart,Ochil Hill Runners,M60,00:41:56
94,Lindsay,Susan,Ochil Hill Runners,F50,00:42:00
95,Duncan,David,Ochil Hill Runners,M60,00:42:05
96,Humble,Felton,Westerlands CCC,M40,00:42:09
97,MacLeod,Murdo,Westerlands CCC,M50,00:42:29
98,Paterson,Alison,Jog Scotland Milngavie,F40,00:42:36
99,Swider,Magda,Unattached,F40,00:42:36
100,Mckinlay,Clare,Westerlands CCC,F,00:42:58
101,Jones,Thomas,Unattached,M,00:42:59
102,Fullwood,Andrew,Westerlands CCC,M50,00:44:10
103,Paterson,Moira,Kirkintilloch Olympians,F50,00:44:20
104,McMillan,Stuart,Carnethy,M40,00:44:31
105,Sutherland,Chris,Run Rhaw,M40,00:44:44
106,Urquhart,William Murdo,Unattached,M50,00:45:09
107,Vellinis,Dimitris,Westerlands CCC,M,00:45:36
108,Parkinson,Charlotte,Bellahouston Road Runners,F,00:45:38
109,McGreevy,Kay,Unattached,F60,00:46:29
110,Dalton,Lucy,Unattached,F,00:46:57
111,Ashe,Chris,Kirkintilloch Olympians,M,00:47:00
112,Lammers,Wiebke,Westerlands CCC,F40,00:49:10
113,Scott,David,Ochil Hill Runners,M60,00:49:46
114,Mckenna,Ruth,Westerlands CCC,F,00:49:55
115,Fowler,Paul,Ochil Hill Runners,M50,00:51:20
116,Morgan,Millie,HBT,F,00:51:22
117,Berman,Sarah,Westerlands CCC,F40,00:52:59
118,King,Alex,Ochil Hill Runners,M60,00:53:12
119,Blake,Kristopher,Westerlands CCC,M,00:56:22
