FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Paterson,Stuart,Carnegie Harriers,MS,00:27:27
2,Wright,Andrew,PH Racing Club,M45,00:28:49
3,Russell,Chris,Falkland TR,M45,00:30:32
4,Stewart,Munro,Dundee Hawkhill Harriers,MS,00:31:05
5,Sheridan,Marcus,Dundee RR,MS,00:31:45
6,Kinninmonth,Ben,Fife AC,MS,00:32:30
7,Clark,Dave,Falkland TR,M40,00:32:44
8,Souter,Michael,Perth Road Runners,MS,00:33:26
9,Innes,Bryan,PH Racing Club,MS,00:33:39
10,Young,Ross,Anster Haddies,MS,00:33:39
11,Stewart,Billy,PH Racing club,MS,00:33:41
12,McLean,Mark,Unattached,M50,00:34:34
13,Menzies,Julie,PH Racing Club,F45,00:35:02
14,Dickson,Stephen,Kirkcaldy Wizards,M45,00:35:09
15,Lumsden,Susanne,Falkland TR,F45,00:35:27
16,Jones,Tim,Kinross Road Runners,M40,00:36:07
17,Gibson,Nikki,Edinburgh AC,FS,00:36:16
18,Murray,Kevin,Falkland TR,M50,00:36:49
19,Webster,Billy,Kinross Road Runners,M45,00:36:57
20,Western,Mark,Falkland TR,M55,00:37:00
21,Dick,Paul,Pitreavie AAC,M40,00:37:01
22,Rough,Lee,Kirkcaldy wizards,M45,00:37:16
23,Cowan,David,Fife AC,M55,00:37:22
24,Henderson,David,Pitreavie AAC,MS,00:37:41
25,Suttie,Kirstyn,Pitreavie AAC,FS,00:37:42
26,Lownie,Kristin,PH Racing Club,FS,00:37:53
27,Morton,Dave,Fife AC,M40,00:38:51
28,Doig,Alan,Kinross Road runners,M50,00:39:04
29,Smith,Kev,Lomond Hill Runners,M50,00:39:20
30,Cruickshanks,Fiona,Anster Haddies,FS,00:39:30
31,Dehn,Yvonne,Anster Haddies,FS,00:40:02
32,Sutherland,Alison,Fife AC,FS,00:40:11
33,Allan,Lyle,Falkland TR,M60,00:40:26
34,McClung,Scott,Kirkcaldy Wizards,MJ,00:40:28
35,leggett,Robert,Falkland TR,M40,00:40:37
36,Harkins,Paul,Fife AC,M40,00:40:43
37,Smith,Brian R,Fife AC,M60,00:41:31
38,Callaghan,Fiona,Dundee RR,FS,00:42:28
39,Bonthrone,Keith,Fife AC,M60,00:42:45
40,Gilmartin,Paul,Unattached,M55,00:42:45
41,Leggett,Gregor,Unattached,M40,00:43:02
42,Hogg,David,Beacon Runners,M50,00:43:36
43,Templeman,Mardie,Team AAA,F40,00:44:02
44,Johnstone,Michelle,Kirkcaldy Wizards,F40,00:44:06
45,MacDonald,Craig,Kirkcaldy Wizards,M45,00:44:15
46,Elrick,John,JSK Running Club,M60,00:44:32
47,Bracegirdle,Innes,Fife AC,F60,00:44:44
48,Sutherland,Paul,Fife AC,M65,00:45:12
49,Fraser,Ronald,Dundee RR,M55,00:45:27
50,Wallace,Paul,Falkland TR,M40,00:45:40
51,Patterson,Alice,Falkland TR,FS,00:47:02
52,Bennison,Tim,Falkland TR,M55,00:47:08
53,Gardiner,Roger,Unattached,MS,00:48:10
54,Martin,Lizzie,Falkland TR,FS,00:48:14
55,Hay,Debz Way,Anster Haddies,F50,00:48:15
56,Kirkaldy,Fiona,RTC Warriors,F60,00:48:41
57,Anderson,Monica,Falkirk Victoria Harriers,F50,00:49:29
58,Henderson,Claire,Pitreavie AAC,FS,00:50:27
59,Smith,John,Kirkcaldy Wizards,MS,00:51:40
60,Duff,Bill,Falkland TR,M65,00:51:40
61,Gibson,Annie,Falkland TR,F55,00:51:59
62,Nachman,Eric,Falkland TR,M65,00:53:25
63,Traill,Keith,Fife AC,M65,00:55:10
64,Wills,Val,Beacon Runners,F55,00:55:47
65,Tweddle,Alexa,Falkland TR,FS,00:56:40
66,Campbell,Karen,Fife AC,F55,00:58:13
67,Gormley,Mark,Stornoway,M55,00:58:21
68,Bell,Sandy,Kirkcaldy Wizards,M55,00:59:33
69,Lee,John,Falkland TR,M60,01:00:46
70,Harrison,Gilly,Jog PKC,F55,01:02:29
71,Cook,Jacqueline,Falkland TR,F40,01:02:47
72,Alcock,Jude,Falkland TR,F65,01:09:49
73,Gardener,Sandra,Falkland TR,F45,01:13:01
