FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Crawford,Dylan,Greenock GH,M23,00:31:36
2,McCall,Andy,Greenock GH,M,00:34:09
3,Doherty,Daniel,Greenock GH,M40,00:35:10
4,Giffen,Rachel,Springburn Harriers,FU20,00:37:47
5,Monaghan,Paul,Greenock GH,M50,00:38:04
6,Mooney,Chris,Greenock GH,M40,00:39:08
7,McLoone,Stephen,Greenock GH,M60,00:39:47
8,Mcknight,Colin,Greenock GH,M40,00:39:50
9,Maclean,Peter,Ayr Seaforth,M,00:41:00
10,Lindsay,Eric,Greenock GH,M50,00:41:26
11,McCrone,Aaron,Greenock GH,M40,00:41:50
12,Mclaughlin,Danny,Greenock GH,M60,00:42:04
13,Campbell,Steven,Greenock GH,M40,00:42:30
14,Dunn,Micky,Greenock GH,M60,00:42:31
15,Harrison,Stephen,Greenock GH,M50,00:42:52
16,Cox,Jill,Greenock GH,F45,00:43:39
17,McKee,Ian,Greenock GH,M60,00:44:23
18,Hannah,Calum,Ayr Seaforth,MU20,00:45:12
19,Dunlop,Colin,Unattache,M,00:45:37
20,Hyslop,Craig,Greenock GH,M40,00:45:59
21,Gorry,Callum,Greenock GH,M,00:46:21
22,Thomas,Cheryl,Greenock GH,F35,00:47:50
23,McKay,Marianne,Greenock GH,F45,00:48:28
24,Harrison,Lynne,Greenock GH,F45,00:49:33
25,Hannah,John,Ayr Seaforth,M,00:53:50
26,Smithard,Phil,Carnegie Harriers,M,00:58:06
