FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Abernethy,Rory,Ochils,M,00:42:35
2,Wright,Joseph,Deeside Runners,M,00:42:51
3,Williamson,Clyde,Cosmics,M,00:46:25
4,Lorimer,Hayden,HBT,M50,00:52:12
5,Hastie,Murdo,Dundee Hawkhill,M,00:53:07
6,Borgeal,Romain,Dundee Hawkhill,M,00:54:07
7,Dozier,Laura,Carnethy HRC,F,00:54:55
8,Beckett,Dan,HBT,M40,00:55:05
9,Matthews,Steve,Dundee Hawkhill,M50,00:55:34
10,Sinclair,Rob,Unattached,M40,00:56:27
11,Brodie,Stuart,Ochils,M40,00:56:49
12,Smith,John,Lomonds,M50,00:58:10
13,Matthews,Kieran,Dundee Hawkhill,M,00:58:30
14,Darlington,Anwen,Dundee Roadrunners,F,00:58:37
15,Matthews,Catherine,Dundee Hawkhill,F50,01:03:38
16,Pryde,Gordon,Lomonds,M60,01:03:53
17,White,Neil,Scottish Woodland Runners,M,01:05:05
18,Edward,Duncan,Dundee Roadrunners,M40,01:05:30
19,Clark,Sarah,Forfar Road Runners,F40,01:05:39
20,Wilson,Joan,Lomonds,F60,01:06:34
21,Vigrow,Scot,Unattached,M,01:06:48
22,Rollo,Martin,Dundee Roadrunners,M50,01:11:26
23,Fraser,Ronald,Dundee Roadrunners,M60,01:15:21
24,Milne,Elizabeth,Forfar Road Runners,F50,01:15:39
25,Smith,Colin,Unattached,M50,01:19:51
26,Milne,Ron,Forfar Road Runners,M60,01:20:06
27,Charlton,Gary,Unattached,M50,01:20:07
28,Lawlor,Katherine,Dundee Hawkhill,F40,01:22:52
