FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Lorente,Warren,Dundee Hawkhill,M,00:47:53
2,MccCormack,Callum,Dundee Hawkhill,M,00:48:05
3,Anderson,Heather,Fife AC,F40,00:52:51
4,Vassallo,Alexander,Dundee Hawkhill,M,00:54:39
5,Van Rensburg,Rhona,Fife AC,F40,00:55:47
6,Matthews,Steve,Dundee Hawkhill,M50,00:56:11
7,Stewart,Craig,Forfar Road Runners,M50,00:56:36
8,Smith,Tom,Bowland Fell Runners,M50,00:56:53
9,Milne,Garry,Unattached,M40,00:57:03
10,Matthews,Kieran,Dundee Hawkhill,M,00:58:00
11,Sheehan,Maria,Forfar Road Runners,F50,00:59:20
12,Myles,James,Unattached,M40,01:00:07
13,Sangster,Gillian,Dundee Road Runners,F50,01:00:47
14,De Villiers,Phillipa,Dundee Hawkhill,F40,01:01:09
15,Edward,Duncan,Dundee Road Runners,M40,01:01:50
16,Ritchie,Hilary,Fife AC,F50,01:02:07
17,Cowan,David,Fife AC,M50,01:02:09
18,White,Neil,Unattached,M,01:03:14
19,Duncan,David,Ochil Hill Runners,M60,01:03:22
20,Kennedy,Grahame,Unattached,M40,01:03:33
21,Keenan,Jimmy,Forfar Road Runners,M60,01:03:58
22,Watson,Graeme,Forfar Road Runners,M60,01:04:07
23,Charlton,Gary,Unattached,M50,01:08:23
24,Thompson,Fabienne,Perth Road Runners,F50,01:10:17
25,Milne,Ron,Forfar Road Runners,M60,01:10:50
26,Scott,Jocelyn,Fife AC,F60,01:12:00
27,Milne,Elizabeth,Forfar Road Runners,F50,01:12:37
28,Milne,Gemma,Unattached,F50,01:13:45
29,Clark,Sarah,Forfar Road Runners,F40,01:18:10
30,Hernandez,Pancho,Dundee Hawkhill,M70,01:23:01
31,Hanton,Paul,Unattached,M50,01:25:10
32,McLachlan,Eliza,Fife AC,F60,01:32:56
