FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Bartholomew,Douglas,Kinlochewe,M,03:04:25
2,Harding,Iain,Highland Hill Runners,M,03:15:20
3,Richardson,Alexander,East Sutherland AC,M,03:26:26
4,Daley,Alex,Kippen,M,03:36:08
5,Grant,Tom,Wester Ross Athletics,M,03:40:19
6,Baptist,Maisie,Gairloch,F,03:59:26
7,Vanderhoven,Chris,Highland Hill Runners,M40,04:02:03
8,Thom,Owen,Glasgow,M,04:05:48
9,Pennington,Finlay,Miltonduff,M,04:22:06
10,Gilbertson,Jenny,Cupar,F,04:29:59
11,Priestley,Alex,Cupar,M,04:29:59
12,Bartholomew,Claire,Aultbea,F,04:34:18
13,Ferguson,James,Westerlands CCC,M,04:36:05
14,Sinclair,William,Inverness,M,04:37:31
15,McAlister,Mark,Cambourne RC,M50,04:45:30
16,Cunningham,Martin,Ullapool,M,04:48:55
17,Moffat,John,Highland Hill Runners,M60,04:50:17
18,Brogan,David,Primal Runers,M50,04:51:15
19,Pearl,Jack,Sheffield,M,04:53:40
20,Jenson,Fredrik Huth,Stavanger,M,04:57:27
21,O'Neill,Evan,Glasgow/Australia,M,04:57:46
22,Steel,Mark,Cockermouth,M50,05:01:27
23,Ansell,Jonathan,Westerlands CCC,M,05:02:06
24,Macrae,Lillian,East Sutherland AC,F50,05:03:22
25,Stewart,Fiona,Dornoch,F50,05:03:22
26,Farthing,Steve,Penrith,M60,05:03:32
27,Stevens,Andrew,Moray Firth Tri Club,M50,05:14:44
28,Cadden,Colin,Cairngorm Runners,M60,05:19:23
29,Currie,Fleur,Inverness,F40,05:19:27
30,Toller,Richard,Dundee Road Runners,M60,05:20:03
31,Urquhart,Fiona,Dingwall,F,05:21:43
32,Mair,Patrick,Aberdeen,M,05:26:32
33,Smith,Alan,Metro Aberdeen,M50,05:28:28
34,Rowantree,Jeanne,Golspie,F60,05:42:50
35,Johnston,Danny,Burntisland,M40,5:42::51
36,Laing,Michael,Moray Firth Tri Club,M50,05:48:29
37,Clark,Vicki,Westerlands CCC,F40,05:54:55
38,Farthing,Liz,Eden Runners,F50,05:58:08
39,Gilbert,Sophie,Edinburgh,F,05:58:08
40,Munro,Karen,Penicuik,F,05:58:08
41,MacDonald,Callum,Poolewe,M,06:08:39
42,Renaud,Jp,Dingwall,M40,06:10:28
43,Fuller,Joe,Salisbury,M60,06:34:49
44,Abernethy,Vicky,Doune,F50,06:35:01
45,Logan,Fiona,Stirling,F50,06:35:01
46,Galloway,Fiona,Stirling,F50,06:35:01
47,Rankin,Margaret,Skye & Lochalsh RC,F50,06:26:37
48,Bickerstaffe,Vicky,Aberfeldy,F50,07:00:55
49,Richardson,Lucy,Erskine,F,07:06:33
50,Catto,Max,Erskine,M,07:06:33
