FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Neill,Kenny,Ayr Seaforth,M,00:22:52
2,Harkin,Richard,Unattched,M,00:24:04
3,Edenborough,Calum,Unattched,M,00:25:18
4,Murphy,Craig,Girvan H,M,00:27:50
5,Hamilton,Gordon,Unattched,M,00:29:27
6,Hannay,Mark,Cairnsmore Milemunchers,M,00:30:52
7,Lampard,Stuart,Ayr Orienteering,M,00:31:58
8,Hannah,Calum,Ayr Seaforth,M,00:32:36
9,Ross,John,Ayr Seaforth,M,00:33:01
10,Davidson,Shaun,Unattched,M,00:33:22
11,Wardrop,Lynne,Girvan H,F,00:32:27
12,Lynch,Brendan,Unattched,M,00:34:14
13,Carmichael,Gosia,Maybole Runners,F,00:34:57
14,Paterson,Ian,Unattched,M,00:36:15
15,Govan,Iain,Unattched,M,00:38:46
16,Hannah,John,Ayr Seaforth,M,00:42:05
17,Stanley,Richard,Monkton Milers,M,00:50:23
18,Ogden,Peter,Cambuslang H,M,00:55:35
