FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Elder,David,Lomond HR,M,00:19:30
2,Mason,Cameron,Trinity Racing,M,00:20:43
3,Wiseman,Bob,Ochil HR,M40,00:20:55
4,Hukins,Ben,Cambuslang Harriers,M40,00:21:00
5,MacPherson,Chris,Vegan Runners,M,00:21:20
6,McInally,Ralph,Unattached,M,00:22:21
7,Marshall,Brian,HELP,M50,00:22:22
8,Nash,Graham,Carnethy,M50,00:22:25
9,Bakker-Dyos,Josh,Royal Navy AC,M,00:22:36
10,Vasepuru,Tom,Ochil HR,M,00:23:10
11,Kemp,Alan,Kinross RR,M40,00:23:44
12,Smith,Alan,Deeside Runners,M50,00:23:46
13,Strachan,Scott,Kinross RR,M40,00:23:54
14,Sanderson,Stuart,Penicuik Harriers,M50,00:23:56
15,Andrew,Mike,Carnethy,M50,00:23:58
16,Gatherer,Struan,Perth Strathtay,MJ,00:24:06
17,Duncan,Eric,Highland HR,M40,00:24:09
18,Elder,Callum,Unattached,M,00:24:30
19,Stone,Maya,Fife AC,F,00:24:31
20,Penacchio,Marti,Fife AC,MJ,00:24:38
21,Smith,Bruce,Carnethy,M50,00:24:52
22,Penacchio,Guillem,Fife AC,MJ,00:25:22
23,Thomson,Iain,Lomond HR,M,00:25:39
24,Renville,Alan,Carnethy,M50,00:25:58
25,Dudchenko,Paul,Linlithgow AC,M50,00:26:11
26,Brodie,Stuart,Ochil HR,M,00:26:15
27,Heron,Kyle,Stag Orienteers,M,00:26:27
28,Mason,David,Linlithgow AC,M50,00:26:38
29,Campbell,Donald,Wee County Harriers,M40,00:26:42
30,Reid,Don,Westerlands CCC,M60,00:26:47
31,Smith,Libby,Fife AC,MJ,00:27:10
32,Mitchell,Neill,Fife AC,M50,00:27:55
33,Brennan,Brian,Westerlands CCC,M60,00:28:03
34,Purves,Denise,Lomond HR,F50,00:28:52
35,Boyle,John,Kinross RR,M60,00:29:15
36,Johns,Andy,Kinross RR,M40,00:29:18
37,Wilson,Joan,Lomond HR,F50,00:29:22
38,Gatherer,Lynne,Highland HR,F40,00:29:25
39,Moffatt,Jamie,Glenrothes Tri Club,M,00:29:34
40,Smith,Kevin,Lomond HR,M50,00:29:41
41,Wilson,Colin,Lomond HR,M50,00:29:45
42,Mackay,Mike,Cosmics,M40,00:29:58
43,Smith,Brian R,Fife AC,M60,00:30:28
44,Hurrell,Harvey,Unattached,MJ,00:31:33
45,Hartree,Mark,Carnethy,M50,00:31:55
46,Brown,Jamie,HBT,M40,00:32:02
47,Smith,Alexander,Fife AC,MJ,00:32:04
48,Landels,Brian,Lomond HR,M50,00:32:20
49,Munro,Frazer,Kinross RR,M50,00:32:25
50,Summers,Robert,Beacon Runners,M50,00:32:26
51,Anderson,Jane,Unattached,F50,00:33:13
52,Hunter,Lynn,Kinross RR,F40,00:33:19
53,Birkby,Sarah,Lomond HR,F40,00:33:28
54,Smith,Gillian,Fife AC,F40,00:33:31
55,Bennet,Ailsa,Kinross RR,FJ,00:34:22
56,Scott,Jocelyn,Fife AC,F60,00:34:28
57,Mathews,David,Dundee Mountain Club,M50,00:35:34
58,Valentine,Russ,Falkland TR,M50,00:35:38
59,Cessford,Lee,Falkland TR,M40,00:35:40
60,Scott,Tom,Fife AC,M70,00:35:44
61,Mitchell,Arthur,Unattached,M40,00:35:46
62,Caution,Pete,Fife AC,M50,00:35:54
63,Atkinson,Michael,Kinross RR,M,00:36:03
64,Kemp,Gillian,Kinross RR,F,00:36:14
65,Blackley,Lisa,Unattached,F,00:36:38
66,Fraser,Ron,Dundee RR,M50,00:36:39
67,Hunter,Neil,Kinross RR,M50,00:37:02
68,Calothis,Marinos,Westerlands CCC,M40,00:37:39
69,Brown,Keira,Lomond HR,FJ,00:37:46
70,Aitken,Kerry,Kinross RR,F,00:38:55
71,Robertson,Lindsey,Fife AC,F40,00:39:35
72,Davidson,Stewart,Fife AC,M60,00:39:47
73,Lee,Rosemary,Falkland TR,F60,00:39:51
74,Hughson,Hamish,Chepstow Harriers,M40,00:39:53
75,MacIntyre,Anne,Kinross RR,F60,00:40:26
76,Dillon,Stewart,Fife AC,M50,00:45:20
77,Lee,John,Falkland TR,M60,00:45:37
78,McIntyre,John,Fife AC,M50,00:51:50
