FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Wild,Finlay,Lochaber AC,M,02:58:09
2,Wright,Jack,Ambleside AC,M,03:24:08
3,Simpson,Tom,Ambleside AC,M,03:28:00
4,Rutter,Philip,Helm Hill Runners,M,03:28:28
5,Fallas,Andrew,Carnethy,M40,03:35:05
6,Yells,John,Lochaber AC,M,03:36:36
7,Spalding,Ross,Ochil Hill Runners,M,03:38:37
8,Halsall,Steve,Unattached,M,03:39:05
9,Crutchfield,Stuart,Westerlands CCC,M,03:40:05
10,Harris,James,Ambleside AC,M,03:40:56
11,Pulham,Harry,Shettleston Harriers,M,03:41:01
12,Saville,Tom,Dark Peak,M,03:42:10
13,Davies,Huw,Mercia Fell Runners,M,03:44:46
14,Alexander,Sam,Westerlands CCC,M,03:46:39
15,Steede,Jonny,Glens Runners,M40,03:50:50
16,Ward,Nic,Northern Fells RC,M,03:53:17
17,Jebb,Andrew,Bingley Harriers & AC,M40,03:54:45
18,Harris,Tom,Fife AC,M,03:55:01
19,Anthony,Alasdair,Ochil Hill Runners,M40,03:57:12
20,Holmes,Ian,Bingley Harriers & AC,M50,04:01:04
21,Bunyan,Allen,Macclesfield Harriers ,M,04:05:23
22,Gallacher,Craig,Westerlands CCC,M,04:06:27
23,Poulter,Alwyn,Westerlands CCC,M,04:06:48
24,Burley,Mark,Macclesfield Harriers ,M,04:07:40
25,Peace,Andrew,Bingley Harriers & AC,M50,04:08:27
26,Millar,Jack,Ambleside AC,M,04:08:27
27,Holroyd,Matthew,Settle Harriers,MU23,04:09:10
28,Ward,Dave,Pennine Fell Runners,M40,04:09:21
29,Redvers-Harris,Jack,Pennine Fell Runners,M,04:09:50
30,Green,Sam,Wharfedale Harriers,M,04:10:01
31,Jackson,Adam,Northern Fells RC,M50,04:10:21
32,Paris,Jasmin,Carnethy,F,04:10:35
33,Knox,Thomas,Anster Haddies ,M,04:11:00
34,MacInnes,Alasdair,Westerlands CCC,M,04:12:18
35,Harris,Mark,Fife AC,M50,04:13:10
