FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Lydon,Finn,Carnethy,M,00:24:09
2,Tosh,Sam,Carnethy,M,00:24:38
3,Lennon,Eoin,Carnethy,M,00:25:09
4,Hugtenburg,Kai,HBT,M,00:25:13
5,Wright,Angus,Team East Lothian AC,MJ,00:25:57
6,Otton,Thomas,Carnethy,M,00:26:17
7,Smith,Aidan,Carnethy,M,00:26:20
8,Williamson,Clyde,Cosmics,M,00:27:07
9,Gilmore,Iain,Carnethy,M,00:27:28
10,Macrae,Andrew,Carnethy,M50,00:27:46
11,Horne,Ben,Carnethy,M,00:28:05
12,Ward,Ray,HBT,M40,00:28:25
13,Walsh,Chris,HBT,M40,00:28:45
14,Woodruff,Jackson,Carnethy,M,00:28:48
15,Shields,Andrew,Shettleston Harriers,M,00:29:07
16,Smith,Gavin,HBT,M40,00:29:20
17,Karpowicz,Marcin,Portobello RC,M,00:29:27
18,Hughes,Richie,Northumberland FR,M,00:29:30
19,Ledger,Sean,Harrow AC,M,00:29:50
20,Ward,Laurence,HBT,MJ,00:29:52
21,Richter,Lars,Unattached,M,00:30:00
22,Maguire,Rory,Unattached,M,00:30:04
23,McClelland,Morag,HBT,F,00:30:08
24,Lorimer,Hayden,HBT,M50,00:30:10
25,Williams,Katie,HBT,F,00:30:19
26,Tullie,Doug,HBT,M,00:30:24
27,Bothwell,Alexander,Unattached,M,00:30:29
28,Jones,Huw,HBT,M40,00:30:33
29,Ockenden,John,HBT,M,00:30:38
30,Lawson,Gregor,Unattached,M40,00:30:50
31,Lamont,Duncan,HBT,M40,00:30:57
32,Han,Andrew,Fulham,M40,00:30:58
33,Gordon,Neil,Carnethy,M,00:31:07
34,Robinson,James,Unattached,M,00:31:15
35,Thin,Jamie,HBT,M50,00:31:26
36,Horrocks,Sophie,Carnethy,F,00:31:39
37,Winstock,Callum,HBT,M,00:31:56
38,McFadden,Fraser,Carnethy,M,00:31:56
39,Thomas,Haydn,Carnethy,M,00:32:11
40,Mayers,James,Musselburgh,M60,00:32:18
41,Isherwood,Jack,HBT,M,00:32:22
42,Watt,Campbell,Edinburgh AC,M,00:32:22
43,Thomas,Jamie,Dunbar AC,M40,00:32:24
44,Normand,Ivor,HBT,M50,00:32:32
45,Brown,Gregor,Unattached,M40,00:32:38
46,Hanson,George,Musselburgh,M,00:32:41
47,Murray,Dee,Tinto HR,M50,00:32:43
48,Penfold,Rose,Edinburgh AC,F,00:32:54
49,Thomson,Mark,Carnethy,M40,00:32:58
50,Williamson,Ben,Carnethy,M,00:33:05
51,Simpson,Graham,Unattached,M40,00:33:08
52,Vesely,Karel,HBT,M,00:33:15
53,Morris,George,Unattached,M,00:33:21
54,Anderson,David,Tinto HR,M,00:33:21
55,Ball,Duncan,Penicuik Harriers,M60,00:33:24
56,Martin,Kendon,Carnethy,M,00:33:27
57,Millar,Jonathan,Carnegie Harriers ,M,00:33:29
58,Waldie,David,Penicuik Harriers,M40,00:33:33
59,Bareford,Michael,HBT,M50,00:33:37
60,Wiwchar,Logan,Unattached,M,00:33:44
61,Wilkinson,Owen,Carnethy,M,00:33:52
62,Duffy,Paul,HBT,M,00:34:01
63,Stephen,Jill,HBT,F40,00:34:07
64,Milner,Stuart,HBT,M40,00:34:10
65,Slifer,Paul,Musselburgh,M50,00:34:10
66,McClelland,Peter,HBT,M40,00:34:23
67,Ainslie,Stephen,HBT,M,00:34:26
68,Brown,Ralph,EH3 Milers,M,00:34:32
69,Hopkins,Ben,Carnegie Harriers ,M40,00:34:42
70,Williamson,Coll,HBT,M,00:34:44
71,Dougal,Richard,HBT,M,00:34:46
72,Diver,Michael,Clydesdale Harriers,M50,00:34:50
73,Fileman,Megan,Westerlands CCC,F,00:34:58
74,Hill,Christopher,British Military Fitness,M50,00:35:03
75,Hope-Jones,Amelia,HBT,F40,00:35:19
