FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Smith,Alan,Deeside Runners,M,00:37:01
2,Williamson,Jason,Cosmics,M,00:37:57
3,Graham,Luke,Unattached,M,00:39:18
4,Philip,Cameron,Unattached,M,00:39:19
5,Campbell,Eilidh,Deeside Runners,F,00:40:31
6,Clark,Liam,Deeside Runners,M,00:40:50
7,Tiverdale,Drew,Unattached,M,00:41:23
8,McDonald,Dennis,Cosmics,M,00:41:59
9,Oldham,Veronique,Cosmics,F,00:42:49
10,Cruickshank,Greig,JSK RC,M,00:43:16
11,Macpherson,Rory,Cosmics,M,00:43:44
12,Newman,Janine,Unattached,F,00:43:47
13,Hodgkinson,Sarah,Metro Aberdeen,F,00:45:27
14,Scott,Alastair,Unattached,M,00:45:33
15,Clark,David,Unattached,M,00:46:04
16,Pott,Tim,Forres Harriers,M,00:46:33
17,Rosario,Joseph,Unattached,M,00:47:20
18,,Groult,Unattached,M,00:48:15
19,Balfour,Mabel,Deeside Runners,F,00:50:41
20,Simpson,Joanne,Unattached,F,00:55:28
21,Williams,Rupert,Unattached,M,00:56:24
22,Bruce,Sally,Morray Road Runners,F,00:58:38
23,Paterson,Rachel,JSK RC,F,00:58:39
24,Shardalow,Cliff,Forres Harriers,M,01:02:55
