FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Park,Adam,Hartfell Hill RC,M,00:24:18
2,Wilkinson,Marc,Lauderdale Limpers ,M,00:24:42
3,Lavin,Daniel,Moorfoot Runners,M,00:25:57
4,Ramage,Steve,Hartfell Hill RC,M,00:26:41
5,Keir,Gregor,Lauderdale Limpers ,M,00:27:05
6,McCarron,Christopher,Calderglen Harriers,M,00:28:23
7,Graham,Darren,Todmorden Harriers,MV50,00:28:35
8,Pow,Grace,Edinburgh Uni H&H,F,00:28:47
9,Hellam,Lorna,Hartfell Hill RC,F,00:29:04
10,Gilmour,Andrew David,Unattached,MV40,00:29:09
11,Weir,Jonathan,Unattached,MV40,00:30:21
12,Dean,Adrian,Hartfell Hill RC,MV40,00:30:41
13,Marshall,Marie,Annan and District AC,FV40,00:31:02
14,Brickell,Jack,Unattached,M,00:31:11
15,McKay,Craig,Unattached,MV60,00:31:15
16,Ingram,Claire,Hartfell Hill RC,FV40,00:31:25
17,Morris,Emma,Motherwell AC,F,00:31:29
18,Shaw,Trevor,Lochtayside,MV50,00:32:11
19,Padley,Ian,Hartfell Hill RC,MV50,00:32:20
20,Duncan,David,Ochil Hill Runners,MV60,00:34:50
21,McKay,Luke,Unattached,M,00:34:59
22,Ramage,Elysha,Hartfell Hill RC,F,00:35:41
23,Brennan,Brian,Westerlands CCC,MV60,00:35:49
24,Huntley,Chris,Tinto Hill Runners,MV60,00:36:32
25,Hall,Lisa,Jog Moffat,FV40,00:36:47
26,Vivers,Gordon,Annan and District AC,MV60,00:37:33
27,Park,Archie,Hartfell Hill RC,MV60,00:38:32
28,Simpson,Mark Scott,Hartfell Hill RC,MV60,00:41:12
29,Davies,Carolyn,Hartfell Hill RC,FV50,00:41:53
30,Comerford,Mike,Hartfell Hill RC,MV60,00:41:55
31,Stewart,Beverley,Unattached,FV40,00:43:04
32,Birch,Frank,Lauderdale Limpers ,MV70,00:43:51
33,Creighton,Alan,Annan and District AC,MV60,00:45:27
34,Gass,Wendy,Unattached,FV50,00:45:27
35,Robson,John,Unattached,MV60,00:47:10
36,Robson,Jean,Unattached,FV60,00:58:22
