FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Park,Luke,Hartfell HRC,M,01:09:24
2,Sullivan,Matthew,Shettleston Harriers,M,01:10:31
3,Stewart,Iain,Westerlands CCC,M40,01:11:04
4,Cox,Andrew,Moorfoot Runners,M40,01:12:44
5,Fark,Adam,Hartfell HRC,M,01:13:32
6,Neill,Kenneth,Ayr Seaforth AC,M40,01:17:15
7,Mackie,Peter,Shettleston Harriers,M40,01:20:46
8,Anderson,Adam,Hartfell HRC,M50,01:22:38
9,Wheeler,Mark,Hamilton Harriers,M40,01:22:58
10,Mcqueen,Craig,SBF Race Team,M50,01:25:27
11,Hellam,Lorna,Hartfell HRC,F,01:25:51
12,Taylor,James,Queensberry RC,M,01:26:34
13,Mongtomery,Robert,SBF Assault Team,M50,01:30:05
14,Mclean,Stuart,Ayr Seaforth AC,M50,01:30:11
15,Pryde,Gordon,Lomond HR,M60,01:31:25
16,McCabe,John,Troon Tortoises AC,M55,01:32:49
17,White,David,Kilmarnock Harriers & AC,M50,01:32:51
18,Gaffney,Kieran,Unattached,M50,01:33:14
19,Furse,Chris,Westerlands CCC,M50,01:34:28
20,Pugh,Roderick,Kilmarnock Harriers & AC,M60,01:36:07
21,Vivers,Gordon,Queensberry RC,M60,01:36:39
22,Duke,Alasdair,Westerlands CCC,M,01:37:01
23,Crisford,Ben,Hartfell HRC,M,01:39:50
24,Murray,Stuart,Unattached,M50,01:41:33
25,Darrell,Seren,Helm Hill RC,M,01:42:34
26,Ingram,Claire,Hartfell HRC,F40,01:42:54
27,Pattinson,Robert,Mothewell AC,M50,01:43:31
28,Pettigrew,Iain,Ayr Seaforth AC,M50,01:44:32
29,Greatorex,Clive,Unattached,M55,01:46:00
30,Murray,Christopher,Unattached,M,01:46:35
31,Gallagher,Kerry,Unattached,F40,01:46:40
32,Buciute,Jurgita,Unattached,F40,01:47:34
33,Park,Archibald,Hartfell HRC,M60,01:55:02
34,Minto,Johnny,Queensberry RC,M55,02:04:55
35,Reid,Susanne,Queensberry RC,F,02:10:06
36,Latham,Mark,Northumberland FR,M60,02:12:43
37,Srivastava,Raj,Unattached,M40,02:40:43
38,Dawson,Liz,Queensberry RC,F60,02:42:43
39,Hanlon,Lynsey,Queensberry RC,M,02:43:43
40,Cameron,Alan,Queensberry RC,F,02:45:43
