FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Valdes,Francisco Javier Cabrera,Highland Hill Runners,M,00:48:27
2,Foggo,Iain,Lochaber AC,M,00:48:41
3,Wilson,Peter,Lochaber AC,M,00:49:10
4,Dent,Alex,Lochaber AC,M,00:49:26
5,Rollo,Euan,Inverness Harriers,M,00:49:34
6,Williams,Francis,Highland Hill Runners,M40,00:49:41
7,Hutson,Liam,Lochaber AC,M,00:49:49
8,MacKenzie,Ruaraidh,Lochaber AC,M,00:50:14
9,MacKenzie,Fraser,Lochaber AC,M,00:50:34
10,Macdonald,Matt,Lochaber AC,M,00:50:49
11,Bentley,Alfie,Lochaber AC,M,00:50:56
12,Cameron,Angus,Lochaber AC,M,00:51:51
13,French,Joe,Lochaber AC,M40,00:52:10
14,Weir,Jonathan,Unattached,M40,00:54:50
15,Davidson,Gregor,Lochaber AC,M40,00:55:09
16,Wilson,Stewart,Highland Hill Runners,M50,00:55:20
17,Dodman,Ben,Lochaber AC,M40,00:55:29
18,Smith,Alan,Deeside Runners,M60,00:55:38
19,Lamont,Donald,Lochaber AC,M,00:55:42
20,Mackay,Isla,Lochaber AC,F,00:55:50
21,Currie,Jamie,Lochaber AC,M40,00:56:06
22,Gamble,Connor,Lochaber AC,M,00:56:54
23,Moynihan,Edie,Lochaber AC,F,00:57:00
24,Moynihan,Eilidh,Lochaber AC,F,00:58:11
25,Jamieson,Alex,Cuillin Dubh HRC,M,00:58:31
26,McBeath,Niall,Lochaber AC,M50,00:59:02
27,Walters,Lisette,Lochaber AC,F,00:59:28
28,Macdonald,Kira,Lochaber AC,F,01:00:50
29,Kennedy,Peter,Lochaber AC,M50,01:00:54
30,Martin,Nathan,Lochaber AC,M40,01:01:09
31,Disher,Amy,Lochaber AC,F,01:01:30
32,Reid,Don,Westerlands CCC,M60,01:01:52
33,Cuinu,Laurence,Lochaber AC,M50,01:03:10
34,Jamieson,David,Cuillin Dubh HRC,M50,01:03:13
35,Blackley,Lisa,Unattached,F40,01:03:17
36,Cameron,Bill,Lochaber AC,M40,01:04:26
37,Prins,Lucy,Lochaber AC,F50,01:05:13
38,Lynch,Thomas,Lochaber AC,M40,01:06:30
39,Daynes,Ed,Lochaber AC,M50,01:06:41
40,Connolly,Michael,Lochaber AC,M60,01:07:26
41,Lang,Kenny,Lochaber AC,M50,01:08:01
42,Treasurer,Jim,Lochaber AC,M60,01:08:06
43,Reynaud,Jordan,Unattached,M,01:08:34
44,Duncan,Davy,Ochills,M60,01:09:20
45,Davie,Bruce,Lochaber AC,M50,01:10:05
46,Wilson,Alison,Highland Hill Runners,F50,01:10:15
47,Currie,Alice,Unattached,F,01:10:27
48,Denny,Colin,Lochaber AC,M50,01:10:31
49,Dent,Alan,Lochaber AC,M60,01:10:33
50,Morgan,Sharyn,Lochaber AC,F40,01:11:03
51,Ross,Susan-Jane,Lochaber AC,F50,01:13:28
52,Berrie,Peter,Lochaber AC,M70,01:14:32
53,Macdonald,Willie,Lochaber AC,M60,01:14:49
54,Treasurer,Claire,Lochaber AC,F40,01:16:21
55,Tighe,Mick,Lochaber AC,M70,01:17:16
56,MacDonald,Lorna,Lochaber AC,F,01:17:57
57,Delaney,Claire,Lochaber AC,F,01:17:57
58,Cameron,Callum,Lochaber AC,M40,01:18:47
59,Warboys,Helen,Lochaber AC,F40,01:21:26
60,Pearce,Emma,Lochaber AC,F50,01:24:05
61,Collins,Ritchie,Lochaber AC,M50,01:26:03
62,Potter,Sam,Lochaber AC,F,01:29:10
63,Potter,Julie,Unattached,F,01:29:10
64,Smith,Laura,Lochaber AC,F,01:29:27
65,Smith,Luke,Unattached,M,01:29:57
66,Macdonald,Ashley,Lochaber AC,F,01:50:24
