FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Battle,Hamish,Metro Aberdeen,M,00:32:11
2,Espie,James,Deeside Runners,M,00:32:22
3,Henry,Peter,Deeside Runners,M,00:35:17
4,Dempster,Calum,Unattached,MJ,00:36:08
5,Smith,Alan,Deeside Runners,M50,00:40:07
6,Stewart,Douglas,Unattached,MJ,00:41:44
7,Anderson,Callum,Cosmic Hillbashers,M,00:41:51
8,Croll,David,Deeside Runners,M50,00:42:09
9,Sheridan,Bob,Unattached,M50,00:42:35
10,Hirst,David,Deeside Runners,M50,00:43:14
11,Hyland,Liam,Unattached,M,00:43:32
12,Payne,Lina,Deeside Runners,F50,00:43:44
13,Cruickshank,Greig,JSK Running Club,M50,00:44:10
14,Hendrson,katie,Deeside Runners,F40,00:44:52
15,Ingram,Richard ,Cosmic Hill Bashers,M40,00:45:57
16,Dunn,Sarah,Deeside Runners,F50,00:46:06
17,Provan,Louise,Cosmic Hillbashers,F40,00:46:31
18,Lornie,Graeme,Unattached,M50,00:46:42
19,Gomersall,Sam,Cosmic Hillbashers,M50,00:46:58
20,McLelland,Drew,Alford Running Club,M40,00:47:01
21,Dick,Alan,Cosmic Hillbashers,M50,00:47:33
22,Entwistle,Marie,Deeside Runners,F40,00:47:47
23,Anderson,Graeme,Deeside Runners,M50,00:48:09
24,Pearce,katie,Cosmic Hill Bashers,F40,00:48:25
25,Hamilton,Ian,Cosmic Hillbashers,M50,00:48:48
26,Kerridge,Donald ,Deeside Runners,M50,00:48:58
27,Radford,Mark,Insch Trail Running Club,M50,00:49:00
28,Robertson,Hugh,Insch Trail Running Club,M40,00:49:42
29,Duncan,David,Unattached,M60,00:51:08
30,Cousins,Nicola,Insch Trail Running Club,F40,00:51:50
31,Gomersall,Lesley,Cosmic Hillbashers,F50,00:52:23
32,Buskie,Luke,Unattached,M,00:53:24
33,Wood,Charlie,Insch Trail Running Club,M50,00:56:02
34,Larmour,Pauline,Cosmic Hillbashers,F50,00:56:09
35,Wright,Denise,Deeside Runners,F50,00:57:16
36,Wallace,Liz,Deeside Runners,F60,00:57:40
37,Wallace,Joe,Unattached,M60,00:57:42
38,Harcus,Matthew,Unattached,M,00:59:05
