FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Cooper,Kieran,Cambuslang Harriers,M,00:27:05
2,Hartley,Josh,Black Combe,M,00:28:25
3,Cooper,Richard,Cambuslang Harriers,M50,00:33:04
4,Traynor,Oliver,Giffnock North AC,M,00:34:29
5,Matthews,Steve,Dundee Hawkhill,M50,00:35:36
6,Davis,Adrian,Lomond Hill Runners,M60,00:35:55
7,Hall,Will,North Leeds Fell Runners,M,00:36:55
8,Jarvis,James,HBT,M50,00:37:13
9,McInally,Hannah,Strathearn Harriers,F,00:37:40
10,Smith,Bruce,Lomond Hill Runners,M55,00:38:58
11,Pryde,Gordon,Lomond Hill Runners,M60,00:39:06
12,Gallagher,Andy,Strathearn Harriers,M60,00:39:13
13,Stevenson,Tyler,Lomond Hill Runners,M,00:42:43
14,Matthews,Catherine,Dundee Hawkhill,F40,00:43:04
15,Gallagher,Rachel,Strathearn Harriers,F50,00:43:21
16,Cessford,Lee,Falkland Trail Runners,M40,00:46:13
17,Williamson,Philip,Unattached,M60,00:46:41
18,Pease,David,Falkland Trail Runners,M55,00:46:53
19,Johnstone,Michelle,Fife AC,F40,00:46:54
20,Fraser,Ronald,Dundee RR,M60,00:47:10
21,Small,John,Unattached,M50,00:47:42
22,Watson,Nicola,Strathearn Harriers,F55,00:48:18
23,Hatcher,Terry,Unattached,M40,01:08:55
24,Alcock,Jude,Falkland Trail Runners,F65,01:10:12
25,Gardener,Sandra,Falkland Trail Runners,F50,01:22:19
26,Gardener,Alan,Falkland Trail Runners,M50,01:23:18
