FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Chepelin,Alexander,Carnethy HRC,M,00:27:56
2,Cooper,Kieran,Carnethy HRC,M,00:29:05
3,Adkin,Jacob,Moorfoot Runners,M,00:29:37
4,Boswood,Rowan,Carnethy HRC,M,00:29:43
5,Campbell,Alasdair,Cambuslang Harriers,M,00:29:45
6,Wilson,Felix,Carnethy HRC,M,00:30:02
7,Espie,James,Deeside Runners,M,00:30:09
8,Dry,Dan,Shettleston Harriers,M,00:30:13
9,Simpson,Robert,Shettleston Harriers,M,00:30:13
10,Pulham,Harry,Shettleston Harriers,M,00:30:15
11,Lennon,Eoin,Carnethy HRC,M,00:30:33
12,Thornton,Alistair,Ochil Hill Runners,M,00:30:40
13,Owens,Tom,Shettleston Harriers,M40,00:30:40
14,Thomson,Fearghas,Granite City Harriers,M,00:30:42
15,Dunn,James,Corstorphine AAC,M,00:31:06
16,Fallas,Andy,Carnethy HRC,M40,00:31:07
17,Fisher,Calum,Unattached,M,00:31:10
18,Halsall,Steve,Shettleston Harriers,M,00:31:13
19,Ashwood,Daniel,Carnethy HRC,M,00:31:14
20,Lara Molina,Rodrigo,Carnethy HRC,M,00:31:17
21,Mann,Joe,Highland Hill Runners,M,00:31:18
22,Smith,Aidan,Carnethy HRC,M,00:31:24
23,Malcolm,Gregor,Ochil Hill Runners,M,00:31:36
24,Wilkinson,Marc,Lauderdale Limpers RC,M,00:31:43
25,Feltbower,Stephen,Ochil Hill Runners,M40,00:31:44
26,Callan,Thomas,Westerlands CCC,M,00:31:51
27,Sullivan,Matthew,Moorfoot Runners,M,00:32:04
28,Taylor,Jack,Ochil Hill Runners,M,00:32:26
29,Hutson,Liam,Lochaber AC,M,00:32:29
30,Symonds,Joe,Shettleston Harriers,M,00:32:32
31,Lennox,Jethro,Shettleston Harriers,M40,00:32:41
32,Gilmore,Iain,Carnethy HRC,M,00:32:44
33,Hill,Alex,Lochaber AC,M,00:32:49
34,Battle,Hamish,Metro Aberdeen RC,M,00:32:53
35,Pagett,Harris,Strathearn Harriers,MU18,00:33:09
36,Stewart,Gregor,Westerlands CCC,M,00:33:23
37,Reid,Michael,Carnethy HRC,M40,00:33:28
38,Sedman,Eliot,Carnethy HRC,M40,00:33:29
39,Hamlin,Robert,Westerlands CCC,M,00:33:33
40,Wainwright,Sam,Ochil Hill Runners,M,00:33:38
41,Wood,Fergus,Deeside Runners,M,00:33:44
42,Richmond,Kenny,Shettleston Harriers,M50,00:33:49
43,McLeod,Alasdair,Ochil Hill Runners,M,00:33:57
44,Crutchfield,Stuart,Westerlands CCC,M,00:34:02
45,Turnbull,Jon,Strathearn Harriers,M,00:34:04
46,Macrae,Andrew,Carnethy HRC,M50,00:34:04
47,Nicholson,James,Carnethy HRC,M,00:34:08
48,Page,Holly,Carnethy HRC,F,00:34:16
49,Phillips,George,Westerlands CCC,M,00:34:17
50,Moran,Colm,Carnethy HRC,M,00:34:31
51,MacKenzie,Fraser,Lochaber AC,M,00:34:37
52,Maciver,Alasdair,Westerlands CCC,M,00:34:39
53,Braby,Liam,Carnethy HRC,M,00:34:39
54,Reid,Lewis,Strathclyde Uni MC,M,00:34:40
55,Connaghan,John,Shettleston Harriers,M50,00:34:40
56,Pender,Iain,Shettleston Harriers,M,00:34:40
57,Stewart,Iain,Gala Harriers,M40,00:34:41
58,MacDonald,Matt,Lochaber AC,M,00:34:43
59,Gallacher,Craig,Westerlands CCC,M,00:34:45
60,Shepherd,Oscar,Edinburgh Uni H & H,M,00:34:54
61,Davis,Andrew,Ochil Hill Runners,M40,00:34:57
62,Gatherer,Struan,Strathtay Harriers,MU18,00:34:59
63,Owen,Rob,Carnethy HRC,M,00:35:01
64,Gilmore,Andrew,Highland Hill Runners,M,00:35:02
65,Lavin,Daniel,Moorfoot Runners,M,00:35:03
66,Smith,Tom,Lochaber AC,M40,00:35:04
67,Chebbout,Ryad,Shettleston Harriers,M,00:35:05
68,Horne,Arran,Westerlands CCC,M,00:35:12
69,Mackinnon,Kerr,Perth RR,M,00:35:13
70,Carter,Justin,Cambuslang Harriers,M50,00:35:17
71,MacKenzie,Ruaraidh,Lochaber AC,M,00:35:21
72,Naylor,Donald,HBT,M50,00:35:27
73,Barclay,Glenn,Fife AC,M,00:35:27
74,Shields,Andrew,Shettleston Harriers,M,00:35:28
75,Ker,Gregor,Lauderdale Limpers RC,M,00:35:31
76,Morris,Ross,Westerlands CCC,M,00:35:33
77,Donnelly,Colin,Unattached,M60,00:35:34
78,Wiseman,Bob,Ochil Hill Runners,M40,00:35:39
79,Cox,Andrew,Moorfoot Runners,M40,00:35:41
80,Eisen,Luis,Shettleston Harriers,M,00:35:41
81,Karpowicz,Marcin,Portobello RC,M,00:35:42
82,Lamont,Andrew,Carnethy HRC,M40,00:35:45
83,McAlinden,Niall,Westerlands CCC,M,00:35:54
84,Hodgson,Sarah,Carnethy HRC,F,00:35:55
85,Buglass,Donnie,Shettleston Harriers,M,00:36:07
86,Thomas,Ben,Carnethy HRC,M,00:36:15
87,MacDonald,Catriona,Bellahouston Roadrunners,F,00:36:18
88,Cruickshanks,Ross,Shettleston Harriers,M,00:36:20
89,Watson,Cameron,Lomond Hill Runners,M50,00:36:29
90,Winter,Stephen,Shettleston Harriers,M40,00:36:32
91,Blackbourn,Luke,Carnethy HRC,M,00:36:36
92,Grant,Steve,Ochil Hill Runners,M,00:36:49
93,Callender,James,Westerlands CCC,M,00:36:55
94,Leigh,Helen,Highland Hill Runners,F,00:36:56
95,Foreman,Ella,Westerlands CCC,F,00:37:01
96,MacKay,Ryan,Lochaber AC,M,00:37:01
97,Wheeler,Gareth,Carnethy HRC,M,00:37:07
98,Downs,Ellen,Westerlands CCC,F,00:37:07
99,Hanson,Beth,Moorfoot Runners,F,00:37:09
100,Whitlie,Stewart,Carnethy HRC,M60,00:37:10
101,Lorimer,Hayden,HBT,M50,00:37:17
102,Clare Barber,Zoe,Shettleston Harriers,F,00:37:23
103,Urquhart,John,Moray Road Runners,M55,00:37:25
104,Muir,Jonny,Carnethy HRC,M40,00:37:31
105,Busby,Christopher,Carnethy HRC,M40,00:37:34
106,Mudge,Angela,Ochil Hill Runners,F50,00:37:37
107,Anderson,Adam,Hartfell Hill Runners,M55,00:37:41
108,Mahoney,Luke,Westerlands CCC,M,00:37:49
109,Reid,Jim,Strathearn Harriers,M40,00:37:53
110,Newnham,Paul,Carnethy HRC,M40,00:38:03
111,Macphail,Catherine Joanne,Shettleston Harriers,F,00:38:05
112,Ashworth,James,Ochil Hill Runners,M50,00:38:13
113,Clarkson,Alex,Shettleston Harriers,M,00:38:16
114,Peters,Ella,Westerlands CCC,F,00:38:19
115,Cameron,Angus,Lochaber AC,M,00:38:19
116,Wilkinson,Chris,Highland Hill Runners,M,00:38:23
117,Henderson,Scott,Westerlands CCC,M40,00:38:26
118,Davis,Adrian,Lomond Hill Runners,M60,00:38:27
119,Dodman,Ben,Lochaber AC,M40,00:38:28
120,Watson,Madeleine,Law and District AAC,F,00:38:40
121,Newton,Matt,Kinross RR,M40,00:38:56
122,Tuck,Ian,Ochil Hill Runners,M40,00:39:03
123,Fallas,Helen,Carnethy HRC,F,00:39:23
124,Busby,John,Carnethy HRC,M40,00:39:27
125,Wilson,Stewart,Highland Hill Runners,M55,00:39:30
