FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Elkington,Matt,Ambleside,M,01:24:21
2,Espie,James,Deeside Runners,M,01:26:10
3,Owens,Tom,Shettleston Harriers,M40,01:30:52
4,Ross,Alan,Lochaber AC,M40,01:33:16
5,Thorburn,Ewan,Lochaber AC,M40,01:33:29
6,Fraser,Callum,Lochaber AC,M,01:34:01
7,Hill,Alex,Lochaber AC,M,01:38:08
8,Gallacher,Craig,Westerlands CCC,M,01:39:45
9,MacKenzie,Ruaraidh,Lochaber AC,M,01:40:26
10,Day,Tom,Keswick AC,M,01:41:38
11,MacDonald,John Lawrie,Lochaber AC,M40,01:42:41
12,Grant-Pantrey,Chris,Shettleston Harriers,M,01:42:54
13,Campbell,Garry,Lochaber AC,M,01:43:00
14,Davidson,Gregor,Lochaber AC,M40,01:44:37
15,Drysdale,Simon,Lochaber AC,M,01:45:29
16,Griffiths,Bruce,Unattached,M,01:46:17
17,Dent,Alexander,Lochaber AC,M,01:46:28
18,Dodman,Ben,Lochaber AC,M40,01:46:30
19,Battle,Hamish,Metro Aberdeen,M,01:48:48
20,Shaw,Ruairidh,Lochaber AC,M,01:49:10
21,Macphail,Catherine Joanne,Shettleston Harriers,F,01:51:33
22,Cameron,Angus,Lochaber AC,M,01:52:21
23,Hamilton,Rob,Lochaber AC,M40,01:52:40
24,Currie,Jamie,Lochaber AC,M40,01:53:15
25,MacKay,Ryan,Lochaber AC,M,01:53:16
26,Henderson,Walter,Cumbernauld AAC,M50,01:54:20
27,Allsop,David,Kirkintilloch Olympians,M50,01:54:21
28,Johnstone,Leo,Unattached,M,01:54:25
29,Kitching,Callum,Keswick AC,M,01:54:51
30,MacDonald,Sarah,Lochaber AC,F,01:55:01
31,Wilson,Stewart,Highland Hill Runners,M50,01:55:01
32,Anderson,Micky,Westerlands CCC,M60,01:55:02
33,Leigh,Helen,Highland Hill Runners,F,01:58:45
34,Comiskey,Sean,Lochaber AC,M40,01:59:03
35,Ferguson,Norman,Stornoway Running & AC,M,01:59:28
36,Deamer,Matt,Cuillin Dubh RC,M,01:59:41
37,Ockenden,John,HBT,M,01:59:52
38,Walter,Lisette,Lochaber AC,F40,02:00:07
39,MacDonald,Steve,Lochaber AC,M,02:01:17
40,Kennedy,Peter,Lochaber AC,M50,02:05:05
41,Tresidder,Esmond,Lochaber AC,M40,02:05:41
42,Lamont,Donald,Lochaber AC,M,02:05:57
43,Mangan,Clodagh,Westerlands CCC,F,02:06:06
44,Roberts,Grant,EK Fitness,M,02:06:06
45,Riggans,Liam,Carnethy HRC,M,02:06:08
46,Kennedy,Ali,Lochaber AC,M60,02:06:09
47,Macdonald,Debbie,Unattached,F,02:06:12
48,Normand,Will,Carnethy HRC,M,02:08:20
49,Comber,Ayron,Deeside Runners,M40,02:08:21
50,Templeman,Simon,Ochil Hill Runners,M50,02:08:34
51,Robbins,Hugo,Westerlands CCC,M,02:09:08
52,MacDonald,Gio,Carnethy HRC,M40,02:09:12
53,MacRae,Olivia,Lochaber AC,F,02:09:13
54,Darling,Christopher,Lomond Hill Runners,M40,02:09:33
55,Mahoney,Luke,Westerlands CCC,M,02:09:39
56,Blackhall,Amanda,Lochaber AC,F50,02:10:24
57,Finch,Tom,Westerlands CCC,M,02:11:50
58,Cameron,Fraser,Lochaber AC,M,02:12:14
59,Shaw,Lyndsey,Lochaber AC,F40,02:14:16
60,Thomson,Iain,Lomond Hill Runners,M40,02:14:46
61,Shaw,Richard,Lochaber AC,M50,02:17:20
62,Reid,Don,Westerlands CCC,M60,02:17:43
63,Forster,Damian,Lochaber AC,M50,02:17:50
64,Taylor,Gordie,Highland Hill Runners,M60,02:18:22
65,McAlinden,Niall,Westerlands CCC,M,02:18:57
66,Tinnion,Fiona,Unattached,F,02:19:20
67,Wishart,Bronagh,Lochaber AC,F,02:19:43
68,Findlay-Robinson,Rachel,Westerlands CCC,F,02:20:03
69,Gilmore,Iain,Carnethy HRC,M,02:20:10
70,Taylor,Lucy,Unattached,F,02:20:14
71,Martin,Nathan,Lochaber AC,M50,02:20:15
72,Kennedy,Michaela,Lochaber AC,F,02:20:26
73,Gilmore,Andrew,Highland Hill Runners,M,02:21:46
74,Paterson,Robert,Lochaber AC,M40,02:21:56
75,Munro,David,Lochaber AC,M50,02:22:40
76,White,Georgia,Lochaber AC,F,02:22:41
77,Lamont,Allan,Lochaber AC,M40,02:24:28
78,Partington,Tom,Westerlands CCC,M,02:24:44
79,Baird,Gemma,Unattached,F40,02:26:07
80,Reis,Rodrigo,Shettleston Harriers,M40,02:26:24
81,Simpson,Iain,Lomond Hill Runners,M50,02:26:57
82,MacBeath,Niall,Lochaber AC,M50,02:27:54
83,Forster,Nicola,Lochaber AC,F50,02:28:32
84,Corner,Julie,Lochaber AC,F50,02:34:18
85,Williamson,Ben,Carnethy HRC,M,02:41:29
86,Allen,Lynne,Unattached,F,02:41:38
87,MacKenzie,Morvern,Unattached,F40,02:41:59
88,Blain,Ben,Unattached,M50,02:42:07
89,Cameron,Kathleen,Lochaber AC,F,02:42:10
90,Ross,Susan-Jane,Lochaber AC,F50,02:48:37
91,MacGillivray,Shelley,Lochaber AC,F,02:49:28
92,Sommerville,Emma,Westerlands CCC,F,02:49:40
93,Simpson,Laura,Lochaber AC,F,02:54:50
94,McDougall,Simon,Bellahouston Harriers,M40,02:56:35
95,Webster,Anna,Lochaber AC,F,03:05:08
96,Valentine,Chloe,Lochaber AC,F40,03:06:31
97,Morrison,Lewis,Lochaber AC,M,03:17:13
98,Dunn,Sandy,EK Fitness,M60,03:17:51
99,Kirkpatrick,Elspeth,EK Fitness,F50,03:17:51
