FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Thornton,Alistair,Ochil Hill Runners,M,00:28:16
2,Pulham,Harry,Shettleston Harriers,M,00:28:20
3,Stewart,Gregor,Westerlands CCC,M,00:29:16
4,McCall,Andrew,Greenock Glenpark Harriers,M,00:30:39
5,Phillips,George,Westerlands CCC,M,00:30:53
6,MacCorquodale,Iain,Cambuslang Harriers,M40,00:30:58
7,Richmond,Kenny,Shettleston Harriers,M50,00:31:24
8,McAlinden,Niall,Westerlands CCC,M,00:31:31
9,Stables,Alastair,Giffnock North AC,M,00:31:39
10,Clarkson,Alex,Shettleston Harriers,M,00:31:50
11,MacLeod,James,Garscube Harriers,M40,00:32:05
12,Houston,Craig,Irvine Running Club,M,00:32:15
13,Horne,Arran,Westerlands CCC,M,00:32:27
14,Hamlin,Robert,Westerlands CCC,M,00:33:14
15,Maciver,Alasdair,Westerlands CCC,M,00:33:27
16,Neill,Kenneth,Ayr Seaforth AAC,M40,00:33:34
17,Hatfield,David,Unattached,M,00:33:41
18,Lee,Greg,Unattached,M,00:33:48
19,Stark,Adam,Bellahouston Harriers,M,00:33:54
20,Anderson,Ross,Westerlands CCC,M,00:34:17
21,Foreman,Ella,Westerlands CCC,F ,00:34:20
22,Buglass,Donnie,Shettleston Harriers,M,00:34:23
23,McMillan,Alan,Unattached,M,00:34:25
24,Warman,Julian,HBT,M50,00:34:33
25,Anderson,Micky,Westerlands CCC,M60,00:34:47
26,Brown,Gareth,North Ayrshire AC,M40,00:35:00
27,Doherty,Daniel,Greenock Glenpark Harriers,M40,00:35:25
28,Weaver,Barbora,Unattached,F ,00:35:35
29,Lorimer,Hayden,HBT,M50,00:35:36
30,Edenborough,Calum,Unattached,M,00:35:42
31,Peters,Ella,Westerlands CCC,F ,00:35:46
32,Weir,Jonathan,Unattached,M40,00:35:53
33,Harkin,Richard,Unattached,M,00:35:55
34,Stuart,Megan,Westerlands CCC,F ,00:36:06
35,Riggans,Liam,Carnethy HRC,M,00:36:12
36,Shaw,Lee,Bellahouston Harriers,M,00:36:18
37,Lorimer,Ryan,Unattached,M,00:36:24
38,Watson,Edward,Unattached,M,00:37:03
39,Smith,Alan,Deeside Runners,M60,00:37:17
40,Crawford,Ross,Unattached,M40,00:37:20
41,Brodie,Stuart,Ochil Hill Runners,M40,00:37:23
42,Wood,Helen,Westerlands CCC,F ,00:37:40
43,Osborne,Patrick,Unattached,M,00:37:49
44,Mooney,Edel,Ochil Hill Runners,F40,00:38:19
45,Gordon,Helen,Westerlands CCC,F ,00:38:26
46,Reid,Don ,Westerlands CCC,M60,00:38:33
47,Caldwell,Mark,Ayr Seaforth AAC,M50,00:38:39
48,Roper,Marc,Westerlands CCC,M60,00:38:48
49,Normand,Ivor,HBT,M50,00:39:01
50,Philbrick,Sophie,Westerlands CCC,F ,00:39:12
51,Garnett,Ian,Unattached,M,00:39:24
52,Reis,Rodrigo,Shettleston Harriers,M40,00:39:33
53,MacMahon,Kenneth,Unattached,M40,00:39:37
54,McGreevy,Paul,Unattached,M50,00:39:46
55,Campbell,Duncan,Westerlands CCC,M,00:40:26
56,Sandhu,Kal,Westerlands CCC,M,00:40:37
57,Dawson,Nicola,Westerlands CCC,F40,00:40:41
58,Easton,Ian,Westerlands CCC,M50,00:40:50
59,Carson,Andrew,Unattached,M50,00:40:54
60,Murwill,Phil,Shettleston Harriers,M40,00:40:59
61,Cunningham,Kerry,Westerlands CCC,F ,00:41:14
62,Begley,Tommy,Irvine Running Club,M50,00:41:41
63,Findlay-Robinson,Rachel,Westerlands CCC,F ,00:41:46
64,Muir,Stuart,Ayrshire Trail Runners,M40,00:41:47
65,Ward,Jason,Unattached,M,00:41:48
66,Furse,Chris,Westerlands CCC,M50,00:41:52
67,Partington,Tom,Westerlands CCC,M,00:42:05
