FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Jones,Kris,Dundee Hawkhill,M,02:47:44
2,Dry,Dan,Shettleston Harriers,M,03:03:01
3,Paterson,Stuart,RTC Warriors,M,03:03:07
4,Malcolm,Gregor,Ochil Hill Runners,M,03:04:54
5,Sinclair,Rob,Highland Hill Runners,M,03:05:59
6,Halsall,Steve,Shettleston Harriers,M,03:06:04
7,Milton,Sam,Moray Road Runners,M,03:06:18
8,Espie,James,Deeside Runners,M,03:08:17
9,Fallas,Andrew,Carnethy HRC,M40,03:12:03
10,Stubbs,Harrison,Westerlands CCC,M,03:16:00
11,Davies,Fred,Shettleston Harriers,M,03:16:32
12,Taylor,Jack,Ochil Hill Runners,M,03:17:16
13,Richmond,Kenny,Shettleston Harriers,M50,03:18:04
14,Pender,Iain,Shettleston Harriers,M,03:18:13
15,Wilkinson,Marc,Lauderdale Limpers,M,03:19:21
16,Sullivan,Matthew,Moorfoot Runners,M,03:22:19
17,Lamont,Andrew,Carnethy HRC,M40,03:24:25
18,Phillips,George,Westerlands CCC,M,03:25:55
19,Stewart,Gregor,Westerlands CCC,M,03:26:28
20,Feltbower,Stephen,Ochil Hill Runners,M40,03:27:48
21,Stewart,Iain,Gala Harriers,M40,03:29:31
22,Lennox,Jethro,Shettleston Harriers,M40,03:30:08
23,Kafka,Graeme,HBT,M40,03:31:53
24,Macphail,C J,Shettleston Harriers,F,03:32:07
25,Hodgson,Sarah,Carnethy HRC,F,03:35:48
26,Sedman,Eliot,Carnethy HRC,M40,03:36:52
27,Connaghan,John,Shettleston Harriers,M50,03:38:44
28,Owen,Rob,Carnethy HRC,M,03:39:58
29,Eisen,Luis,Shettleston Harriers,M,03:39:58
30,Winter,Stephen,Shettleston Harriers,M40,03:42:20
31,Smith,Alan,Deeside Runners,M60,03:43:48
32,Henderson,Walter,Cumbernauld AAC,M55,03:43:49
33,Chebbout,Ryad,Shettleston Harriers,M,03:44:38
34,Cruickshanks,Ross,Shettleston Harriers,M,03:47:36
35,Foreman,Ella,Westerlands CCC,F,03:48:37
36,Cornall,Matilda,Shettleston Harriers,F,03:49:52
37,Riggans,Liam,Carnethy HRC,M40,03:49:53
38,Fallas,Helen,Carnethy HRC,F,03:50:31
39,Mudge,Angela,Ochil Hill Runners,F50,03:51:59
40,Williams,Dominic,Dundee RR,M,03:52:27
41,Peters,Ella,Westerlands CCC,F,03:54:48
42,Hutchinson,David,Unattached,M,03:56:20
43,Bothwell,Alexander,Unattached,M,03:56:49
44,Johnstone,Leo,Dunbartan AC,M,03:57:15
45,Blaikie,Robert,Westerlands CCC,M,03:57:43
46,Watson,Cameron,Lomonds,M50,03:58:21
47,Manners,Will,Strathearn Harriers,M55,03:58:42
48,Eriksen,Thomas,Unattached,M,04:01:28
49,Mitchell,Rory,Carnethy HRC,M40,04:01:50
50,Downs,Ellen,Westerlands CCC,F,04:02:13
51,Andrews,Steven,Highland Hill Runners,M40,04:02:39
52,Martin,Craig,Unattached,M,04:04:43
53,Anderson,Micky,Westerlands CCC,M60,04:04:49
54,Henderson,Scott,Westerlands CCC,M40,04:07:59
55,Little,Rachel,Insch TRC,F40,04:09:06
56,McGill,Alison,Fife AC,F40,04:09:11
57,Shields,Andrew,Shettleston Harriers,M,04:09:45
58,Spinks,Nicky,Dark Peak FR,F55,04:10:07
59,Roberts,Grant,EK Fitness,M,04:10:30
60,McCartney,Cameron,Ochil Hill Runners,M,04:11:55
61,Adams,David,Unattached,M40,04:12:29
62,Patton,Ellen,Dark Peak FR,FU23,04:12:33
63,Vassallo,Alexander,Dundee Hawkhill,M,04:12:37
64,Strachan,Andrew,Westerlands CCC,M,04:18:01
65,Ashworth,James,Ochil Hill Runners,M50,04:18:23
66,Smith,Bruce,Lomonds,M55,04:19:33
67,Best,Michelle,Ochil Hill Runners,F40,04:19:49
68,Beard,Romy,Westerlands CCC,F40,04:19:50
69,Horsfield,Fiona,Kinross Road Runners,F40,04:19:50
70,Gillies,Sam,Carnethy HRC,M,04:20:27
71,Riach,David,Westerlands CCC,M55,04:20:35
72,Hetherington,Michelle,Carnethy HRC,F55,04:20:40
73,Wilson,Rob,Penicuik Harriers,M50,04:20:53
74,Reis,Rodrigo,Shettleston Harriers,M40,04:23:03
75,Ball,Duncan,Penicuik Harriers,M60,04:23:12
76,Reid,Don,Westerlands CCC,M65,04:23:27
77,Smith,Matthew,Forth Valley Orienteers,M55,04:24:01
78,Reid,Lewis,Strathclyde Uni MC,MU23,04:24:17
79,Tullie,John,Teviotdale Harriers,M65,04:24:38
80,Dick,Iain,Unattached,M,04:25:15
81,Hughes,Dominic,Dundee RR,M,04:25:22
82,McCahill,Emma,Westerlands CCC,F,04:29:50
83,Dudchenko,Paul,Linlithgow AC,M55,04:32:02
84,Wilson,Malcolm,Westerlands CCC,M,04:33:17
85,Cavanagh,Patrick,University of Aberdeen AC,MU23,04:33:46
86,Macbeth,Gaby,Westerlands CCC,F40,04:35:44
87,Tirbooman,Alice,Westerlands CCC,F,04:36:31
88,Bowman,Clive,Perth Road Runners,M50,04:37:48
89,Donnelly,John,Ochil hill runners,M50,04:38:59
90,Ingram,Richard,Cosmics,M50,04:41:25
91,Mayers,James,Musselburgh ,M60,04:42:30
92,Rennie,Willie,PH Racing Club,M55,04:42:45
93,Findlay-Robinson,Rachel,Westerlands CCC,F,04:43:29
94,Wilkinson,Owen,Carnethy HRC,M,04:43:41
95,Smith,Eleanor,Fife AC,F40,04:44:15
96,Taylor,Dan,Todmorden Harriers,M40,04:44:45
97,Templeman,Simon,Ochil Hill Runners,M50,04:48:24
98,Willson,Ed,Unattached,M,04:48:32
99,Pugh,Roderick,Kilmarnock Harriers,M65,04:48:43
100,Hill,Christopher,Unattached,M55,04:52:30
101,Graz,Heather,Veterans AC,F50,04:54:39
102,Goodger,Michael,Westerlands CCC,M,04:55:31
103,Wise,Helen,Carnethy HRC,F40,04:56:28
104,Dean,Hazel,Ochil Hill Runners,F60,05:01:10
105,Bartlett,Pat,interlopers,M55,05:02:18
106,Tibbetts,Andrew,Unattached,M40,05:03:46
107,Ruddick,Jennifer,Westerlands CCC,F,05:03:50
108,Robertson,Hugh,Insch TRC,M40,05:04:01
109,Bryan-Jones,Kirsty,Dark Peak FR,F50,05:06:32
110,Lefevre,Lucas,Carnethy HRC,M40,05:07:52
111,Fullwood,Andrew,Westerlands CCC,M55,05:08:13
112,King,Steven,Carnegie Harriers,M50,05:11:04
113,Robbins,Hugo,Westerlands CCC,M,05:15:34
114,Turner,Dave,Lomonds,M50,05:16:52
115,Coward,Ben,Orkney Runners,M40,05:17:50
116,Donnelly,John,Westerlands CCC,M55,05:18:03
117,Macpherson,Keren,Fife AC,F55,05:18:03
118,Leech,John,Dallam RC,M60,05:20:09
119,Horne,Arran,Westerlands CCC,M,05:20:19
120,Cunningham,Hendrik,Milocarian AC,M,05:21:35
121,MacKinnon,Euan,Unattached,M,05:21:46
122,Thomas,Jamie,Dunbar AC,M40,05:24:31
123,Gilligan,Amy,Dundee RR,F,05:26:43
124,Simpson,David,Unattached,M,05:27:45
125,Dick,Alan,Cosmics,M55,05:30:03
126,Hanslmayr,Simon,Unattached,M40,05:37:06
127,McClymont,Jack,Unattached,M,05:39:46
128,Hunter,Craig,Unattached,M,05:40:00
129,Dick,Paul,Pitreavie AAC,M40,05:42:32
130,Asimaki,Zoe,Ochil Hill Runners,FU23,05:44:16
131,Kirkpatrick,Elspeth,EK Fitness,F50,05:45:19
132,Dunn,Sandy,EK Fitness,M65,05:45:20
133,Heffernan,Emer,Unattached,F,05:45:41
134,Lammers,Wiebke,Westerlands CCC,F40,05:46:04
135,Hewitt,Alexander,Unattached,M,05:50:38
136,Lockie,Paul,Teviotdale Harriers,M55,05:52:47
137,Purves,James,Gala Harriers,M65,05:52:54
138,MacEwan,John,Ochil Hill Runners,M55,05:53:25
139,Graz,Michael,Veterans AC,M50,05:57:27
