FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Murray,Hamish,Keswick AC,M,01:31:06
2,Cox,Andrew,Moorfoot Runners,M40,01:39:31
3,Lavin,Daniel,Moorfoot Runners,M,01:39:31
4,Anderson,Adam,Hartfell Hill Runners,M50,01:42:15
5,Finlay,Paul,Unattached,M,01:43:02
6,Ramage,Stephen,Hartfell Hill Runners,M,01:44:09
7,Anderson,Micky,Unattached,M50,01:44:44
8,Davidson,Gregor,Lochaber AC,M40,01:47:17
9,Park,Luke,Hartfell Hill Runners,M,01:49:38
10,Wilson,Rob,Penicuik Harriers,M50,01:49:53
11,Orton,Ben,Edinburgh Uni H&H,M,01:50:28
12,Banford,Alison,Hartfell Hill Runners,F40,01:52:10
13,Dickie,Adam,Dumfries RC,M40,01:52:45
14,Brodie,Stuart,Ochil Harriers,M40,01:58:16
15,Malcolmson,Craig,Hartfell Hill Runners,M50,01:58:39
16,Hetherington,Michelle,Carnethy ,F50,02:00:12
17,Beattie,Steven,Unattached,M,02:02:20
18,Irving,Roger,Hartfell Hill Runners,M60,02:02:20
19,Johnson,Bob,Gala Harriers,M60,02:02:25
20,Ingram,Claire,Hartfell Hill Runners,F40,02:02:36
21,Pryde,Gordon,Lomonds,M60,02:06:25
22,Holland,David,Unattached,M40,02:06:32
23,Gilmour,Andrew David,Unattached,M40,02:07:24
24,Ranage,Elysha,Hartfell Hill Runners,F,02:15:36
25,Kemp,Sadie,Penicuik Harriers,F40,02:23:06
26,Purves,James,Gala Harriers,M60,02:23:12
27,Murgatroyd,Ian,Hartfell Hill Runners,M50,02:24:52
28,Gordon,Nick,Hartfell Hill Runners,M50,02:24:57
29,Priestley,Janet,Hartfell Hill Runners,F60,02:25:15
30,Park,Archie,Hartfell Hill Runners,M60,02:37:50
31,Creighton,Alan,Annan and District AC,M60,03:03:22
32,Cameron,Linda,Queensberry Running Club,F50,03:03:22
33,Hanlon,Lynsey,Queensberry Running Club,F40,03:03:22
34,Gass,Wendy,Annan and District AC,F50,03:03:22
