FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Griffin,Sam,Aberdeen AAC,U20M,00:25:15
2,Bennet,Struan,Fife AC,U20M,00:25:28
3,Simpson,Robert,Shettleston H,SenM,00:25:40
4,Adkin,Scout,Moorfoot Runners,SenW,00:26:14
5,Bryson,Gavin,Highland HR,SenM,00:26:31
6,Luetchford,Alex,HBT,SenM,00:26:39
7,Wright,Angus,East Lothian AC,U17M,00:27:21
8,McRonald,Archie,Strathtay H,U17M,00:27:54
9,Macleod,Scott,Metro Aberdeen,SenM,00:27:59
10,Rollo,Euan,Inverness H,U20M,00:28:00
11,Misak,Milan,Moorfoot Runners,SenM,00:28:20
12,Stewart,Iain,Westerlands CCC,VetM,00:28:36
13,Field,Zico,Gala Harriers,U17M,00:28:45
14,Roberts,Chris,Ambleside AC,VetM,00:28:48
15,Downey,Jonathon,Kilmarnock H,U17M,00:29:11
16,Slimon,James,Highland HR,U20M,00:29:13
17,Penacchio Torres,Guillem,Fife AC,U17M,00:29:15
18,Christie,Ewan,Gala Harriers,U17M,00:29:20
19,Hedley,Isla,Fife AC,U17W,00:29:25
20,Cox,Andrew,Moorfoot Runners,SenM,00:29:29
21,Dow,Jonathan,Cambuslang H,U17M,00:29:36
22,Allsop,David,Kirkintilloch Olympians,VetM,00:30:05
23,Green,Cameron,Giffnock North AC,U17M,00:30:07
24,Williams,Colin,Moorfoot Runners,VetM,00:30:30
25,Prise,Eilidh,Unattached,SenW,00:30:33
26,Goodall,Alice,Unattached,SenW,00:30:44
27,Pagett,Harris,Strathearn H,U17M,00:31:10
28,Urquhart,Beth,Moray RR,U17W,00:31:13
29,Ledingham,Georgia,Corstorphine AC,U20W,00:31:16
30,Rankine,Cameron,Gala Harriers,U17M,00:31:25
31,Riggans,Liam,Carnethy,SenM,00:31:34
32,Oldham,Ben,Leven Valley AC,VetM,00:31:41
33,Taylor,Charlie,ERC,VetM,00:31:42
34,Carcas,Pippa,Edinburgh AC,U20W,00:31:49
35,Welsh,Irvine,Teviotdate H,U17M,00:31:52
36,Urquhart,John,Moray RR,VetM,00:31:55
37,Hendry,Archie,Gala Harriers,U17M,00:32:09
38,Gatherer,Graeme,Highland HR,VetM,00:32:23
39,Davidson,Kenneth,Moorfoot Runners,VetM,00:33:28
40,Wilkinson,Gareth,Unattached,VetM,00:33:38
41,Molero,Luis,Unattached,VetM,00:34:01
42,Paterson,Isla,Gala Harriers,U17W,00:34:03
43,Weir,Jonathan,Unattached,VetM,00:34:10
44,Dalglish,Anna,Fife AC,U20W,00:34:12
45,Waldie,David,Moorfoot Runners,VetM,00:34:29
46,MacMillan,Iris,Unattached,U17W,00:34:36
47,Robson,Jessica,Unattached,U20W,00:34:58
48,Smith,Brian,Moorfoot Runners,VetM,00:35:28
49,Giffen,Rachel,Springburn H,U17W,00:35:30
50,Queen,Melanie,Unattached,SenW,00:35:37
51,Chong,Helen,Giffnock North AC,U20W,00:35:45
52,Reid,Don,Westerlands CCC,VetM,00:36:37
53,Husbands,Jess,HBT,SenW,00:36:43
54,Hammerman,Abi,Inverclyde AC,U20W,00:36:46
55,Hand,Julie,Penicuik H,SenW,00:37:34
56,Macmillan,Susannah,Isle of Jura AC,VetW,00:38:03
57,Elder,Alan,Moorfoot Runners,VetM,00:38:03
58,Waterhouse,Robert,Carnethy,VetM,00:39:20
59,Mcaleese,Rachel,Unattached,SenW,00:39:32
60,Eades,Fiona,Lasswade CC,U20W,00:39:54
61,Duncan,David,Ochil HR,VetM,00:40:29
62,Ayling,Dave,Unattached,SenM,00:40:33
63,Kitchin,Kate,Ferranti,VetW,00:40:43
64,Fingland,Alice,Tinto Hill Runners,SenW,00:41:39
65,Kemp,Sadie,Penicuik H,VetW,00:41:57
66,Hanlon,Lynsey,Queensberry RC,SenW,00:42:56
67,Chong,Eva,Giffnock North AC,U20W,00:43:22
68,Philp,Tracy,Penicuik H,VetW,00:43:58
69,Hendry,Charlotte,Gala Harriers,VetW,00:44:59
70,McAdam,Pauline,Teviotdate H,VetW,00:46:03
71,Cameron,Alan,Queensberry RC,VetM,00:48:16
72,Birch,Frank,Lauderdale Limpers,VetM,00:49:34
