FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Burr,Joe,Unattached,M,00:29:26
2,Greig,Kyle,Unattached,M,00:30:11
3,Wilson,Euan,Insch TRC,M,00:30:55
4,Thom,Caiden,Unattached,M,00:31:50
5,Murray,Emma,JSK RC,F,00:33:39
6,Junor,Martin,Unattached,M40,00:34:10
7,Greig,Debbie,Unattached,F,00:34:17
8,Davie,Moira,Forres Harriers,F,00:34:29
9,Simpson,Stephen,Unattached,M,00:35:15
10,Murray,Rab,Unattached,M50,00:35:21
11,Pryce,Carl,Cosmics,M60,00:35:35
12,Ipsen,Jakob,Unattached,M,00:35:59
13,Mclean,Nick,Insch TRC,M,00:36:15
14,Murray,Neil,Gairoch Roadrunners,M40,00:36:24
15,Little,Rachel,Insch TRC,F40,00:36:26
16,Knight,Andrew,Unattached,M,00:36:33
17,McDonald,Dennis,Cosmics,M50,00:36:46
18,Barron,Liam,Insch TRC,M,00:37:03
19,Simpson,Eric,Unattached,M60,00:37:34
20,Naughton,David,Unattached,M50,00:37:53
21,Hendry,Graeme,Unattached,M,00:38:06
22,Kedward,Paul,Insch TRC,M40,00:38:19
23,Harris,Greg,Unattached,M40,00:38:33
24,Reid,Stuart,Unattached,M,00:38:47
25,Christie,David,Unattached,M,00:39:14
26,Cruickshank,Elspeth,Unattached,F,00:39:17
27,Mortar,Alastair,Unattached,M,00:39:17
28,Taylor,Rob,Unattached,M60,00:39:25
29,Kennedy,Craig,Gairoch Roadrunners,M50,00:39:37
30,Taylor,Bruce,Gairoch Roadrunners,M50,00:39:38
31,Burke,Richard,Unattached,M,00:39:49
32,Lindsay,Billy,Unattached,M,00:39:51
33,Duncan,David,Ochils,M60,00:39:56
34,Cruickshank,Greig,JSK RC,M60,00:40:20
35,Mccluskey,Eddy,Unattached,M,00:40:25
36,Bird,Mhairi,Unattached,F40,00:40:28
37,Perrin,Alfie,Unattached,M,00:40:39
38,Ipsen,Poul,Unattached,M40,00:41:18
39,Smorgun,Aleksandras,Insch TRC,M,00:41:19
40,Wilson,Anthony,Unattached,M50,00:41:43
41,McIntosh,Roma,JSK RC,F40,00:41:49
42,Bryce,Christopher,Unattached,M40,00:43:32
43,Blagden,Aidan,Unattached,M,00:43:53
44,Morrison,Claire,Unattached,F,00:44:05
45,Black,Corri,Unattached,F50,00:44:07
46,Kyed Larsen,Jesper,Unattached,M50,00:44:40
47,Bremner,Sandy,Unattached,M60,00:45:16
48,Walker,Angela,Insch TRC,F50,00:45:22
49,Rees-Jenkins,Matt,Insch TRC,M40,00:45:35
50,Walker,Jamie,JSK RC,M40,00:45:55
51,Mills,Bryan,Gairoch Roadrunners,M50,00:45:56
52,Paterson,Rachel,JSK RC,F50,00:47:18
53,Leslie,Judy,Gairoch Roadrunners,F60,00:48:06
54,Ozanne,Dan,Unattached,M40,00:50:59
55,Bryan,Elaine,Insch TRC,F40,00:52:51
56,Blagdon,Greg,Unattached,M,00:53:24
57,Williamson,Jason,Cosmics,M50,00:53:25
58,Perrin,Jeremy,Unattached,M,00:57:02
59,Wood,David,Insch TRC,M60,00:57:09
60,O'Brien,Sue,Unattached,F50,00:58:18
