FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Burr,Joe,Unattached,M,00:29:10
2,Wilson,Euan,Insch TRC,M,00:31:29
3,Lorimer,Hayden,HBT,M50,00:34:04
4,Adamson,Ian,Garioch Road Runners,M40,00:34:37
5,Williams,Tabitha,Unattached,F,00:34:42
6,Junor,Martin,Unattached,M40,00:34:51
7,Ipsen,Jakob,Insch TRC,M,00:35:02
8,Reynolds,Dean,Insch TRC,M,00:35:14
9,Perrin,Alfie,Unattached,M,00:35:29
10,Knight,Andrew,Unattached,M,00:35:34
11,Little,Rachel,Insch TRC,F40,00:35:48
12,Patton,Ellen,Dark Peak,F,00:35:52
13,Mackinnon,Jamie,Unattached,M,00:36:07
14,Mann,Phil,Metro Aberdeen RC,M60,00:36:39
15,Murray,Neil,Garioch Road Runners,M40,00:37:04
16,Milne,Sarah,Unattached,F,00:37:32
17,Barron,Liam,Insch TRC,M,00:37:47
18,Taylor,Bruce,Garioch Road Runners,M50,00:38:06
19,Harris,Greg,Unattached,M40,00:38:12
20,Ipsen,Rasmus,Insch TRC,M,00:38:36
21,Simpson,Eric,JSK Running Club,M60,00:38:53
22,Barron,Bob,Deveron Harriers,M40,00:39:12
23,Rogers,Calum,Huntly Rinnin Quines And Loons,M,00:39:25
24,Hampton,Petra,Metro Aberdeen RC,F,00:39:37
25,Cruickshank,Elspeth,Unattached,F,00:39:56
26,Burke,Richard,Unattached,M,00:40:03
27,Morgan,Fiona,Unattached,F,00:40:04
28,Bird,Mhairi,Unattached,F40,00:40:42
29,Bryce,Christopher,Unattached,M50,00:41:16
30,Gilliland,Hugh,Insch TRC,M,00:42:02
31,Cruickshank,Greig,JSK Running Club,M60,00:42:35
32,Dick,Alan,Cosmics,M50,00:43:26
33,Mills,Bryan,Unattached,M50,00:43:38
34,Wilson,Anthony,Insch TRC,M50,00:43:41
35,Thompson,Morag,Fraserburgh RC,F40,00:44:26
36,Larsen,Jesper,Unattached,M50,00:45:45
37,Black,Corri,Cosmics,F50,00:46:09
38,Beaton,Jamie,Garioch Road Runners,M40,00:46:57
39,Paterson,Rachel,JSK Running Club,F50,00:47:24
40,Williams,Rupert,Unattached,M60,00:47:30
41,Kennedy,Fiona,Garioch Road Runners,F40,00:47:45
42,Arthur,Wendy,Unattached,F50,00:48:32
43,Gilliland,Ian,Insch TRC,M50,00:48:49
44,Stewart,Lisa,Insch TRC,F,00:49:01
45,Frances,Thomson,Garioch Road Runners,F60,00:49:21
46,Blagden,Greg,Unattached,M,00:49:47
47,Blagden,Brian,Unattached,M60,00:51:07
48,MacKinnon,Ishbel,Unattached,F60,00:58:06
49,Drysdale,Sophie,Garioch Road Runners,F,01:00:58
50,OBrien,Sue,Unattached,F50,01:05:00
51,Taylor,Kate,Unattached,F40,01:05:01
52,MacFarlane,Caroline,Unattached,F,01:08:59
