FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Gilmore,Iain,Carnethy HRC,M,00:26:52
2,Oliver,Huw,DDJC,M,00:27:28
3,Manson,Iain,Aberdeen Metro,M,00:27:31
4,Creber,Ross,Unattached,M,00:27:51
5,Gilmore,Andrew,Highland Hill Runners,M,00:28:56
6,Watson,Ed,DDJC,M40,00:29:23
7,Anthony,Al,DDJC,M40,00:31:54
8,Darlow,Tim,Gala Harriers,M40,00:32:14
9,Horne,Joseph,DDJC,M,00:33:17
10,Morrison,Cat,DDJC,F40,00:33:49
11,Wells,Callum,DDJC,M,00:36:38
12,Manson,Sarah,Caingorm Runners,F,00:36:44
13,Richards,Andy,Unattached,F40,00:37:15
14,Singh,Jenny,Unattached,F,00:37:39
15,Andrew,David,Dunfermline,M40,00:37:59
16,Pryde,Gordon,Lomonds,M60,00:38:48
17,Webster,Andrew,Bellahouston Harriers,M40,00:40:18
18,Watson,Helen,DDJC,F40,00:40:49
19,Ellingson,Andy,DDJC,M40,00:41:25
20,Gorman,Maisy,DDJC,F,00:43:23
21,Hall,Jim,Badenoch AC,M60,00:45:05
22,Burrows-Smith,Hannah,Unattached,F40,00:46:10
23,Cassidy,Genevieve,Unattached,F,00:46:11
24,Munro,Gemma,Lochaber AC,F,00:46:31
25,Stewart,Kirsty,Bellahouston Harriers,F40,00:46:47
26,Ferguson,Mark,Unattached,M,00:53:57
27,Stewart,Helen,Unattached,F,00:55:37
28,Mainland,Louise,Unattached,F40,01:12:09
29,Paul,Brenda,Westerlands CCC,F40,01:12:09
