FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Masson,Alistair,Carnethy,M,02:48:27
2,Halsall,Steve,Keswick AC,M,02:51:42
3,Morgan,Tim,Carnethy,M,02:56:30
4,Cooper,Kieran,Cambuslang Harriers,M,02:58:38
5,Sedman,Eliot,Carnethy,M40,03:04:36
6,Graves,Catriona,Highland Hill Runners,F,03:09:26
7,Stansfield,Daniel,Carnethy,M,03:09:34
8,Peciura,Paulius,Westerlands CCC,M,03:15:40
9,Barrable,Julian,Corstorphine AAC,M,03:17:05
10,Stubbs,Harrison,Westerlands CCC,M,03:17:06
11,Fulton,David,HBT,M40,03:17:30
12,Hamlin,Robert,Westerlands CCC,M,03:18:13
13,Moran,Colm,Carnethy,M,03:20:57
14,Paris,Jasmin,Carnethy,F,03:21:41
15,Robertson,Angus,Unattached,M,03:25:14
16,Mattocks,Craig,Carnethy,M40,03:28:14
17,Hammond,Simon,Moorfoot Runners,M40,03:30:05
18,Ockenden,John,HBT,M,03:32:45
19,Cooper,Meryl,Deeside Runners,F,03:33:30
20,Topalian,Stanley,Westerlands CCC,M,03:33:54
21,Henderson,Walter,Shettleston Harriers,M50,03:34:31
22,Belton-Schure,Aidan,HBT,M,03:35:09
23,Waterman-Evans,Louis,Lochaber AC,M,03:35:19
24,Ashworth,James,Ochil Hill Runners,M50,03:35:27
25,Mencia Redondo,Erlantz,Unattached,M,03:37:35
26,Williams,Colin,Moorfoot Runners,M40,03:37:54
27,Kobus,Anton,Unattached,M,03:39:45
28,Cox,Andrew,Moorfoot Runners,M40,03:42:04
29,Misak,Milan,Moorfoot Runners,M,03:42:53
30,Scullion,Calum,Unattached,M,03:42:54
31,Samplonius,Jelmer,HBT,M,03:44:19
32,Robson,Scott,Carnethy,M,03:47:27
33,Mitchell,Rory,Carnethy,M40,03:50:49
34,Hetherington,Michelle,Carnethy,F50,03:51:19
35,Wilson,Rob,Penicuik Harriers,M50,03:52:31
36,Kennedy,James,Carnethy,M,03:53:55
37,Ogilvie,Charlie,London Heathside,M,03:55:19
38,Reid,Malcolm,Unattached,M,03:55:20
39,James,David,Unattached,M50,03:56:06
40,Boyd,Nicholas,Moorfoot Runners,M,03:59:49
41,Challands,Diana,Moorfoot Runners,F40,04:01:20
42,Roberts,Mark,HBT,M50,04:02:47
43,McGovern,Michael,Moorfoot Runners,M50,04:02:51
44,Waddell,Simon,Unattached,M,04:05:33
45,Peters,Ella,Westerlands CCC,F,04:06:48
46,MacDonald,Laura,Tinto Hill Runners,F,04:09:31
47,Smith,Matthew,Forth Valley Orienteers,M50,04:10:25
48,Stoker,Darren,Pitreavie AAC,M40,04:12:19
49,Murray,Chris,Unattached,M50,04:14:03
50,Tait Westwell,Amy,Falkland Trail Runners,F,04:16:27
51,Wilkinson,Max,Durham Fell Runners,M,04:16:42
52,Abernethy,Rosanna,Unattached,F,04:19:36
53,Abernethy,Peter,Unattached,M,04:19:36
54,Cross,Jon,Ochil Hill Runners,M50,04:27:29
55,Husbands,Jess,HBT,F,04:27:34
56,Milner,Stuart,HBT,M40,04:27:34
57,Mangan,Clodagh,Westerlands CCC,F,04:28:18
58,Jessiman,Andy,Unattached,M40,04:28:30
59,Pryde,Gordon,Lomonds,M60,04:28:44
60,Duncan,Andrew,Unattached,M50,04:28:59
61,Pugh,Roderick,Kilmarnock Harriers,M60,04:29:40
62,Sneddon,Zander,Unattached,M40,04:30:15
63,Quist,Sofie Elise,Unattached,F,04:30:35
64,Wastnedge,Lizzie,HBT,F,04:30:39
65,Blackburn,Sam,Unattached,M40,04:33:48
66,Burgess,David,Unattached,M,04:34:04
67,Millar,Louise,Pitreavie AAC,F40,04:34:04
68,Watson,Ben,Unattached,M,04:34:33
69,Gorgas,Steffen,Westerlands CCC,M50,04:35:06
70,Campbell,Kathryn,Pitreavie AAC,F40,04:35:24
71,Cross,Andrew,Carnethy,M40,04:36:39
72,Donnelly,John,Westerlands CCC,M50,04:37:18
73,Dougal,Richard,HBT,M,04:39:39
74,White,Vicki,HBT,F40,04:40:21
75,Stable,Charles,Musselburgh ,M50,04:40:36
76,Kinninmonth,Alexander,Carnethy,M40,04:42:17
77,Walling,Katie,Moorfoot Runners,F,04:43:59
78,Kelly,Graham,Westerlands CCC,M50,04:44:17
79,Robertson,Hugh,Insch TRC,M40,04:48:20
80,Vinten,David,HBT,M,04:50:21
81,Macdonald,Euan,Tinto Hill Runners,M,04:51:33
82,Lynch,Mike,Carnethy,M50,04:52:32
83,Hopkins,Isla,Pitreavie AAC,F40,04:55:33
84,Elder,Alan,Moorfoot Runners,M50,04:57:16
85,Purves,James,Gala Harriers,M60,04:58:03
86,Kennedy,Brian,Carnethy,M40,04:58:33
87,Wilson,David,Unattached,M50,04:59:02
88,Cheskin,David,Unattached,M50,04:59:03
89,Grigor,Donald,Unattached,M50,05:01:42
90,Macdonald,Gio,Unattached,,05:04:09
91,Young,Heather,Moorfoot Runners,F,05:05:48
92,McMillan,Stuart,Carnethy,M40,05:07:33
93,Russell,Fiona,Highland Hill Runners,F50,05:08:15
94,Davies,Iain,Unattached,M,05:08:18
95,Fullwood,Andrew,Westerlands CCC,M50,05:10:50
96,Munro,Lynsey,Westerlands CCC,F40,05:17:43
97,Bryan,Nick,Unattached,M,05:23:01
98,Ingram,Jamie,Unattached,M,05:23:02
99,Davies,Damon,Unattached,M,05:23:03
