FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Douglas,Andrew,Inverclyde AC,M,00:19:29
2,Wright,Angus,Team E Lothian AC,M,00:20:55
3,Martyn,Tom,HBT,M,00:21:25
4,Hastings,Alex,Lauderdale Limpers RC,M,00:22:00
5,Hooper,Sam,Carnethy HRC,M,00:22:11
6,Oliver,Craig,Unattached,M40,00:22:17
7,Gilmore,Iain,Carnethy HRC,M,00:22:21
8,Umpleby,Richie,Carnethy HRC,M,00:23:12
9,Grant,Christopher,Portobello ,M40,00:23:44
10,Walsh,Chris,HBT,M40,00:23:49
11,Lawson,Magnus,Team E Lothian AC,MU16,00:23:54
12,Fraser,Andy,NB Runners,M,00:24:21
13,Kelly,Fraser,Dundee Hawkhill,M,00:24:26
14,McKane,Neil,Scooniehill RC,M,00:24:26
15,Laucht,Richard,Carnethy HRC,M40,00:24:49
16,Valters,Declan,Carnethy HRC,M,00:24:05
17,Aitken,Anna,Unattached,F,00:25:00
18,Smith,Gavin,HBT,M40,00:25:06
19,Pugh,Charlie,Unattached,MU16,00:25:09
20,Thin,Jamie,HBT,M50,00:25:12
21,Mckenzie,Mark,Unattached,M,00:25:12
22,Reid,Toria,NB Runners,F40,00:25:16
23,Trust,Sandy,Unattached,M40,00:25:21
24,Taylor,Richard,Unattached,M50,00:25:28
25,Penfold,Rose,Edinburgh AC,F,00:25:30
26,O'Donnell,Craig,Dunbar RC,M40,00:25:38
27,Wright,Cerys,Team E Lothian AC,FU16,00:25:40
28,Tennyson,Tim,Unattached,M,00:25:40
29,Thomson,Angus,Unattached,M40,00:25:44
30,Hardie,James,Carnethy HRC,M40,00:25:50
31,Rigg,Paul,Unattached,M40,00:25:52
32,Saxon,James,Unattached,M,00:25:58
33,Slifer,Paul,Musselburgh,M50,00:26:06
34,Seenan,Brendan,Unattached,M,00:26:11
35,Wright,Calum,Unattached,M,00:26:17
36,Frost,Aidan,Unattached,M,00:26:27
37,Gornall,Thomas,Team E Lothian AC,MU16,00:26:36
38,Han,Andrew,Fulham RC,M40,00:26:36
39,Dale,Douglas,Unattached,M40,00:26:44
40,Gilmore,Neil,Carnethy HRC,M60,00:26:48
41,Rourke,Katie,Gala Harriers,F,00:26:57
42,rooney,clive,Unattached,M40,00:27:17
43,Lamb,Liam,Unattached,M,00:27:18
44,Tait,Jamie,Unattached,M40,00:27:19
45,Munro,Daniel,Strathclyde Uni Harriers,M,00:27:22
46,Hall,Jack,Unattached,M,00:27:23
47,Fisher,Matthew,Fife AC,MU16,00:27:26
48,Burdett,Ian,Haddington,M60,00:27:39
49,Mclaren,Jamie,Unattached,MU16,00:27:42
50,Harfield,John,Unattached,M40,00:28:07
51,Beaumont,Mark,Unattached,M40,00:28:12
