FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Blake,Kris,Westerlands CCC,M,00:39:03
2,Robinson,Angus,Unattached,M,00:40:01
3,McAlinden,Niall,Westerlands CCC,M,00:40:51
4,Henderson,Scott,Westerlands CCC,M,00:41:50
5,Anderson,Micky,Westerlands CCC,M,00:43:58
6,Buchanan,Michael,Unattached,M,00:47:01
7,Macaskill,Tam,Teviotdale,M,00:49:47
8,Sweeney,Michael,Helensburgh AAC,M,00:40:48
9,Stuart,Meg,Westerlands CCC,F,00:50:36
10,Kross-Yana,Yanis,Unattached,M,00:52:16
11,Cant,Matthew,Unattached,M,00:52:36
12,Owen-Smith,Sam,Unattached,M,00:57:21
13,Blain,Ben,Unattached,M,00:57:22
14,Van Der Linden,Niels,Netherlands,M,00:57:30
15,Elphick,Sally,Unattached,F,00:58:01
16,Johnstone,Laura,Helensburgh AAC,F,00:58:12
17,Bissett,Louise,Unattached,F,01:04:00
18,Rooney,Jill,Helensburgh AAC,F,01:09:00
19,Stymanska,Katharina,Unattached,F,01:11:00
20,Heesom,Michelle,Unattached,F,01:12:00
