FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Lennon,Eoin,Carnethy,M,01:30:25
2,Callan,Thomas,Westerlands CCC,M,01:31:09
3,McLeod,Alasdair,Ochil Hill Runners,M,01:32:02
4,Paterson,Stuart,Carnegie Harriers,M,01:32:08
5,Halsall,Steve,Unattached,M,01:33:39
6,Purkis,Richard,HBT,M,01:35:40
7,Sedman,Eliot,Carnethy,M40,01:35:49
8,Reid,Michael,Carnethy,M40,01:36:42
9,Maciver,Alasdair,Westerlands CCC,M,01:37:22
10,Scott,Clark,Gala Harriers,M,01:38:10
11,Naylor,Donald,HBT,M50,01:38:20
12,Luetchford,Alex,HBT,M,01:38:32
13,Spalding,Ross,Ochil Hill Runners,M,01:38:45
14,Britton,James,Carnethy,M40,01:38:52
15,Crutchfield,Stuart,Westerlands CCC,M,01:39:06
16,Chepelin,Oleg,HBT,M,01:40:09
17,Lamont,Andrew,Carnethy,M40,01:40:23
18,Flanagan,Dessie,Carnethy,M40,01:41:07
19,Bowers,William,Ochil Hill Runners,M,01:41:30
20,Fitzgerald,Colm,Unattached,M,01:42:14
21,Hammond,Simon,Moorfoot Runners,M,01:42:52
22,Morris,John,Carnethy,M,01:43:17
23,Ward,Dave,HBT,M40,01:43:27
24,Sheridan,Marcus,Dundee RR,M,01:43:39
25,Walsh,Chris,HBT,M40,01:44:02
26,Gallacher,Craig,Westerlands CCC,M,01:44:20
27,Kafka,Graeme,HBT,M,01:44:26
28,Samplonius,Jelmer,HBT,M,01:44:40
29,Hogg,Craig,Carnethy,M,01:44:49
30,Williamson,Nick,Dunbar RC,M40,01:44:52
31,Hanna,David,Carnethy,M,01:45:24
32,Thistlethwaite,Mark,Shettleston Harriers,M40,01:45:41
33,Williams,Colin,Moorfoot Runners,M40,01:46:00
34,Mattocks,Craig,Carnethy,M40,01:46:14
35,Hamlin,Robert,Westerlands CCC,M,01:47:26
36,Fulton,David,HBT,M40,01:47:28
37,Allsop,David,Kirkintilloch Olympians,M40,01:47:35
38,Mccafferty,Patrick,Unattached,M,01:47:55
39,Roignot,Enguerrand,Unattached,M,01:47:55
40,Wilkinson,Marc,Lauderdale limpers,M,01:48:10
41,Clarkson,Alex,Shettleston Harriers,M,01:48:15
42,Gardner,Peter,HBT,M,01:49:52
43,Williams,Iain,Teviotdale Harriers,M40,01:50:02
44,Brydon,Kevin,Shettleston Harriers,M,01:50:19
45,Darlow,Tim,Gala Harriers,M40,01:50:40
46,Eisen,Luis,Shettlestone Harriers,M,01:51:38
47,Poulter,Alwyn,Westerlands CCC,M,01:52:14
48,Coakley,Alex,Carnethy,M40,01:52:42
49,McClelland,Morag,HBT,F,01:52:47
50,Karpowicz,Marcin,Portobello RC,M,01:53:18
51,North,Tom,Unattached,M,01:53:30
52,Taylor,Richard,Dunbar RC,M50,01:53:32
53,Christian,Donald,Unattached,M40,01:53:42
54,Watson,Madeleine,Law & District AAC,F,01:53:44
55,Flockhart,Allen,Carnethy,M40,01:53:55
56,King,Steven,Carnegie Harriers,M50,01:54:20
57,Ferenbach,Barry,Portobello RC,M,01:54:35
58,Brydon,Jessica,Shettleston Harriers,F,01:54:40
