FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Chepelin,Sasha,Carnethy,M,01:24:18
2,Lennon,Eoin,Carnethy,M,01:32:17
3,Callan,Thomas,Westerlands CCC,M,01:32:50
4,Cooper,Kieran,Cambuslang Harriers,M,01:33:38
5,Dunn,James,Corstorphine AAC,M,01:33:51
6,Malcolm,Gregor,HBT,M,01:34:45
7,Otton,Thomas,Carnethy,M,01:35:18
8,Fallas,Andrew,Carnethy,M40,01:36:53
9,Hugtenburg,Kai,HBT,M,01:38:14
10,Smith,Aidan,Dark Peak ,M,01:38:27
11,Coombs,Duncan,HBT,M,01:38:50
12,Scott,Clark,Gala Harriers,M40,01:39:06
13,Sedman,Eliot,Carnethy,M40,01:40:18
14,Carter-Brown,David,Moorfoot Runners,M40,01:40:42
15,Ward,Dave,HBT,M40,01:41:00
16,Macrae,Andrew,Carnethy,M50,01:41:09
17,Bowers,William,Ochil Hill Runners,M,01:41:44
18,Reid,Michael,Carnethy,M40,01:42:29
19,Luetchford,Alex,HBT,M,01:42:32
20,MacDonald,Calum,Carnethy,M,01:42:32
21,Laverick,Ben,Carnethy,M,01:42:33
22,Moran,Colm,Carnethy,M,01:42:45
23,Lamont,Andrew,Carnethy,M40,01:43:45
24,Flanagan,Dessie,Carnethy,M40,01:44:09
25,Stewart,Gregor,Westerlands CCC,M,01:46:04
26,Kafka,Graeme,HBT,M40,01:48:12
27,Belton-Schure,Aidan,HBT,M,01:49:08
28,MacDonald,Catriona,Bellahouston RR,F,01:49:12
29,Mattocks,Craig,Carnethy,M40,01:49:24
30,Ring,Josh,Westerlands CCC,M,01:49:55
31,Eng,Sean,Edinburgh AC,M,01:50:13
32,Fulton,David,HBT,M40,01:50:42
33,Darlow,Tim,Gala Harriers,M40,01:50:58
34,Laucht,Richard,Carnethy,M40,01:51:13
35,Phillips,George,Westerlands CCC,M,01:51:23
36,Henderson,Scott,Westerlands CCC,M40,01:51:33
37,Owen,Rob,Carnethy,M,01:51:44
38,Samplonius,Jelmer,HBT,M,01:51:45
39,Weillaert,Florent,HBT,M,01:52:11
40,Walsh,Chris,HBT,M40,01:52:36
41,McClelland,Morag,HBT,F,01:52:50
42,Busby,Christopher,Carnethy,M40,01:53:18
43,Boyne,Grant,Shettleston Harriers,M,01:53:21
44,Henderson,Walter,Shettleston Harriers,M50,01:53:22
45,Williamson,Nick,Dunbar AC,M40,01:53:34
46,Taylor,Richard,Dunbar AC,M50,01:54:06
47,Collins,Sophie,Corstorphine AAC,F,01:54:19
48,Thurlow-Begg,Richard,Unattached,M,01:54:27
49,Buchanan,Roy,Portobello RC,M50,01:54:35
50,Bond,Daniel,Springburn Harriers,M,01:54:42
51,Horrocks,Mathew,Unattached,M,01:54:52
52,Robinson,Alex,HBT,M,01:55:00
53,Ockenden,John,HBT,M,01:56:04
54,Purves,Neil,Unattached,M50,01:57:01
55,Lockie,Duncan,Teviotdale Harriers,M,01:57:02
56,Poulter,Alwyn,Westerlands CCC,M,01:57:02
57,Wallace,Duncan,Unattached,M,01:57:02
58,McGovern,Michael,Moorfoot Runners,M50,01:57:14
59,Robson,Scott,Carnethy,M,01:57:34
60,Sherman,Ronan,Carnethy,M,01:57:38
61,Morris,John,Edinburgh AC,M,01:57:41
62,Lowe,Rob,Westerlands CCC,M,01:58:09
63,Griffiths,Evan,Westerlands CCC,M,01:58:20
64,Ferenbach,Barry,Portobello RC,M,01:58:29
65,Ronaldson,Bruce,Gala harriers,M,01:59:32
66,Slifer,Paul,Musselburgh ,M50,01:59:34
67,Butler,Ossian,Westerlands CCC,M40,02:00:21
68,Thin,Jamie,HBT,M50,02:00:59
69,Girdham,Oliver,Portobello RC,M,02:01:15
70,Simpson,Roland,Carnethy,M40,02:01:16
71,Foster,Paul,Westerlands CCC,M,02:01:43
72,King,Steven,Carnegie Harriers,M50,02:01:45
73,Wight,Ally,Hardrock Hoodlums,M40,02:01:56
