FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Chepelin,Oleg,HBT,M,00:49:09
2,Pringle,Stuart,Deeside Runners,M40,00:50:31
3,Strachan,Richard,JSK RC,M,00:52:08
4,Wilson,Euan,Insch Trail RC,M,00:52:27
5,Ross,Jamie,Deeside Runners,M40,00:53:52
6,Harper,Kevin,Cosmics,M40,00:54:36
7,Ramsay,Lawrence,Moray Road Runners,M,00:54:50
8,Molloy,Stephen,Unattached,M,00:56:32
9,Aitken,Graham,Insch Trail RC,M,00:58:03
10,Dargie,John,AGSFP HC,M,00:58:25
11,Sheridan,Bob,Deeside Runners,M50,00:59:05
12,Murray,Robert,Unattached,M50,00:59:57
13,Boyle,James,Unattached,M40,01:01:24
14,Price-Davies,Dan,Insch Trail RC,M40,01:02:57
15,Walkingshaw,Nina,Howgill Harriers,F40,01:04:21
16,McDonald,Dennis,Cosmic Hillbashers,M50,01:04:40
17,Ritchie,Charlie,Unattached,M60,01:04:42
18,Stewart,Keith,Newburgh Dunes,M40,01:05:19
19,Cruickshank,Greig,JSK RC,M50,01:05:33
20,Entwistle,Marie,Deeside Runners,F40,01:06:07
21,Hampton,Petra,Metro Aberdeen,F,01:07:20
22,Davies,Kay,JSK RC,F40,01:07:33
23,Lang,Marianne,Aberdeen AAC,F50,01:07:52
24,McLelland,Drew,Alford,M40,01:07:58
25,Taylor,Gordie,Lochaber AC,M50,01:08:47
26,Brennan,Brian,Westerlands,M60,01:08:53
27,Hamilton,Ian,Cosmic Hillbashers,M60,01:10:02
28,Ingram,Richard,Cosmic Hillbashers,M40,01:10:37
29,Dick,Alan,Cosmic Hillbashers,M50,01:10:38
30,Yuill,Andre,Deeside Runners,M,01:10:45
31,Robertson,Hugh,Insch Trail RC,M40,01:11:02
32,Semple,Kristoffer,Cambridge & Coleridge,M50,01:12:10
33,Mann,Phil,Metro Aberdeen,M60,01:12:27
34,Wilson,Colin,Lomond Hill Runners,M50,01:13:00
35,Stewart,Lisa,Insch Trail RC,F,01:13:09
36,Black,Colleen,Three Peaks Triathletes,F40,01:13:30
37,Wilson,Joan,Lomond Hill Runners,F50,01:13:35
38,Silcocks,Linda,Alford Jog Scotland,F60,01:16:41
39,Plumley,Caroline,Unattached,F,01:18:50
40,Lucas,Sara,Insch Trail RC,F40,01:21:51
41,Smith,Steven,JogScotland Westhill,M50,01:22:01
42,Steel,Andy,Peterhead AC,M50,01:24:02
43,Walker,Jamie,JSK RC,M40,01:24:25
