FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Pulham,Harry,Shettleston,M,00:29:40
2,Henry,Peter,Deeside Runners,M,00:31:43
3,Weighman,Matt,Unattached,M,00:31:50
4,Burgess,Sam,Deeside Runners,M,00:32:50
5,Wallis,Dirk,Deeside Runners,M40,00:34:03
6,Stockton,Mark,Cosmics,M40,00:34:34
7,Williamson,Jason,Cosmics,M50,00:35:48
8,Smith,Alan,Deeside Runners,M60,00:36:00
9,Kerridge,Donald,Deeside Runners,M50,00:36:22
10,McKane,Jonny,Rebel PT,M,00:36:35
11,Murray,Emma,JSK RC,F,00:37:27
12,Watt,Doug,Unattached,M40,00:37:43
13,Hirst,David,Deeside Runners,M50,00:38:08
14,Newman,Miles,Unattached,M50,00:38:18
15,Heath,Kevin,Cosmics,M60,00:38:21
16,Foreman,Ella,Deeside Runners,F,00:38:27
17,Coombs,Roger,Deeside Runners,M60,00:38:29
18,Cruickshank,Greig,JSK RC,M60,00:39:04
19,Ingram,Richard,Unattached,M40,00:40:06
20,Sheridan,Bob,Deeside Runners,M50,00:40:11
21,Craigie,Lee,Deeside Runners,F40,00:41:16
22,McLelland,Drew,JSK RC,M40,00:41:18
23,Hamilton,Ian,Unattached,M60,00:41:45
24,Duncan,David,Ochils,M60,00:43:15
25,Kennedy,Craig,Garioch RR,M50,00:43:29
26,Robertson,Hugh,Unattached,M40,00:43:32
27,Sutherland,Pauline,Deeside Runners,F40,00:48:23
28,Oliver,Jane,Deeside Runners,F60,00:53:44
29,Paterson,Rachel,JSK RC,F40,00:55:52
30,MacDonald,Ian,Unattached,M60,01:02:20
31,Campbell,Rod,Cosmics,M70,01:02:49
32,Taylor,Sue,Cosmics,F60,01:03:26
