FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Wright,Joseph,Deeside Runners,M,00:29:42
2,Henry,Peter,Deeside Runners,M,00:30:36
3,Dempster,Calum,Unattached,MJ,00:30:50
4,Davis,Adrian,Lomonds,M50,00:35:33
5,Anderson,Callum,Cosmic Hillbashers,M,00:35:49
6,Wheater,James,Cosmic Hillbashers,M,00:35:59
7,Croll,David,Deeside Runners,M50,00:36:36
8,Addy,Stephen,Cosmic Hillbashers,M,00:36:41
9,Hirst,David,Deeside Runners,M50,00:36:49
10,Sheridan,Bob,Deeside Runners,M50,00:36:50
11,McDonald,Fiona,Cosmic Hillbashers,F40,00:37:29
12,Savege,Jim,Deeside Runners,M40,00:37:43
13,Mackinnon,Martin,Unattached,M50,00:38:06
14,Cruikckshank,Greig,JSK Running Club,M50,00:38:26
15,Newman,Miles,Unattached,M50,00:39:01
16,Tandy,Mark ,Deeside Runners,M50,00:40:41
17,Anderson,Graeme,Deeside Runners,M50,00:40:46
18,Coombs,Roger,Deeside Runners,M60,00:40:59
19,Ingram,Richard,Cosmic Hillbashers,M40,00:41:16
20,Walker,Jamie,JSK Running Club,M40,00:45:00
21,Ritchie,Charlie,Cambridge & Coleridge,M60,00:45:06
22,McLelland,Drew,Alford Running Club,M40,00:45:08
23,Lornie,Graeme,Cosmic Hillbashers,M50,00:45:25
24,Clunas,Gillian,Cosmic Hillbashers,F60,00:50:47
25,Stone,Michael,Cosmic Hillbashers,M50,00:50:49
26,Brown,Susan,Deeside Runners,F50,00:50:51
27,Duncan,Davie,Ochil Hillrunners,M60,00:51:57
28,Wallace,Liz,Deeside Runners,F60,00:52:01
29,Wallace,Joe,Unattached,M60,00:52:02
30,Wallace,Sarah,Metro Aberdeen ,F,00:52:08
31,MacDonald,Ian,Unattached,M60,00:52:31
32,Robertson,Hugh,Insch Trail Running Club,M40,00:56:21
33,Burgess,Warren,Deeside Runners,M60,00:56:23
34,Pearce,Katie,Cosmic Hillbashers,F40,00:56:42
35,Entwistle,Katie,Unattached,FJ,00:56:50
36,Martin,Clare,Deeside Runners,F50,00:57:51
37,Roberts,Cheryl,Banchory Running Club,F,00:58:17
38,Buskie,Luke,Unattached,M,00:58:18
39,Taylor,Sue,Cosmic Hillbashers,F60,00:59:52
40,Dick,Alan,Cosmic Hillbashers,M50,01:05:11
