FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Houston,Charles,,,00:39:08
2,Wilkinson,Marc,,,00:42:05
3,Luetchford,Alex,,,00:42:23
4,Stewart,Iain,,,00:45:58
5,Murphy,Ben,,,00:48:34
6,Fletcher,Graeme,,,00:48:57
7,Carr,Dean,,,00:49:21
8,Taylor,James,,,00:49:29
9,Maxwell,Ian,,,00:49:56
10,Tullie,John,,,00:50:40
11,Vivers,Gordon,,,00:50:56
12,Dick,Iain,,,00:51:04
13,McGill,Catherine,,,00:51:31
14,Summerfield,Chloe,,,00:51:43
15,Manners,James,,,00:53:04
16,Baxter,Angus,,,00:53:52
17,Goodair,Andrew,,,00:54:35
18,Carroll,Jonathan,,,00:54:43
19,Kelly,Fraser,,,00:54:43
20,McLaren,Jessica,,,00:54:43
21,Parkinson,Hamish,,,00:55:02
22,Husbands,Jessica,,,00:55:12
23,Ballantyne,Maisie,,,00:56:04
24,Craig,Aidan,,,00:56:17
25,Hope-Jones,Amelia,,,00:56:25
26,Van Den Berg,Jan-Bert,,,00:56:47
27,Macdonell,Robbie,,,00:57:13
28,Morrice,John,,,00:57:25
29,Shankey,Rosie,,,00:57:30
30,Yeomans,Thomas,,,00:57:35
31,Cairns,Gary,,,00:58:03
32,Sutherland,Graeme,,,00:59:16
33,Healy,Sarah,,,00:59:17
34,Findlater,Sam,,,00:59:46
35,Maxwell,Eileen,,,00:59:53
36,Purves,James,,,01:00:00
37,Fortune,Carol,,,01:00:00
38,Crawford,Rosanna,,,01:01:00
39,Mclean,David,,,01:01:00
40,Macauley,Daniel,,,01:01:00
41,Dun,Lindsay,,,01:01:00
42,Cox,Kathryn,,,01:02:00
43,McNeill,Sarah,,,01:02:00
44,Kirk,Simon,,,01:02:00
45,Frew,Tim,,,01:03:00
46,Riddell,Ian,,,01:03:00
47,Cruickshanks,Pamela,,,01:03:00
48,Pearce,Emma,,,01:04:00
49,Francis,Charlie,,,01:04:00
50,Gibson,Darren,,,01:05:00
51,Gibson,Shiona,,,01:05:00
52,Cranston,Robert,,,01:05:00
53,Davidson,Caroline,,,01:06:00
54,Knox,Lindsey,,,01:06:00
55,Cawthorn,Maris,,,01:07:00
56,Hanlon,Lynsey,,,01:07:00
57,Kellett,Iona,,,01:07:00
58,Kyle,Lorraine,,,01:07:00
59,Kerr,Jenny,,,01:07:00
60,Barton,Darran,,,01:08:00
61,Noble,Jamie,,,01:08:00
62,Clemence,Dominic,,,01:08:00
63,Scott,Jimmy,,,01:08:00
64,Kimenai,Dorien,,,01:09:00
65,Francis,Katie,,,01:09:00
66,Francis,Donald,,,01:09:00
67,Strachan,Fiona,,,01:09:00
68,Connor,Jacqueline,,,01:10:00
69,Brydon,Katie,,,01:11:00
70,Hecht,Leon,,,01:11:00
71,Fishwick,Dan,,,01:11:00
72,McIntosh,Abbie,,,01:12:00
73,Kelly,Gordon,,,01:12:00
74,McFadyen,Ali,,,01:12:00
75,Robertson,Iain,,,01:12:00
76,Robertson,Sandy,,,01:12:00
77,Cameron,Alan,,,01:13:00
78,Bain,Lynne,,,01:14:00
79,Whittaker,Helen,,,01:14:00
80,Gass,Wendy,,,01:14:00
81,Clark,Avril,,,01:14:00
82,Cockburn,Emma,,,01:15:00
83,Stewart,Joanna,,,01:15:00
84,Donald,Calum,,,01:16:00
85,Riva,Tracy,,,01:17:00
86,Wrinn,Morven,,,01:17:00
87,tennant,sheila,,,01:17:00
88,Purves,Mick,,,01:17:00
89,Townsend,Claire,,,01:18:00
90,Folan,Judith,,,01:18:00
91,Surplice,Claire,,,01:19:00
92,Scott,Beth,,,01:19:00
93,Ewart,Claire,,,01:20:00
94,Raffier,Louise,,,01:20:00
95,Surplice,John,,,01:20:00
96,Anderson,Gareth,,,01:21:00
97,Wrinn,Ailsa,,,01:21:00
98,Halliday,Karen,,,01:21:00
99,Wrinn,Lucy,,,01:21:00
100,Job,Tamsin,,,01:24:00
101,Purves,Carol,,,01:24:00
102,Dall,Anna,,,01:25:00
103,Weir,Lauren,,,01:25:00
104,Weir,Fraser,,,01:25:00
105,Cooney,Kieran,,,01:26:00
106,Kirk,Charlotte,,,01:26:00
107,Black,Nicki,,,01:31:00
108,Stanton,Rebecca,,,01:31:00
109,Purves,Kayleigh,,,01:32:00
110,Fairbairn,Marion,,,01:32:00
111,Knox,Bill,,,01:38:00
112,Cowan,Sheena,,,01:40:00
113,Logie,Lindsay,,,01:40:00
