FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Cox,Andrew,Moorfoot,M40,01:17:05
2,Hughes,Richie,NFR,M  ,01:20:05
3,Amin,Andrew,Saltwell Harriers,M,01:20:12
4,Macdonald,Catriona,Bellahouston RR,F ,01:22:13
5,Bufton,Seb,Saltwell Harriers,M40,01:23:14
6,Lloyd,WIll,Tynedale Harriers,M,01:27:03
7,McCall,Tim,Norham RC,M60,01:28:00
8,Pickett,Bill,Norham RC,M50,01:28:01
9,Carroll,Brad,Unattached,M40,01:29:09
10,Green,Joseph,Tynedale Harriers,M,01:33:30
11,Macdonald,Ally,Bellahouston RR,M50,01:35:40
12,Eades,Mairi,Edinburgh Unin H & H,F,01:37:50
13,Kirby,Richard,NFR,M50,01:40:10
14,Lynch,Mike,Carnethy,M50,01:42:05
15,Elliott,Jane,Lauderdale Limpers,F50,01:50:59
16,Fordyce,Kenneth,Carnethy,M50,01:51:28
17,Parkinson,Hamish,Moorfoot,M50,01:51:55
18,Storm,Daniel,Unattached,M,01:51:57
19,Clough,Steve,Norham RC,M70,01:50:04
20,Lloyd,Jim,Unattached,M60,01:53:09
21,Purves,James,Gala Harriers,M60,01:53:55
22,Green,Phil,Teviotdale,M50,01:55:01
23,Cameron,Nina,NFR,F,01:55:22
24,Guthrie,Barry,Unattached,M50,01:55:48
25,Young,Heather,Moorfoot,F,01:56:02
26,Hartree,Mark,Carnethy,M50,01:58:07
27,Lockie,Paul,Teviotdale,M50,02:02:35
28,Thompson,Paul,Harmeny,M50,02:02:40
29,Droope,Stephanie,Carnethy,F,02:04:05
30,Wright,Steven,Unattached,M50,02:27:03
30,Firstbank,Kim,Tynedale Harriers,F60,02:31:05
