FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Smithard,Chris ,Unattached,M,00:51:21
2,Cheplin,Oleg ,HBT,M,00:53:48
3,Crawford,Ewan,HBT,M,00:54:06
4,Whiteside,Ian,Carnethy HRC,M,00:55:02
5,Wiseman,Bob,Ochil,M40,00:55:31
6,Hudd,Joe,Unattached,M,00:55:45
7,Shepherd,Oscar,Unattached,M,00:58:02
8,Ross,Thomas,Unattached,M,01:00:48
9,Johnston,Mark,Carnethy HRC,M50,01:01:06
10,Mooney,Edel,Ochil,F40,01:01:33
11,McClure,Neil,Carnegie Harriers,M50,01:01:40
12,O'Neil,Alison,Unattached,F,01:02:51
13,Goddard,Jamie,Unattached,M,01:03:11
14,Brand,Tim,Lochaber AC,M60,01:04:55
15,Ross,Graeme,Unattached,M40,01:06:58
16,Oates,Rob,Unattached,M,01:07:15
17,Hansen,Max,Unattached,M,01:07:25
18,Inman,Jason,Unattached,M50,01:09:13
19,Brodie,Stuart,Ochil,M40,01:09:48
20,Eades,David,Lothian,M50,01:09:58
21,Weil,Ester,Carnethy HRC,F,01:10:22
22,Reid,Don,Westerlands CCC,M60,01:13:04
23,Johnstone,Terry,Unattached,M50,01:13:30
24,Knox,Lizzie,Carnethy HRC,F,01:13:41
25,MacVarish,Christine,Unattached,F50,01:13:58
26,Carcas,Max,Interlopers,M50,01:14:37
27,Bartlett,Pat,Interlopers,M50,01:15:25
28,Eades,Fiona,Lothian,F,01:15:42
29,MacDonald,Paul,Unattached,M50,01:16:09
30,Bedwell,Alice,Unattached,F60,01:16:12
31,Fordyce,Kenneth,Carnethy HRC,M50,01:16:28
32,Saunders,Mark,Unattached,M60,01:18:00
33,Spenceley,Hilary,Carnethy HRC,F60,01:24:35
34,Kitchin,Kate,Ferranti,F40,01:25:36
35,Crane,Calvin,Lothian,M60,01:26:36
36,Beech,John,Unattached,M60,01:27:45
37,Dempsey,Kathleen,Unattached,F,01:32:15
38,Plumb,Richard,Unattached,M70,01:32:30
39,Knight,Jim,Unattached,M70,01:41:38
40,Coon,John ,Unattached,M70,01:47:25
41,McNeil,Carol,Unattached,F70,02:01:02
42,Strain,Sheila,HBT,F70,02:04:46
