FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Brown,Ewan,Corstorphine AAC,M,00:23:42
2,Mann,Joe,Highland HR,M,00:23:55
3,Thorburn,Ewan,Lochaber AC,M,00:24:04
4,Dent,Alexander,Lochaber AC,M,00:24:50
5,Crutchfield,Stuart,Westerlands CCC,M,00:25:06
6,Oliver,Huw,Unattached,M,00:25:30
7,Cabrera Valdes,Francisco Javier,Highland HR,M40,00:25:57
8,Hester,Ben,Highland HR,M,00:26:31
9,Llewellyn,Andrew,Lochaber AC,M,00:26:39
10,Ross,Alan,Lochaber AC,M40,00:26:42
11,Farnell,Joe,Totley AC,M,00:27:22
12,Bentley,Alfie,Lochaber AC,M,00:28:15
13,Horrocks,Sophie,Carnethy ,F,00:28:48
14,Hemstock,Ollie,Unattached,M,00:29:22
15,Shirley,James,Unattached,M,00:29:32
16,Brown,Steven,Lochaber AC,M,00:29:41
17,Morrison,Catriona,Highland HR,F40,00:29:43
18,Warlow,Oli,Lochaber AC,M,00:29:46
19,Padilla,Monica,Highland HR,F,00:30:20
20,Wilson,Stewart,Highland HR,M50,00:30:28
21,Smith,Alan,Deeside Runners,M60,00:30:48
22,Du Plessis,Christoff,Lochaber AC,M,00:30:52
23,MacDonald,Steve,Lochaber AC,M40,00:30:59
24,Lamont,Donald,Lochaber AC,M,00:31:14
25,Malcolm,Stuart,Highland HR,M50,00:31:18
26,Ward-Penny,Hanna,Highland HR,F,00:31:22
27,Beveridge,Keith,Lochaber AC,M40,00:31:31
28,Ewing,Anne,Corstorphine AAC,F,00:31:35
29,Mackie,Eugene,Highland HR,M,00:31:58
30,Wilkinson,Chris,Highland HR,M,00:32:16
31,Rowe,Ben,Unattached,M,00:32:23
32,Campbell,Garry,Unattached,M,00:32:41
33,Burza,Bartosz,Carnethy,M,00:32:46
34,Walter,Lisette,Lochaber AC,F40,00:32:51
35,Kunicka,Majka,Dark Peak,F40,00:32:59
36,Holda,Pez,Dark Peak,M40,00:33:11
37,Wrighton,Alix,Unattached,F,00:33:27
38,McIntyre,Kenneth,Lochaber AC,M60,00:33:28
39,Adams,Wei,Unattached,M,00:33:56
40,Pooleman,Ian,Lochaber AC,M,00:34:23
41,Forbes,Seana,Unattached,F,00:34:26
42,Blackhall,Amanda,Lochaber AC,F50,00:34:47
43,Meldrum,Marie,Lochaber AC,F40,00:34:57
44,Williams,Jess,Lochaber AC,F,00:35:03
45,Taylor,Gordie,Highland HR,M60,00:35:03
46,Best,Michelle,Ochils,F40,00:35:09
47,Philip,Cameron,Unattached,M,00:35:10
48,MacBeath,Niall,Lochaber AC,M50,00:35:25
49,Barnes,Hannah,Lochaber AC,F,00:35:31
50,Williams,Peter,Unattached,M,00:35:45
51,Butcher,Rachael,Unattached,F,00:36:02
52,Shaw,Trevor,Lochtayside,M50,00:36:07
53,Cameron,William,Lochaber AC,M40,00:36:16
54,Tatlow,Helen,Unattached,F,00:36:19
55,Withers,Tom,Matlock AC,M,00:36:32
56,MacDonald,Jean,Dunoon Hill Runners,F60,00:36:37
57,MacDonald,Sarah,Lochaber AC,F,00:36:48
58,Smith,Hazel,Unattached,F,00:37:01
59,Gorgas,Steffen,Westerlands CCC,M50,00:37:05
60,Jennings,Richard,Unattached,M40,00:37:13
61,Dempster,Finlay,Lochaber AC,M,00:37:27
62,Strachan,Jamie,Unattached,M40,00:37:37
63,Kennedy,Ali,Lochaber AC,M60,00:37:56
64,Wilson,Joan,Lomond HR,F60,00:38:20
65,Pooleman,Ailsa,Lochaber AC,F,00:38:30
66,Wilson,Alison,Highland HR,F50,00:38:42
67,Mair Bellshaw,Sara,Lochaber AC,F40,00:38:54
68,Dent,Alan,Lochaber AC,M60,00:39:51
69,Duncan,David,Ochils,M60,00:40:02
70,Douglas,George,Westerlands CCC,M50,00:40:11
71,Harris,Katherine,Unattached,F,00:40:23
72,Oliver,David,Deeside Runners,M60,00:40:25
73,Kennedy,Michaela,Lochaber AC,F,00:40:27
74,Spenceley,Hilary,Carnethy,F60,00:40:31
75,Arnot,Derek,Unattached,M60,00:40:53
76,Moss,Andrew,Lochaber AC,M,00:41:03
77,Collins,Richard,Lochaber AC,M50,00:41:09
78,Pughe,Craig,Unattached,M40,00:41:20
79,Featherstone,Clifford,Durham City Harriers,M60,00:41:49
80,Wilson,Colin,Lomond HR,M60,00:42:10
81,Ross,Susan-Jane,Lochaber AC,F50,00:42:41
82,Oliver,Jane,Deeside Runners,F60,00:42:45
83,Barnes,Gill,Unattached,F60,00:44:05
84,Cairns,Gus,Unattached,M,00:44:14
85,Forster,Katy,Lochtayside,F50,00:44:36
86,Hamilton,James,Lochaber AC,M50,00:47:27
87,Hamilton,Pamela,Lochaber AC,F50,00:48:07
88,Beattie,Fiona,Unattached,F40,00:49:44
89,Paul,Brenda,Westerlands CCC,F40,00:51:13
90,MacDonald,Ashley,Lochaber AC,F,00:52:48
91,Reynolds,Debbie,Lochaber AC,F50,00:52:50
92,MacDonald,William,Lochaber AC,M60,00:54:21
