FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Pulham,Harry,Shettleston Harriers,M,00:20:43
2,Lydon,Finn,Carnethy HRC,M,00:21:18
3,Stevenson,Jamie,Ochils,M,00:21:51
4,Wright,Angus,Team East Lothian,MU23,00:21:57
5,Mounsey,Ben,Calder Valley,M40,00:22:13
6,Gallagher,Craig,Westerlands CCC,M,00:22:38
7,Taylor,Jack,Ochils,M,00:23:00
8,Beaumont,Eric,Keighley & Craven,MU23,00:23:04
9,Dry,Dan,Shettleston Harriers,M,00:23:04
10,Horne,Arran,Westerlands CCC,MU23,00:23:59
11,Willis,Ian,Keighley & Craven,M50,00:24:28
12,Clarkson,Alex,Shettleston Harriers,M,00:24:55
13,Holt,Ashley,Rossendale Harriers,M45,00:25:15
14,Walker,Declan,Pudsey & Bramley,MU23,00:25:15
15,Fraser,Gary,Ochils,M50,00:26:02
16,Pilling,Graham,Pudsey & Bramley,M40,00:26:55
17,Henderson,Scott,Westerlands CCC,M45,00:26:59
18,Lorimer,Hayden,HBT,M50,00:27:01
19,Gibbons,Iain,Ilkley Harriers,M50,00:27:03
20,Collins,LIam,RAF Triathlon,M,00:27:05
21,Maher,James,Furness Fell Runners,M,00:27:15
22,Pilling,Rachel,Pudsey & Bramley,F40,00:27:27
23,Hall,Kirsty,Wharfedale Harriers,F45,00:27:45
24,Duncan,Eric,Highland Hill Runners,M50,00:27:46
25,Wallace,Cameron,Ochils,M,00:28:07
26,Peters,Ella,Westerlands CCC,F,00:28:13
27,Wood,Nigel,Helm Hill,M45,00:28:19
28,McDiarmid,Sam,Unattached,M,00:28:21
29,Crombie,Ellen,Edinburgh Uni H&H,F,00:28:23
30,Finch,Tom,Westerlands CCC,M,00:28:32
31,Knox,Lizzy,Carnethy HRC,F,00:28:42
32,Oliverra,Jackson,Oakdale Mustang TC,MU23,00:28:44
33,Ross,Heidi,Carnethy HRC,F,00:29:39
34,McNeil,Norry,Ochils,M45,00:30:30
35,O'Neill,Gary,Furness Fell Runners,M40,00:30:49
36,Gowans,Deborah,Todmorden Harriers,F50,00:30:53
37,Gill,Ray,Helm Hill,M60,00:30:54
38,Smith,Bruce,Lomond Hill Runners,M50,00:30:56
39,Templeman,Simon,Ochils,M50,00:31:00
40,Duffy,Ross,Unattached,M,00:31:06
41,Speight,Chris,Helm Hill,M60,00:31:38
42,McKiddle,Chrstopher,Westerlands CCC,M40,00:32:17
43,Kitchin,Sam,Lasswade AC,MU23,00:33:39
44,Nicholls,Stephen,Wigan Harriers,M40,00:32:46
45,Ball,James,Carnethy HRC,M,00:33:00
46,Hickey,Brian,Cheshire Hill Racers,M60,00:33:02
47,Oliverra,Marco,Oakdale Mustang TC,MU23,00:33:19
48,Bastow,Gary,Ripon Runners,M60,00:33:33
49,Eagle,Alison,Wharfedale Harriers,F60,00:33:52
50,Bagnall,Jess,Settle Harriers,F45,00:34:12
51,Rollin,Malo,Unattached,M,00:34:23
52,Kray,Ana,Unattached,FU23,00:34:55
53,Swarbrick,Ian,Furness Fell Runners,M50,00:34:56
54,Pollock,Ronnie,Wee County Harriers,M40,00:35:12
55,Fruiti,Caroline,Frontera Celta,F50,00:35:26
56,Kray,Ziva,Unattached,F,00:35:49
57,Linares,Christian,SAFC,M,00:36:11
58,Musgrave,Posy,Ochils,F,00:36:12
59,Buck,Lindsay,Cumberland Fell Runners,F60,00:36:25
60,Kernohan,Andrew,Unattached,M50,00:36:33
61,Evans,Beth,Settle Harriers,F,00:36:55
62,Kitchen,Kate,Ferranti,F45,00:37:54
63,Marsh,Tom,Unattached,M,00:38:39
64,Hall,Ellis,Wharfedale Harriers,F,00:39:31
65,Sands,Lionel,Unattached,M70,00:40:16
66,Marshall,Judith,Settle Harriers,F45,00:40:50
67,Grundy,Benji,Wharfedale Harriers,MU23,00:41:39
68,Thompson,Geoff,Wharfedale Harriers,M60,00:42:27
69,Stakes,David,Westerlands CCC,M60,00:42:29
70,McPherson,Mark,Unattached,M,00:42:35
71,Tunstall,Denise,Durham Fell Runners,F50,00:43:25
72,McNeil,Derek,TTR,M50,00:43:57
73,Strydom,Frans,Furness Fell Runners,M40,00:44:17
74,Mclaughlin,Nyree,TTR,F50,00:45:14
75,James,Mick,Trawden AC,M60,00:46:47
76,Crocco,Brittany,Unattached,F,00:47:33
77,MacSween,Alastair,Wee County Harriers,M50,00:48:10
78,Harley,Stuart,Unattached,M,00:49:53
79,Metcalfe,Trevor,Wharfedale Harriers,M70,00:51:38
80,Nicholls,Rebecca,Unattached,F40,00:52:30
81,Moore,Randy,Richmond Tri Club,M60,01:00:02
82,Thompson,Su,Wharfedale Harriers,F50,01:01:38
