FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Gardner,Peter,HBT,M,01:12:22
2,Donnelly,Colin,Cambuslang,M60,01:15:16
3,Carter-Brown,David,Moorfoot Runners,M40,01:15:45
4,Woodruff,Jackson,Carnethy,M,01:16:14
5,Scullion,Calum,Unattached,M,01:18:08
6,Marshall,Brian,Haddington,M50,01:18:39
7,Nicholson,James,Carnethy,M,01:20:29
8,Hodgson,Sarah,Unattached,F,01:22:16
9,Mitchell,Rob,Carnethy,M,01:26:32
10,Clarke,Daniel,Ochills Hill Runners,M40,01:26:56
11,MacDonald,Euan,Tinto Hill Runners,M,01:32:02
12,Renville,Alan,Carnethy,M50,01:34:22
13,Hetherington,Michelle,Carnethy,F50,01:35:10
14,Henty,Chris,Unattached,M50,01:35:36
15,Irving,Roger,Hartfell,M60,01:36:35
16,Pryde,Gordon,Lomond Hill Runners,M60,01:38:09
17,Taylor,Gordie,Highland Hill Runners,M50,01:40:08
18,Williamson,Owen,Carnethy,M,01:40:51
19,Shepherd,Rozy,Carnethy,F,01:42:40
20,Bannan,Tosh,Lothian,M60,01:43:55
21,Morrison,Victoria,Moorfoot Runners,F40,01:51:21
22,Lockie,Paul,Teviotdale Harriers,M50,01:53:34
23,Gal,Kobi,Carnethy,M40,01:54:00
24,Brown,Duncan,Carnethy,M50,01:54:06
25,Stakes,David,Westerlands CCC,M50,01:55:49
26,Burrells,Alison,Carnethy,F40,01:57:26
27,Creighton,Alan,Queensferry RC,M60,01:59:24
28,Oliver,Margaret,Moorfoot Runners,F50,02:43:17
