FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Tosh,Sam,Carnethy ,M,00:22:32
2,Thornton,Alistair,Ochil Hill Runners,M,00:22:54
3,McInally,Ralph,Strathearn Harriers,M,00:23:19
4,Gilmore,Iain,Carnethy ,M,00:23:28
5,Davis,Andrew,Ochil Hill Runners,M40,00:24:16
6,Malcolm,Gregor,HBT,M,00:24:19
7,Watts,Kieran,Ochil Hill Runners,M,00:24:56
8,Wright,Andrew,PH Racing Club,M40,00:25:02
9,Karpowicz,Marcin,Portobello RC,M,00:27:24
10,Finch,Tom,Westerlands CCC,M,00:27:36
11,Lee,Douglas Fransson,Unattached,M,00:27:46
12,Smith,Alan,Deeside,M50,00:27:49
13,Reid,Don,Westerlands CCC,M60,00:28:57
14,McChill,Emma,Westerlands CCC,F,00:29:33
15,Wallace,Joe,Unattached,M,00:29:34
16,Wilkinson,Owen,Carnethy ,M,00:29:48
17,Smith,John,Lomonds,M50,00:31:19
18,Ross,Heidi,Carnethy ,F,00:31:25
19,Gilmore,Neil,Carnethy ,M50,00:31:30
20,Ball,James,Carnethy ,M,00:31:35
21,Stubbs,Dave,DDR,M50,00:32:32
22,Pryde,Gordon,Lomonds,M60,00:32:36
23,Brannan,Tosh,Lothian,M60,00:32:59
24,Sheperd,Rozy,Carnethy ,F,00:33:17
25,Cunningham,Kenny,Westerlands CCC,M,00:34:08
26,Dry,Hannah,Unattached,F,00:34:47
27,Brickell,Jack,Ochil Hill Runners,M,00:34:52
28,Gall,Allan,Central AC,M60,00:35:12
29,Donnelly,John,Westerlands CCC,M50,00:35:29
30,Duncan,David,Ochil Hill Runners,M60,00:36:08
31,Wilson,Joan,Lomonds,F60,00:36:12
32,Homer,Alan,Derwent AC,M,00:36:39
33,Boyer,Alistair,Westerlands CCC,M40,00:36:55
34,Scott,David,Ochil Hill Runners,M60,00:37:13
35,Brennan,Brian,Westerlands CCC,M60,00:37:14
36,Graham,Alan,Ochil Hill Runners,M60,00:37:19
37,Godfree,Kevin,Lothian,M50,00:37:38
38,Kenny,Zainab,Unattached,F,00:37:39
39,McDonald,Kenny,Bellahouston,M50,00:37:43
40,Wilson,Colin,Lomonds,M60,00:38:31
41,Adams,Elizabeth,Derwent AC,F,00:39:05
42,Stakes,David,Westerlands Cross Country Club,M50,00:40:04
43,Clair,Russ,Ochil Hill Runners,M60,00:43:04
44,Smith,Harry,Tinto Hill runners,M50,00:43:50
45,Ure,Barry,Ochil Hill Runners,M40,00:44:32
46,Fouer,Paul,Ochil Hill Runners,M50,00:45:36
47,Tsoutis,Ioannis,Metro Aberdeen,M,00:47:43
