FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Dempster,Calum,Unattached,MJ,00:38:12
2,Henry,Peter,Deeside Runners,M,00:39:25
3,Comber,Ayron,Deeside Runners,M40,00:39:36
4,Pringle,Stuart,Deeside Runners,M40,00:39:38
5,Russell,Colin,Cosmics,M,00:40:21
6,Smith,Alan,Deeside Runners,M50,00:43:14
7,Musgrave,Ewan,Deeside Runners,MJ,00:43:58
8,Kerridge,Donald,Deeside Runners,M50,00:44:05
9,Croll,David,Deeside Runners,M50,00:44:12
10,Sheridan,Bob,Deeside Runners,M50,00:45:18
11,Hirst,David,Deeside Runners,M50,00:47:16
12,McDonald,Fiona,Cosmics,F40,00:47:45
13,Campbell,Kirsty,Deeside Runners,FJ,00:47:57
14,Savege,Jim,Deeside Runners,M40,00:48:07
15,McDonald,Dennis,Cosmics,M50,00:48:11
16,Cruickshank,Greig ,JSK Running Club,M50,00:48:23
17,Payne,Lina,Deeside Runners,F50,00:49:06
18,Ingram,Richard,Cosmics,M40,00:49:50
19,Larmour,Colin,Cosmics,M50,00:50:22
20,Baxter,Ros,Deeside Runners,F40,00:50:48
21,Anderson,Graeme,Unattached,M50,00:51:11
22,Entwistle,Marie,Deeside Runners,F40,00:51:18
23,Anderson,Lauren,Deeside Runners,F,00:51:29
24,McLelland,Drew,Alford Running Club,M40,00:51:45
25,Hamilton,Ian,Unattached,M50,00:51:57
26,Lornie,Graeme,Cosmics,M50,00:52:21
27,Robertson,Hugh,Insch Trail Running Club,M40,00:53:42
28,Duncan,David,Unattached,M60,00:53:51
29,Dick,Alan,Cosmics,M50,00:54:18
30,Walker,Jamie,JSK Running Club,M40,00:55:57
31,Pearce,Katie,Unattached,F40,00:56:04
32,Radford,Mark,Insch Trail Running Club,M50,00:56:24
33,Cunningham,Kerrry,Westerlands,F,00:56:29
34,Bond,Clare,Unattached,F40,00:58:57
35,Cumming,Graeme,Unattached,M50,01:01:43
36,Larmour,Pauline,Cosmics,F50,01:02:36
37,Wallace,Liz,Unattached,F60,01:05:30
38,Wallace,Joe,Unattached,M60,01:05:51
39,Hamilton-Jones,Marnoch,Unattached,M,01:07:13
