FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Battle,Hamish,Metro Aberdeen RC,M,00:24:39
2,Pringle,Stuart,,M40,00:25:26
3,Henry,Peter,,M,00:26:01
4,Burgess,Sam,Deeside Runners,M,00:27:07
5,Wallis,Dirk,,M40,00:27:20
6,Allsop,David,,M40,00:28:03
7,Stockton,Mark,,M40,00:28:21
8,Prise,Eilidh,,F,00:28:32
9,Williamson,Jason,,M50,00:28:54
10,Campbell,Iain,,M,00:29:23
11,Campbell,Kirsty,,F,00:29:39
12,Junor,Martin,,M40,00:29:49
13,Croll,David,,M50,00:29:56
14,McKane,Jonny,,M,00:30:16
15,Smith,Alan,,M60,00:30:26
16,Sheridan,Bob,,M50,00:30:40
17,Foreman,Ella,Deeside Runners,F,00:30:50
18,Henderson,Richard,,M,00:30:55
19,Hirst,David,,M60,00:31:43
20,Samphier,Pippa,,F,00:31:47
21,Heath,Kevin,,M60,00:31:49
22,Henderson,Katie ,,F40,00:31:53
23,Harris,Greg,,M40,00:32:21
24,Jackson,Kimberley,,F,00:32:29
25,Anderson,Graeme,,M50,00:32:36
26,Cowan,David,,M50,00:33:36
27,Cruickshank,Greig,,M60,00:33:58
28,Ritchie,Charlie,,M60,00:34:36
29,Duncan,David,,M60,00:34:40
30,Kennedy,Craig,,M50,00:34:52
31,Hamilton,Ian,,M60,00:35:04
32,Dick,Alan J,,M50,00:35:52
33,Robertson,Hugh,,M40,00:37:17
34,Oliver,David,,M60,00:40:02
35,Paterson,Rachel,,F40,00:41:56
36,Oliver,Jane,,F60,00:42:03
