FinishPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Henry,Peter,Deeside Runners,M,00:36:37
2,Pringle,Stuart,Deeside Runners,M40,00:38:31
3,Harper,Kevin,Cosmic Hill Bashers,M40,00:38:37
4,Hubbard,Ali,Deeside Runners,M50,00:39:19
5,MacInnes,Alasdair,Westerlands CCC,M,00:39:24
6,Wallis,Dirk,Deeside Runners,M40,00:39:32
7,Stevens,David,Metro Aberdeen,M,00:40:03
8,Williamson,Jason,Cosmic Hill Bashers,M40,00:40:34
9,Wilson,Ian,Deeside Runners,M50,00:40:55
10,Provan,Stephanie,Deeside Runners,F,00:40:57
11,Ronald,Callum,Unattached,MJ,00:41:00
12,Dempster,Calum,Unattached,MJ,00:42:53
13,Hooper,Mark,Carnethy ,M,00:42:54
14,Smith,Alan,Deeside Runners,M50,00:43:20
15,Kerridge,Eaukarn,Deeside Runners,M,00:43:40
16,Smith,Stephen,Metro Aberdeen,M40,00:43:44
17,Mackinnon,Martin,Unattached,M40,00:43:56
18,Mathieson,Stuart,JSK Running Club,M,00:44:30
19,Musgrave,Jon,Deeside Runners,M50,00:44:35
20,Tandy,Mark,Deeside Runners,M40,00:45:19
21,Helmore,Steve,Cosmic Hill Bashers,M60,00:45:22
22,Cruckshank,Greig,JSK Running Club,M50,00:45:39
23,Hirst,David ,Deeside Runners,M50,00:45:45
24,Savege,Jim,Deeside Runners,M40,00:45:54
25,Coombs,Roger,Deeside Runners,M60,00:46:16
26,Ingram,Richard,Garioch Road Runners,M40,00:46:48
27,Entwistle,Marie,Deeside Runners,F40,00:46:52
28,Dunn,Sarah,Deeside Runners,F50,00:47:39
29,Kennedy,Craig,Garioch Road Runners,M40,00:48:24
30,Hamilton,Ian,Unattached,M50,00:48:43
31,Baxter,Ros,Insch Trail Running Club,F40,00:48:55
32,Fulton,Ryan,Trail Tribe,M,00:49:34
33,Harper,Kirsty,Metro Aberdeen,F40,00:49:47
34,Ritchie,Charlie,Cambridge & Coleridge,M60,00:49:55
35,Payne,Lina,Deeside Runners,F50,00:49:58
36,Larmour,Colin,Cosmic Hill Bashers,M50,00:52:03
37,Oliver,David,Deeside Runners,M50,00:52:12
38,Jordan,Niel,Trail Tribe,M40,00:52:14
39,Cunningham,Kerry,Westerlands CCC,F,00:53:00
40,Sutherland-Thomson,Pauline,Deeside Runners,F,00:54:22
41,Alkins,Gervais,Unattached,M,00:54:59
42,Bartlet,Sarah,JSK Running Club,F,00:55:44
43,Paterson,Rachel,JSK Running Club,F40,00:55:45
44,Hamilton-Jones,Marnoch,Unattached,M,00:55:54
45,Cumming,Graeme,Cosmic Hill Bashers,M50,00:55:57
46,Wallace,Liz,Unattached,F60,00:56:29
47,Hare,Rolfe,Deeside Runners,M50,00:56:56
48,Blease,Doug,Trail Tribe,M,00:58:20
49,Larmour,Pauline,Cosmic Hill Bashers,F50,00:58:36
50,Dale,Kathy,Deeside Runners,F50,00:58:39
51,Wallace,Sarah,Metro Aberdeen,F,00:58:45
52,Wallace,Joe,Unattached,M60,00:58:47
53,Cunningham,Emer,Unattached,F,00:58:51
54,Mitchell,Steph,Trail Tribe,F,00:59:00
55,Radford,Helen,Insch Trail Running Club,F40,01:02:31
56,Radford,Mark,Insch Trail Running Club,M50,01:02:32
57,Robb,Andy,Trail Tribe,M40,01:06:31
